UFM1_ANS	/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/merged_bams/ufm1_ans_dox_NUCL_merged.bam
UFM1_CTRL	/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/merged_bams/ufm1_ctrl_dox_NUCL_merged.bam
WT_ANS	/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/merged_bams/wt_ans_NUCL_merged.bam
WT_CTRL	/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/merged_bams/wt_ctrl_NUCL_merged.bam
