Basic_Density	Proline_Density	Net_Charge_Density	Rare_Codon_Density	Hydrophobicity	Poly_Basic	Poly_Pro	Poly_Gly	DiPeptide_Slow	Group
0.09105180533751962	0.09262166405023547	0.03139717425431711	0.006279434850863423	-0.07880690737833565	0	0	0	1	UFM1_dependent
0.0967741935483871	0.12544802867383512	0.05734767025089606	0.03942652329749104	-0.1329749103942652	0	1	0	1	UFM1_dependent
0.14035087719298245	0.06432748538011696	0.06432748538011696	0.005847953216374269	-0.18947368421052643	0	0	0	1	UFM1_dependent
0.11940298507462686	0.1044776119402985	0.06716417910447761	0.0	-0.037313432835820885	0	0	0	1	UFM1_dependent
0.09620253164556962	0.030379746835443037	0.05569620253164557	0.005063291139240506	0.19974683544303773	0	1	0	1	UFM1_dependent
0.09345794392523364	0.13551401869158877	0.02336448598130841	0.004672897196261682	-0.36308411214953284	0	0	0	1	UFM1_dependent
0.10540184453227931	0.034255599472990776	0.06060606060606061	0.006587615283267457	0.19459815546772097	1	0	0	1	UFM1_dependent
0.13706563706563707	0.03667953667953668	0.0637065637065637	0.007722007722007722	-0.22316602316602363	1	0	0	1	UFM1_dependent
0.10810810810810811	0.1891891891891892	0.10810810810810811	0.05405405405405406	-0.34324324324324335	0	0	0	1	UFM1_dependent
0.11627906976744186	0.06976744186046512	0.06046511627906977	0.013953488372093023	-0.42744186046511684	1	0	0	1	UFM1_dependent
0.11290322580645161	0.0	0.03225806451612903	0.0	0.16935483870967735	0	0	0	0	UFM1_dependent
0.25	0.025	0.25	0.05	-0.48250000000000004	1	0	0	0	UFM1_dependent
0.1503267973856209	0.0784313725490196	0.10457516339869281	0.032679738562091505	-0.07712418300653594	0	0	0	1	UFM1_dependent
0.13310580204778158	0.023890784982935155	0.06825938566552901	0.006825938566552901	-0.17303754266211674	0	0	0	0	UFM1_dependent
0.171875	0.046875	0.078125	0.03125	-0.18593749999999995	0	0	0	1	UFM1_dependent
0.1111111111111111	0.05555555555555555	0.018518518518518517	0.0	0.21851851851851858	0	0	0	1	UFM1_dependent
0.12790697674418605	0.05813953488372093	0.11627906976744186	0.011627906976744186	0.32209302325581396	0	0	0	1	UFM1_dependent
0.11776061776061776	0.02895752895752896	0.08494208494208494	0.005791505791505791	0.10424710424710419	0	1	0	1	UFM1_dependent
0.10205527994330262	0.05669737774627923	0.039688164422395464	0.004961020552799433	-0.027994330262225794	1	0	1	1	UFM1_dependent
0.09090909090909091	0.15151515151515152	0.09090909090909091	0.06060606060606061	-0.23939393939393944	0	0	0	1	UFM1_dependent
0.07142857142857142	0.21428571428571427	0.07142857142857142	0.0	0.046428571428571465	0	0	0	1	UFM1_dependent
0.11538461538461539	0.0	0.11538461538461539	0.0	0.2846153846153846	0	0	0	0	UFM1_dependent
0.11678832116788321	0.08029197080291971	0.072992700729927	0.0072992700729927005	0.22700729927007296	1	1	0	1	UFM1_dependent
0.11171662125340599	0.04904632152588556	0.05722070844686648	0.005449591280653951	0.1735694822888278	1	0	0	1	UFM1_dependent
0.10476190476190476	0.11428571428571428	0.0761904761904762	0.01904761904761905	-0.09904761904761884	0	0	0	1	UFM1_dependent
