gene_id	gene_name	Col0_ANS_Cytosol_Rep1	Col0_ANS_Cytosol_Rep2	Col0_ANS_Cytosol_Rep3	Col0_ANS_Nuclear_Rep1	Col0_ANS_Nuclear_Rep2	Col0_ANS_Nuclear_Rep3	X.Col0_DMSO_Cytosol_Rep1	Col0_DMSO_Cytosol_Rep2	Col0_DMSO_Cytosol_Rep3	Col0_DMSO_Nuclear_Rep1	Col0_DMSO_Nuclear_Rep2	Col0_DMSO_Nuclear_Rep3	Col0_DMSO_Rep1	Col0_DMSO_Rep2	Col0_DMSO_Rep3	Col0_for_siRNA_Rep1	Col0_for_siRNA_Rep2	Col0_TUN_Rep1	Col0_TUN_Rep2	Col0_TUN_Rep3	ski2_DMSO_Rep1	ski2_DMSO_Rep2	ski2_DMSO_Rep3	ski2_TUN_Rep1	ski2_TUN_Rep2	ski2_TUN_Rep3	ufm1_ANS_Cytosol_Rep1	ufm1_ANS_Cytosol_Rep2	ufm1_ANS_Cytosol_Rep3	ufm1_ANS_Nuclear_Rep1	ufm1_ANS_Nuclear_Rep2	ufm1_ANS_Nuclear_Rep3	ufm1_DMSO_Cytosol_Rep1	ufm1_DMSO_Cytosol_Rep2	ufm1_DMSO_Cytosol_Rep3	ufm1_DMSO_Nuclear_Rep1	ufm1_DMSO_Nuclear_Rep2	ufm1_DMSO_Nuclear_Rep3	UFM1_for_siRNA_Rep1	UFM1_for_siRNA_Rep2	UFM1.His_for_siRNA_Rep1	UFM1.His_for_siRNA_Rep2	xrn4_DMSO_Rep1	xrn4_DMSO_Rep2	xrn4_DMSO_Rep3	xrn4_TUN_Rep1	xrn4_TUN_Rep2	xrn4_TUN_Rep3
AT1G01010	NAC001	12.231838	11.934362	15.28824	10.328343	10.82263	9.207452	7.686171	6.905982	9.753128	4.87735	4.837695	6.908027	7.111661	9.240993	4.141879	3.302378	2.869924	12.380481	17.42531	12.274286	9.1083	6.060867	3.700559	12.153368	11.084457	10.100235	8.12263	9.944303	10.507478	12.922311	19.645965	14.492894	9.233498	3.555065	5.583925	14.332463	6.378728	9.573573	5.521264	5.869629	8.276034	6.807978	7.505988	6.765538	7.655721	13.0928	7.521542	10.256359
AT1G01020	ARV1	21.96054	19.248322	18.737279	40.687997	37.423054	35.795836	22.359371	14.208581	14.278713	24.512362	24.458281	39.336001	17.986775	17.809372	12.693038	10.451909	11.103263	15.144598	16.215222	20.053985	25.460372	23.942971	14.88718	14.730484	19.051954	15.454222	14.702612	18.581662	12.072082	38.853531	43.368405	32.905859	7.723084	13.520369	14.139813	40.052085	31.187906	27.85273	11.257099	8.413274	9.346577	7.552501	19.077193	13.281081	19.012457	16.345473	10.941933	18.997716
AT1G01030	NGA3	6.578076	10.955656	4.43323	11.335887	12.747914	5.004867	6.02341	6.109989	7.830171	9.048491	9.695099	10.48022	2.722631	4.122805	6.866153	4.992434	3.535508	2.19231	0	3.222867	2.225768	3.092846	3.989311	1.220668	2.594386	3.501414	10.545117	6.179566	5.739218	8.409772	5.353092	6.392423	11.569778	9.533829	4.996583	8.560089	10.309795	10.53741	2.446215	4.209696	5.745142	1.519258	2.713945	4.43423	4.119346	1.437475	0	1.753649
AT1G01040	DCL1	0.975315	1.000788	1.174037	4.126144	10.184814	7.373616	2.468203	1.502734	1.89619	11.129066	8.528545	20.910377	4.457452	4.694967	5.365125	11.64303	9.674781	10.465543	5.845477	11.375838	4.482962	8.59057	5.153208	6.244081	8.362909	8.628957	0.67713	0.357696	0.530528	10.158018	20.520104	19.388643	2.98781	1.862493	1.166809	31.904658	20.918534	18.911218	9.079186	7.887658	6.937302	7.222139	8.348984	8.007226	5.765421	6.375362	10.209565	10.023052
AT1G01046	ath-MIR838	0	0	0	0	1.369363	2.558034	0	0	0	1.702964	0	0	0	0	0	1.033003	0	0	5.969146	0	0	0	0	0	0	7.558351	0	0	0	0	5.349401	0	0	0	0	1.834371	9.407524	2.960565	2.255598	1.222924	2.241744	1.00855	0	0	0	0	0	0
AT1G01050	PPa1	69.404205	73.201023	62.809826	53.690341	54.108261	63.492347	91.166147	99.099951	110.367281	86.655533	105.123702	117.729775	131.173492	90.562758	95.074696	96.222991	94.734277	96.70339	121.524648	92.422768	120.65219	98.760869	114.906398	110.811444	129.671753	136.354627	48.831001	57.664683	55.578481	61.208593	63.964315	55.89808	96.210453	69.675454	80.672983	115.039537	119.460139	117.74646	94.606889	109.109997	103.88074	107.417571	157.743231	103.46304	102.918625	144.772506	72.29514	122.279706
AT1G01060	LHY	0.560717	0.327109	5.700799	0.461171	0.768893	10.256961	0.693705	0.066979	9.01839	0.386446	0.272147	15.325505	80.918844	82.158946	72.630534	39.174519	32.65418	59.827782	60.099126	52.063425	31.93195	43.997445	33.373502	39.238308	24.629107	31.64988	0.120963	0.829532	7.865162	0.998934	1.146683	22.191542	9.188953	0.18688	0.315507	24.84157	0.590119	2.244495	27.622085	18.77463	13.707003	18.319033	83.186333	85.209606	74.829268	81.017509	50.105445	68.359797
AT1G01070	UMAMIT28	1.773802	1.118632	2.198717	1.606932	1.187108	0.922875	2.507988	3.779796	4.193137	0.984386	1.495957	2.341074	1.81842	7.296972	4.053923	9.304927	7.10146	5.701229	0	2.317897	11.031163	5.867637	3.964141	5.399891	5.608347	6.475903	2.94325	0.749398	1.998432	1.159644	0.538629	2.675665	3.009729	3.4478	1.393487	3.471337	0.90875	1.740694	9.988201	7.694988	5.860136	11.762707	2.963653	2.949417	6.531408	5.856008	6.227093	3.966539
AT1G01080	AT1G01080	6.191249	4.240803	4.8423	4.61381	7.504729	4.273613	14.32942	10.161143	9.149705	13.047558	9.471878	7.517659	42.952853	48.048736	34.450404	41.632514	48.917647	32.57836	30.379967	33.408194	49.315721	56.568653	45.901518	37.389069	36.857024	33.645748	10.318072	3.517915	9.174429	5.882383	2.908582	5.810997	7.126689	13.401981	11.60341	8.07098	7.960234	13.554965	28.491363	40.77076	25.380543	23.706021	36.852835	39.957048	35.139618	29.789504	14.937616	38.856428
AT1G01090	PDH-E1	55.604235	61.622613	59.868463	58.678636	60.389625	54.919826	91.144107	76.311371	90.720458	114.809129	93.405051	92.265263	111.239245	115.782277	85.524604	130.936208	136.269084	149.513948	92.541057	161.029925	131.399728	111.651594	160.043568	151.766057	169.003487	157.116539	52.953942	51.825735	50.871581	55.224307	53.640696	55.397539	85.79735	67.174212	75.362663	122.060924	123.874047	123.350045	123.550787	125.054701	107.250918	118.543028	114.610036	138.954339	115.580025	137.872827	135.6541	143.776144
AT1G01100	AT1G01100	893.307981	802.639962	943.348501	996.503919	961.067604	968.727819	1824.46855	1868.101932	1572.681195	1905.892466	1788.845283	1687.707271	447.693845	531.755526	647.642366	368.191369	412.478881	523.067605	445.570696	555.633626	660.119508	880.781622	666.391051	588.996344	635.321879	634.797023	1090.384724	946.465886	875.004474	796.655652	783.166695	830.428166	1693.180313	2068.253178	1857.782405	1591.609643	1488.989354	1491.351082	324.224415	372.638886	350.759611	426.167373	588.347484	534.792037	541.983761	601.757409	493.443696	530.060028
AT1G01110	IQD18	2.351788	3.79956	2.692303	4.449685	3.269875	4.944479	1.369388	1.775928	1.441232	2.523302	3.858207	4.842976	5.685312	1.358031	0.922572	3.111137	4.135471	0	0	1.069362	2.444173	3.275603	2.610713	0.711511	0.857333	1.037177	3.393314	3.212784	2.666785	2.670347	4.565064	3.950084	2.186355	0.643092	2.274956	4.416524	5.125605	2.458576	3.874718	3.094252	3.211388	3.601555	0.580039	2.169866	1.954619	2.164632	0	1.099895
AT1G01120	KCS1	110.907184	113.144618	109.456669	126.789021	116.692538	100.278393	64.41222	43.940025	62.882858	60.372591	43.874476	53.041372	27.950602	28.763551	21.92113	38.027125	65.802298	10.884692	17.669896	19.447688	25.707035	21.691224	20.480432	12.809649	8.859268	12.608538	122.505474	109.388806	111.61295	97.04318	72.45179	88.872326	80.824175	55.038809	55.534761	55.203692	48.427156	43.827666	98.32803	90.684713	114.443347	84.687452	22.46014	35.418733	29.720848	31.179066	21.427	23.478128
AT1G01130	AT1G01130	6.013009	7.518643	21.126168	5.792526	2.450105	7.100785	6.62573	5.739641	11.633911	6.370224	13.677102	18.427584	0	0	0	5.544454	7.649113	0	0	0.355011	0	0	1.058034	4.155685	2.529215	6.105084	5.426211	15.515889	6.776691	9.260053	7.103152	0.975278	0.328636	15.908568	24.049131	5.693659	11.672043	1.746526	3.181693	5.526866	1.386337	4.266554	0	2.540252	0	0	0	0
AT1G01140	CIPK9	17.448382	17.756918	17.888795	9.402028	14.815702	11.501203	15.843435	17.750261	19.128047	16.220638	10.973341	18.71273	22.42569	30.185207	30.543327	51.350844	86.377903	28.882258	42.535827	26.403985	18.728538	13.056752	21.64028	28.357531	29.366793	21.723904	23.317692	9.469724	10.934123	18.115081	17.765064	21.07178	10.823407	6.915006	11.368619	32.713674	13.395331	23.073155	90.847466	155.962817	135.775626	86.47062	29.950381	34.279095	22.392457	30.979734	16.681145	29.589527
AT1G01150	AT1G01150	0	0	0	0.198963	0.082249	0	0	0	0	0	0.118858	0.176609	0	0	0	0.058329	0.315969	0	0	0.326423	0.063537	0	0.312799	0	0.16185	0.162382	0	0	0.380643	0.160955	0.213009	0.095743	0	0	0	0	0.206459	0	0.324975	0.199539	0.311563	0.055073	0.060951	0.176971	0.070305	0	0	0.710793
AT1G01160	GIF2	36.504992	39.571326	33.690189	35.844131	46.87268	36.19524	61.159289	51.659222	53.670696	58.626181	52.124713	65.410106	46.34873	37.411165	36.707307	32.346818	28.727816	47.386624	27.285487	40.899522	57.272225	42.809202	43.335926	44.545236	42.96106	45.588752	46.948683	54.181963	32.974824	48.981452	61.569763	40.572957	54.226582	64.289775	47.014143	70.260334	73.665496	71.969461	29.160107	24.12679	21.190607	22.448228	31.340184	34.509698	49.247575	34.975916	32.633512	41.865867
AT1G01170	AT1G01170	26.084652	29.960304	24.427821	14.099221	6.102512	12.8152	117.190426	147.298184	68.706492	33.121103	42.484974	41.162948	352.593535	328.019826	464.971244	151.576285	139.301681	302.00243	434.834721	269.944556	374.340187	322.337809	336.465445	367.332245	366.7919	320.31005	20.162937	17.457517	41.179458	13.050255	7.190305	6.433712	55.340596	125.583318	118.749157	26.907258	37.289583	42.120071	109.106677	140.411205	96.869615	89.535731	308.508207	291.015025	349.396396	345.31789	353.47706	222.54427
AT1G01180	AT1G01180	7.58651	12.052503	5.387068	18.055377	12.010562	9.823922	3.433735	3.050617	2.386548	4.763323	4.950312	3.930547	15.504439	26.313306	20.752822	10.585549	8.444163	12.037267	9.653097	12.066224	9.119918	6.24568	7.629869	10.734603	10.478798	8.585836	8.19967	7.923657	6.299676	15.136686	10.662447	6.842158	0.50811	2.250759	3.497723	2.38712	3.716392	2.955071	11.037296	9.816973	8.480696	9.072594	9.907841	18.15392	22.120984	10.100459	25.130988	14.692235
AT1G01183	ath-MIR165a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.273392	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01190	CYP78A8	0.577331	0.906836	0.316068	1.494711	1.011103	4.171524	1.444793	0.334914	1.113147	1.588391	1.405875	1.36546	1.253482	0.704399	0	1.297517	3.658159	0	3.449323	0	0.202378	0	0.552711	0	0.186573	0.10338	0.200665	1.326595	0.247489	1.81806	1.709906	1.466725	0	0.993381	0	0.350758	0.527597	1.393324	5.486372	15.802138	2.322944	4.491507	0	0.037464	0	0	0	0.040921
AT1G01200	RABA3	0.129711	0.126904	0.256971	1.563101	0.077598	0.617277	0.519339	0.272387	0.40582	1.039108	1.45502	0	0	1.042987	0	0.765812	2.154226	0.829778	0	0	0.238351	1.551455	0.411497	0.940696	0.22048	0	0	0.714859	0	0.227696	0.802906	0	0	0.181073	0.691062	0.10324	0.777562	0.867262	2.258215	0.870068	1.75436	3.167804	0.974272	0.110978	0.066177	0	0	0
AT1G01210	AT1G01210	41.314308	47.455354	33.544946	63.124813	57.793578	51.630226	45.926892	39.221535	35.971569	88.414104	86.557703	73.321016	65.280751	62.441096	85.325701	17.819265	23.320718	48.123914	66.825628	46.909471	39.465002	53.745056	35.722003	27.81246	27.225111	46.668215	30.94602	24.99885	25.424182	62.338472	43.828059	49.242202	36.080166	35.702362	34.937204	77.493997	77.673677	76.836306	20.662886	19.20154	16.28851	22.460976	32.524739	36.371146	62.174566	28.202147	59.481742	41.712391
AT1G01220	FKGP	0.448219	1.121125	1.253582	1.159536	1.843881	1.072615	1.391596	1.395881	1.342775	1.877145	2.105711	3.237558	9.851696	5.174291	5.313109	10.395021	7.814377	8.100643	4.382543	8.491286	4.202618	7.076191	4.581293	6.174567	7.667577	5.151408	0.323348	1.810331	1.280098	1.884603	2.899733	3.165151	0.401213	0.94156	1.928536	6.759804	3.682013	5.409778	7.615935	4.795977	5.649564	7.336779	6.523302	9.27668	9.428418	9.631921	6.482799	6.145654
AT1G01225	AT1G01225	2.235234	2.047012	1.713935	1.941692	1.425326	3.075849	1.977434	0.68923	1.087099	3.295117	0.968256	0.574433	9.030417	1.773708	2.463767	4.970449	5.514291	3.087002	0	3.482966	2.40514	2.42916	2.249443	0.831225	3.247102	3.472247	1.843423	2.542885	1.317779	1.918744	1.040049	0.519386	1.377494	0.935445	0.950747	1.190382	2.130773	0.727154	3.331765	3.247917	3.333178	4.928033	2.255924	3.02848	0	0	0	4.853955
AT1G01230	AT1G01230	53.903694	66.918085	53.856851	42.240754	37.426503	37.676612	73.273094	82.090605	57.80168	27.080487	36.305619	38.009896	65.697018	58.763374	53.335919	42.418463	41.587308	54.66814	85.915194	66.320027	64.114735	34.02256	56.276503	65.992819	72.694526	65.228415	32.109835	51.06241	25.30657	41.257119	31.83614	21.440851	40.671621	70.492717	49.77899	28.534204	37.519745	34.755	48.078692	38.173008	47.485226	45.862791	42.645264	51.564811	41.266959	59.518816	48.78211	66.354288
AT1G01240	AT1G01240	2.264192	2.45057	1.473063	1.307334	3.533111	2.44417	2.762043	4.430014	3.046543	3.838521	3.227222	2.443667	38.53874	22.375035	27.379912	30.907311	18.881556	48.880104	32.390097	43.332836	28.808597	27.013279	34.059447	35.118574	38.787255	27.204091	2.45282	2.613801	5.206941	1.353794	2.517195	2.498241	1.574983	1.73562	3.280485	4.620052	3.554922	2.956459	23.173011	20.117078	16.712689	18.148078	29.321485	31.894014	23.541827	26.286083	48.103336	30.039115
AT1G01250	AT1G01250	0.283991	0	0.526718	0.549568	0.339035	0.200801	0.845134	0.079801	1.576278	1.278641	1.157923	2.315704	0	5.575272	1.201502	3.502656	3.189676	3.718517	0	2.388221	0	0	1.501467	0.082233	1.391004	0.302729	0	0	0	0.665194	0.442553	0.663342	0	0	0.501179	1.219206	1.294114	0.349011	5.161666	2.439582	1.863503	2.936947	0	2.894563	3.335651	0	0	0
AT1G01260	AT1G01260	15.275051	15.815171	15.999779	20.263308	33.215166	24.858853	2.855904	4.264627	4.6451	7.368311	7.762738	14.484617	9.712922	5.612109	13.783293	13.141652	13.419422	12.505729	13.937505	13.593243	8.422582	6.919203	8.00974	7.127409	8.68406	6.656527	11.613549	7.351682	8.982201	40.508108	55.72018	40.981322	2.843882	3.225037	3.508442	24.229693	13.998141	15.31231	15.510666	25.691373	36.022719	21.663053	7.18433	9.830715	9.887031	10.251724	12.043595	12.003951
AT1G01270	AT1G01270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01280	CYP703A2	0.046538	0	0	0	0	0	0.073924	0	0	0.061698	0	0	0	0	0.122355	0	0	0	0.086171	0	0	0.050306	0	0.157099	0	0.072312	0	0	0	0	0.143417	0	0	0	0	0	0	0	0	0.043699	0	0	0	0.073644	0	0.046244	0	0.17182
AT1G01290	CNX3	4.614843	7.067465	5.16848	8.188283	10.567114	7.356173	4.772933	3.686705	5.173371	8.932614	9.972014	9.651058	11.673668	16.502935	17.325901	10.169408	8.765743	11.785516	12.143685	15.761861	14.56759	17.559643	14.550398	13.749304	14.389273	16.214939	4.212845	7.257036	5.437753	10.26429	15.286423	11.508353	6.900345	6.841576	7.046156	14.056124	11.293248	10.483957	9.526478	8.819448	8.544734	9.673505	13.680595	14.083884	10.453455	8.384662	12.838083	14.126023
AT1G01300	AT1G01300	22.202164	20.679071	16.378258	40.162187	34.769496	38.402988	35.336918	32.417902	26.716267	94.340708	90.642611	62.436445	28.705724	30.001341	28.194296	55.88343	49.872083	23.870395	10.496716	26.194914	27.506592	34.094719	27.124657	17.083582	21.982785	18.322529	18.301228	24.639901	19.996582	39.435426	34.603281	42.092695	28.183821	38.849665	33.308133	57.438445	86.122918	79.512853	50.403704	31.596494	43.032685	63.106891	24.995754	30.057485	30.226645	14.968154	14.097145	18.255865
AT1G01305	AT1G01305	0	0	0.125589	0	0	0	0	0	0	0	0	0	0	0	0	0	0.577435	0	0	0	0	0	0	0	0	0.129633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267949	0
AT1G01310	AT1G01310	0	0	0	0	0	0.178295	0	0	0	0	0.07319	0.432873	2.989867	0	0	0.072983	0.071677	0	0	0	0.93479	0	0	0	0.072293	0.735279	0	0	0	0	0.261591	0	0	0	0	0	0.381585	0.206012	0	0.164806	0.388946	0.067828	0.151026	0	0	0	0	0
AT1G01320	AT1G01320	6.506671	5.617579	4.488249	7.935716	14.574324	9.766075	9.668977	10.778614	5.930586	23.498456	24.785478	16.557779	40.967386	46.056172	43.60503	70.634517	68.39872	31.286221	24.800457	32.518726	35.598403	38.34202	38.666637	22.521232	27.353577	25.354497	5.898849	8.074579	6.124052	14.100534	17.957903	19.777464	6.695925	7.847647	9.515609	27.384434	28.146132	28.693674	57.393698	54.027746	38.747889	44.039718	46.757469	52.079754	49.113793	35.278754	20.560931	28.122041
AT1G01335	AT1G01335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01340	CNGC10	23.93644	30.807372	24.654958	38.302657	47.384488	40.966719	3.429913	4.963751	3.882263	6.571494	7.259076	9.18789	4.462911	9.853039	11.349725	3.820314	2.811486	9.914816	9.834805	11.53883	7.657915	6.592918	4.787714	9.877558	9.536628	8.354989	23.807771	22.277382	22.481445	56.095358	54.848723	54.730009	3.911199	3.222277	3.217122	12.091784	6.868789	8.702954	5.57386	4.976149	7.58717	6.175455	5.414936	8.906534	3.831827	6.543697	7.770264	11.138873
AT1G01350	AT1G01350	25.440771	25.625589	24.656632	22.504389	34.318453	23.680673	21.338434	21.414568	17.610666	17.643549	12.079655	18.920879	22.940127	27.396097	21.649655	17.806101	17.902743	30.269728	22.611744	31.471765	18.330898	22.515147	21.992246	21.999553	28.130366	24.834068	22.436628	22.459429	25.915673	28.154589	35.341374	26.251423	15.874653	15.784922	14.125223	22.935865	24.598634	26.632089	16.255507	19.055207	17.895513	17.914338	26.110593	26.030057	24.511808	37.770208	18.950806	22.326467
AT1G01355	AT1G01355	0	0	0.467465	0.227698	0	0	0	0	0.487789	0	0.103504	0.724105	0.116878	0.153669	0	0	0	0	0	0.894153	0	0	0.223767	1.183064	0.513633	0.19016	0	3.079567	0	0	0	0	0	0	0	0	0.900865	0.29082	0	0.476748	0	0.098357	0	0.832985	2.706392	0	9.935335	0.803132
AT1G01360	RCAR1	17.946942	12.53945	12.902561	7.848673	7.662175	8.468129	12.351382	15.302637	14.818185	6.77479	7.028817	10.964714	4.254551	14.534418	22.533763	17.659944	12.329168	15.08145	5.002185	16.567902	17.360172	6.678128	9.632344	12.309181	12.146961	12.012068	5.558642	10.516899	15.372591	7.027273	9.089429	12.717405	10.924916	8.846649	10.588196	16.260468	11.507888	6.573949	14.911307	10.506641	17.607948	14.01178	15.41018	13.94591	10.493961	18.446637	9.334464	16.399179
AT1G01370	HTR12	4.190718	3.295626	2.928082	2.965336	3.905513	2.326256	4.738372	2.273949	2.356897	4.263936	4.37382	3.880677	5.96194	0	3.166865	5.293532	4.173846	1.554589	0	1.306051	4.500112	13.295829	5.022638	3.471929	3.393287	1.530157	4.706491	5.871425	2.310361	2.088326	2.117603	1.001096	4.802075	4.52508	5.159143	3.628272	3.457986	3.803494	3.992667	3.114885	3.61209	3.681153	2.030437	1.802303	2.159957	8.597028	15.685016	1.532557
AT1G01380	ETC1	8.253725	3.433514	4.554069	5.083382	3.612674	3.962542	5.080072	3.926109	5.298647	3.084679	2.290727	7.334724	6.164135	6.123771	5.605534	4.232063	3.688795	14.124696	67.019605	12.755398	1.640217	0	2.164279	6.266845	15.376572	11.877939	0	5.857054	0.984962	4.046242	4.477921	3.464811	16.045842	7.013644	5.644872	0.58026	6.402704	3.935265	9.23157	1.332333	1.726125	7.311553	0.769024	0.61415	5.681039	13.201665	36.771953	5.82816
AT1G01390	AT1G01390	0.082098	0.677862	0.194698	0.434033	0	0.173238	0	0	0.257285	0.108614	0	0.367994	0.495061	1.184607	0.860124	0.803488	3.669274	0.957807	1.419578	2.402502	1.64397	0.930187	1.818818	0.966841	1.824587	1.525827	0	0.77247	0	0.144027	0	0.340416	0	0.057401	0.307725	0.259042	0.304336	0	1.956139	4.190148	1.077474	1.195281	1.637427	1.692897	1.737727	0.487936	6.578973	0.754459
AT1G01400	AT1G01400	0	0	0	0	0.413409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065651	0.508988	0	0	0.05913	0	0	0	0	0	0.485433	0.321238	0.19248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01410	PUM22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01420	UGT72B3	3.884349	3.662061	4.061927	7.428092	4.607416	4.354146	6.313817	5.693266	7.46572	7.010884	13.894039	11.347671	12.865095	7.497479	4.767085	8.938605	5.84671	5.298166	7.910068	5.226573	3.346979	6.632597	3.66342	3.708671	0.780226	1.115724	5.945286	10.061901	7.940861	5.962552	7.035195	4.305554	12.188647	6.846523	10.5286	11.679147	13.315835	12.383974	5.814686	3.180566	2.155512	3.548277	6.385133	5.4888	6.255433	3.592123	2.866158	3.344956
AT1G01430	TBL25	7.922583	7.156181	8.335378	10.425388	11.92683	8.104089	16.081136	16.561255	10.465073	22.327288	24.840666	18.767781	74.797861	45.347202	37.426936	52.913412	46.130993	30.299191	31.084701	39.80846	31.852435	30.922185	40.649982	20.161042	26.807672	31.24804	9.917186	11.806957	8.027198	10.880472	11.394359	12.743423	13.934309	15.18811	18.044339	21.216608	26.906799	22.410402	53.174544	28.658148	25.664282	31.766071	41.944758	66.602054	50.204329	21.715062	14.026035	34.805601
AT1G01440	AT1G01440	6.244429	3.880509	3.793849	5.728901	7.434026	5.403255	2.358557	1.636493	2.150953	4.398247	3.512077	3.992112	5.498767	3.948207	7.552051	12.253518	10.068773	12.917153	5.480108	8.465213	7.082052	6.809697	6.272395	5.140783	6.961355	7.337469	5.72682	4.180449	1.86048	8.169245	9.915151	7.844399	2.510649	1.734566	1.038547	6.294738	6.128542	4.42398	12.760916	11.090348	10.901474	9.990925	5.686254	8.518687	7.975769	7.660071	9.434951	7.19366
AT1G01448	AT1G01448	3.537548	3.637636	2.814362	4.157366	6.35739	4.677197	3.130383	3.017179	2.000671	5.833763	6.539009	7.605344	4.361988	5.873157	10.592384	7.307703	5.461147	5.785031	6.997423	9.701449	4.810252	3.944541	8.404117	5.923422	6.874067	8.117048	3.396895	3.71607	3.453897	8.026589	10.594246	9.858698	1.389402	3.902276	0.944505	9.30529	7.846439	8.719397	7.081533	5.230505	5.086994	4.747455	12.47999	12.514814	8.84195	7.531149	4.919154	6.627332
AT1G01450	AT1G01450	0	0	0	0	0.128869	0	0	0	0	0	0.092437	0	0	0	0.900544	0.044677	0	0.633891	0.100074	0.151381	0	0	0.193048	0	0.04545	0	0	0	0	0	0.415274	0.149238	0	0.451058	0	0.2559	0	0.065153	0.400113	1.12054	0.287045	0.20923	0.612734	0	0	0	0	0
AT1G01453	AT1G01453	0.620105	0	0.1339	1.248665	0.404948	0.833931	0.674556	0	1.764766	0.375104	0.27475	1.229203	0	0	0	0.053649	0.475449	0.349046	8.463569	0	0	0	0.057686	0.162968	0.333784	1.718	0	0	1.189879	0.395745	1.131826	0.469353	1.118549	1.245278	1.384043	1.162851	0.841626	0.956477	2.627349	1.391302	3.821509	2.506338	0	0	0	0	0	0
AT1G01460	PIPK11	0.199214	0.27082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01470	LEA14	130.791181	139.363234	112.113996	124.924558	138.948176	125.587764	116.88164	132.090407	87.878786	70.77079	95.95188	76.734359	43.534186	75.867632	46.832572	82.223818	163.702413	68.90179	152.784845	66.077399	48.749008	44.528622	72.021003	117.819336	116.482309	98.27694	98.870047	91.290427	117.547894	159.350291	104.962074	141.817489	78.986691	87.291731	87.765298	57.84919	73.707665	70.169701	210.285066	517.240892	706.547514	334.230151	56.422092	45.287596	52.699943	71.058106	119.519058	83.781128
AT1G01480	ACS2	274.626595	343.121268	220.475593	395.204148	415.799477	271.523857	2.002684	3.574573	3.214312	3.249459	3.363373	3.474167	0	1.007349	0.594228	0.557006	0.868886	0.763588	0	0.315869	0.85145	1.101064	0.127691	2.182469	0.856048	0.823448	237.952446	207.504986	146.25658	303.034239	214.571936	149.812358	4.402997	1.063038	0.271562	2.222497	3.694471	2.568749	1.616342	7.291003	5.727865	2.040599	0.627184	0.751852	0	2.654196	1.850729	1.094748
AT1G01490	AT1G01490	1307.344657	1094.325426	791.6062	615.790705	517.476607	419.054312	1020.95159	941.690792	1542.537144	446.545376	483.930107	716.595511	182.334596	143.695672	159.817597	87.109729	87.917978	148.162027	207.040776	157.806511	168.808915	141.022411	142.101566	184.35134	207.24129	183.503228	3036.611218	3552.942665	2129.011182	550.136788	461.429985	349.518212	3955.390986	2629.630195	2399.617041	575.204414	454.587064	449.492431	79.599575	68.533994	44.869563	57.029863	145.062213	160.362001	182.957005	217.857574	167.639683	169.838085
AT1G01500	AT1G01500	29.732114	30.093465	23.63567	29.776781	28.180206	18.507399	15.806081	18.513608	14.467802	16.570491	18.568359	13.542717	6.086914	12.163245	11.878293	9.238205	8.118936	15.374359	11.635525	13.319383	7.852007	6.981337	10.69763	11.58371	11.687827	10.278761	28.586058	24.602138	21.231265	38.944664	26.613081	17.081528	18.776504	15.539881	15.586125	12.628173	19.126228	16.995035	7.755884	6.118225	5.263622	5.722325	10.107828	8.727775	12.792391	9.121029	20.396884	8.920135
AT1G01510	AN	10.99208	12.727375	14.567577	16.218913	20.344913	13.271954	21.835422	21.021424	19.408765	26.955386	26.03322	31.364039	15.541924	22.219698	20.323942	24.810296	21.089835	21.892921	24.91004	24.999749	17.114716	23.786779	20.22955	19.720966	21.808135	18.568115	15.205699	10.415797	10.753613	18.229259	21.331073	16.83112	13.64817	14.151321	18.38675	30.343426	29.830877	27.450616	19.400403	14.379431	16.599445	24.598546	22.866177	22.581624	21.114169	14.346563	8.719046	28.213061
AT1G01520	ASG4	0	0	0	0	0.255008	0.300185	1.087985	0	0.770716	0	0.390892	1.967689	3.056251	1.389824	2.334834	0.339264	0.688419	1.599708	5.398745	0.970849	1.040716	1.725337	0.459938	1.543777	0.961399	1.554315	0	0.752777	0	0.221965	0.702053	0.315396	0.443986	0	0	2.524701	0.424203	0.408835	0.476875	1.655438	0.599014	0.766952	0.748283	4.293449	1.731993	2.543851	0	1.971117
