gene_id	gene_name	Col0_ANS_Cytosol_Rep1	Col0_ANS_Cytosol_Rep2	Col0_ANS_Cytosol_Rep3	Col0_ANS_Nuclear_Rep1	Col0_ANS_Nuclear_Rep2	Col0_ANS_Nuclear_Rep3	X.Col0_DMSO_Cytosol_Rep1	Col0_DMSO_Cytosol_Rep2	Col0_DMSO_Cytosol_Rep3	Col0_DMSO_Nuclear_Rep1	Col0_DMSO_Nuclear_Rep2	Col0_DMSO_Nuclear_Rep3	Col0_DMSO_Rep1	Col0_DMSO_Rep2	Col0_DMSO_Rep3	Col0_for_siRNA_Rep1	Col0_for_siRNA_Rep2	Col0_TUN_Rep1	Col0_TUN_Rep2	Col0_TUN_Rep3	ski2_DMSO_Rep1	ski2_DMSO_Rep2	ski2_DMSO_Rep3	ski2_TUN_Rep1	ski2_TUN_Rep2	ski2_TUN_Rep3	ufm1_ANS_Cytosol_Rep1	ufm1_ANS_Cytosol_Rep2	ufm1_ANS_Cytosol_Rep3	ufm1_ANS_Nuclear_Rep1	ufm1_ANS_Nuclear_Rep2	ufm1_ANS_Nuclear_Rep3	ufm1_DMSO_Cytosol_Rep1	ufm1_DMSO_Cytosol_Rep2	ufm1_DMSO_Cytosol_Rep3	ufm1_DMSO_Nuclear_Rep1	ufm1_DMSO_Nuclear_Rep2	ufm1_DMSO_Nuclear_Rep3	UFM1_for_siRNA_Rep1	UFM1_for_siRNA_Rep2	UFM1.His_for_siRNA_Rep1	UFM1.His_for_siRNA_Rep2	xrn4_DMSO_Rep1	xrn4_DMSO_Rep2	xrn4_DMSO_Rep3	xrn4_TUN_Rep1	xrn4_TUN_Rep2	xrn4_TUN_Rep3
AT1G70440	SRO3	10.271215	10.974515	2.712696	5.988995	4.552052	1.676001	0.964007	0.106495	1.98384	0.507628	0.164026	2.848267	3.340182	0	0	0.876215	0.066246	1.967823	0	1.977667	2.154113	2.549608	2.754635	6.05339	6.837807	4.278543	3.856662	2.237714	1.757464	9.571188	8.238811	1.233961	1.360548	1.504791	0.166526	2.925259	1.804156	0.693314	1.273108	0.381227	0.057062	0.349043	3.595207	2.492776	1.2079	3.331862	14.596919	1.89832
AT1G70450	AT1G70450	0	0.181757	0.467087	0.227268	0.352984	0.249341	0.565243	0.198024	0.430731	0	0.1523	0.378337	0	0	0	0	0.194405	0	0	0.111088	0.216249	0	0.106317	0	0.2498	0	0	0	0	0.483072	0.911428	1.801711	0.518251	0	0	1.311464	0	1.07317	0.165408	0.112294	0.475033	0.046143	0	0.351786	0	0	0	0.109971
AT1G70460	PERK13	1.56248	0.627264	0.948472	1.245138	2.394391	2.025596	0.434766	0.703276	0.527963	1.390225	0.775012	2.304998	0.52356	1.947068	0.518584	0.919354	2.046453	0.149093	0	0.770101	2.260419	1.470514	0.859669	0.880852	0.699	1.069079	0	2.428189	0.862181	1.461292	3.574085	3.374103	0.788073	0.168276	0	4.371292	1.273554	1.727714	7.78484	2.070703	4.572326	2.81846	1.419386	0.799971	0.720583	0.400864	3.171991	0.305129
AT1G70470	AT1G70470	5.679095	8.405112	4.154197	6.744859	8.150106	3.81813	9.87565	10.774029	4.215408	7.417845	6.538057	3.737637	4.238091	8.172279	12.580782	14.410393	18.318812	8.704923	0	6.980485	15.861881	13.322362	8.60692	10.50111	8.312055	9.1948	0.518235	0	4.560706	7.604379	9.618575	8.163476	8.270962	10.316834	7.69711	7.710262	15.817263	11.338739	17.548308	8.462938	6.807994	13.771344	16.321899	4.109332	10.562152	2.997095	8.839504	8.261526
AT1G70475	AT1G70475	0	1.138468	1.790418	0	0.432131	0	3.193227	0	0.771232	3.113604	2.022166	0	0	0	0	0	0.672885	0	0	0	0.704759	8.683872	0	4.060073	0.334151	0	0	0	0	2.55516	5.197652	0	0	0	0	0	0	0	0.372977	0.779079	1.097791	0	0	0	0	0.391963	0	0
AT1G70480	AT1G70480	4.176011	9.107956	11.423768	7.53672	12.317205	11.271894	9.392954	7.654056	7.500894	9.543156	9.898586	11.151094	37.992941	17.096563	23.605307	20.84397	24.205057	11.242566	6.627537	8.557933	15.496726	30.097726	21.473959	8.17796	7.251202	7.178452	6.948189	5.605847	5.39829	16.900577	16.109415	22.870011	4.379799	5.531195	5.379585	16.121982	14.99714	17.874411	26.987877	50.550834	44.953499	40.547131	22.498702	26.737798	32.392816	13.912648	8.369057	8.965616
AT1G70490	ARFA1D	332.26521	313.655183	309.682821	365.795032	313.067716	346.345855	672.761684	755.511911	649.619202	694.643476	637.115735	567.65539	235.077161	242.703653	303.295022	246.745177	244.588078	1805.824683	2419.580578	1730.637738	219.286788	211.835371	202.591449	1691.450303	1400.724794	1816.704249	371.162682	323.81068	372.886605	321.083382	262.75978	359.469981	666.921759	715.450061	623.372259	484.510723	557.028544	527.654375	248.822695	213.403723	224.553643	276.848715	239.190257	265.421386	250.711036	1662.396298	1647.34708	1556.717123
AT1G70500	AT1G70500	0	0.621526	0.741603	0.901792	0.715346	0.359922	0.202824	0.285745	0	1.128801	0.291612	0.655332	0	1.033038	0.857083	1.010629	1.720173	0.459702	0	1.386609	0.854286	0	0.756772	1.07695	1.073648	1.454135	0	0	0.522974	1.745331	0.984539	0.530577	0	0.298065	0	1.34607	1.138757	0.616981	2.074435	2.750649	1.756755	3.24028	0	0.359232	0	1.606316	0	0.470767
AT1G70505	AT1G70505	2.064868	2.63332	3.001954	7.921182	8.336924	8.198558	1.40659	1.846076	1.410233	3.691487	1.906921	3.934609	1.476613	0	1.097065	3.384698	2.891073	1.081473	0	2.272052	2.176552	0.731476	2.834512	3.178263	2.64267	1.19698	1.993482	2.411548	5.606133	6.370659	4.953078	6.237419	1.422709	0.14521	0.721752	2.843781	2.211419	3.931076	2.04886	1.90815	1.806563	1.476325	1.499811	2.335334	3.107472	2.721817	5.058835	3.93532
AT1G70510	KNAT2	0.387233	0.313588	0.7445	0.585945	0.290275	0.233787	0.191813	1.067522	0	0.809469	0.903344	1.347985	1.295197	0	1.902333	1.390253	0.779393	0	0	0.155821	1.063331	3.598003	0.853195	1.032459	1.122341	1.080017	0	0	0	0.424839	0.931537	0.167328	0	0	0.172924	0.614198	1.196596	0.972662	0.97857	0.338805	0.493979	1.554573	0	0.705269	1.46038	0	0	0.359953
AT1G70518	AT1G70518	5.838435	4.822604	4.196366	5.675931	5.726511	11.038979	5.570708	5.073486	3.330323	6.827246	4.681332	0	7.547974	11.048836	1.911743	5.732082	2.398813	1.417292	0.571957	7.348536	10.084782	6.662117	8.827061	8.605679	8.419762	7.915211	6.825882	3.97196	4.749263	5.468489	7.355508	5.98994	8.532834	2.026281	0.917519	8.841187	5.20995	10.941414	5.352633	4.090757	6.065285	4.514234	7.946173	6.050076	7.737489	4.284787	19.783282	11.786058
AT1G70520	CRK2	22.488411	17.645334	17.89671	18.234681	21.262232	15.342863	6.204641	4.405633	6.187117	3.585773	7.095885	7.948983	13.15881	9.895745	9.842441	20.809836	19.001028	8.293064	5.911548	9.603713	4.504519	5.090095	6.382003	6.230296	6.337432	6.487365	21.439103	13.946946	13.444707	26.570539	26.340564	24.833541	3.082113	2.111997	5.527359	9.621977	6.373465	6.535007	21.316441	18.713055	27.261437	26.766136	9.206042	13.096819	7.471945	6.87196	4.697771	9.619851
AT1G70530	CRK3	80.129504	79.434443	71.282093	73.949158	77.004053	53.867946	24.056841	22.172536	27.867372	19.261611	18.129351	33.340083	15.480653	6.399292	8.571044	27.087552	22.647607	9.635301	10.169327	13.388708	8.384782	8.598559	7.276151	10.881694	9.747308	10.958586	67.761148	58.88298	46.986726	91.583985	82.463579	69.589321	21.689384	14.285718	22.685572	29.811373	18.896447	23.93592	26.355049	28.255612	40.41483	38.041547	5.861352	9.650603	5.561046	11.740407	16.247295	16.995696
AT1G70540	EDA24	0.102088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159362	0	0	0	0	0.98887	0	0	0	0	0	0	0	0	0	0	0	0
AT1G70550	AT1G70550	3.588549	2.440424	1.405035	3.922961	4.93344	3.512363	0.935182	1.141138	1.116213	1.950959	2.295088	2.579838	3.806388	1.332683	1.90113	7.726542	4.965027	2.896299	1.685258	1.302703	4.299905	3.284285	2.340345	2.04478	1.211102	1.80242	0.940088	0.42758	1.825443	3.872149	5.899992	3.43318	1.48626	0.954635	0.923312	4.472646	4.343382	3.951392	6.397868	1.558531	2.551119	4.867834	3.135311	3.74003	1.872307	0	0	4.240443
AT1G70560	TAA1	11.762855	10.980198	7.773857	10.944472	9.162094	6.133097	16.815106	12.377207	7.985473	19.4593	17.838399	14.331009	20.273986	16.52923	18.095706	20.38204	16.880869	12.668595	21.446234	21.918545	12.991136	35.707803	19.394413	17.381386	14.389462	16.339779	2.841725	9.794153	4.31145	11.891279	11.11855	7.038452	12.505954	13.057288	12.991636	15.009609	22.684006	21.702184	18.023299	8.153022	10.429809	18.704448	10.892823	23.012555	12.047934	13.386736	21.06832	17.003914
AT1G70570	AT1G70570	8.169861	10.799957	9.89105	10.549437	15.215113	10.719993	13.653629	14.825901	9.740237	14.315598	14.170695	12.719241	26.127319	29.727	26.594862	21.695599	23.598686	31.142184	25.338265	36.072778	25.360239	21.500014	25.529936	28.464011	27.486255	30.234932	7.917754	7.937339	8.77063	14.486725	20.238453	13.934398	11.655061	8.966924	6.524619	22.163388	21.157037	20.971946	22.832696	20.233105	18.627786	27.000782	25.18078	32.664658	21.100535	26.076611	16.674027	29.603449
AT1G70580	AOAT2	6.736209	5.327654	6.100239	3.140323	2.378939	3.404393	6.102209	5.776888	6.742224	4.329672	4.457668	4.430211	25.158853	14.121307	14.282454	23.695111	21.086604	14.590934	11.980263	12.882034	18.9095	32.52015	18.637104	14.708583	19.15158	19.276259	4.741578	2.902646	5.821864	3.833904	3.59969	3.080035	7.157336	3.553704	4.450053	10.583963	5.979204	6.13287	21.944178	25.225641	22.08605	21.196058	16.047601	15.242979	27.242331	22.485832	27.537604	13.404401
AT1G70581	AT1G70581	3.70784	4.183469	1.379161	3.718857	3.385959	2.891529	0	0.731802	0.641839	0.168785	0.983389	1.116648	4.950451	3.891783	2.399424	0.905989	2.98912	0	0	0.859155	2.555844	0	0.710944	1.747028	0.651278	5.425404	6.072529	0.134995	3.640215	3.475446	5.621544	2.441206	0	0	0	3.618869	1.331018	0.613789	5.331936	4.418077	5.880546	10.111536	0.571969	1.210911	0.909457	0	0	0
AT1G70590	AT1G70590	24.776042	24.191149	29.030205	36.627062	32.983889	36.081091	14.9364	17.111332	29.514352	28.764465	30.598701	35.155132	9.818019	16.92591	20.015515	17.668412	30.112802	24.176066	20.975965	17.22698	13.556444	11.999812	13.886948	19.159386	18.558214	19.882864	23.524931	35.321224	29.290141	27.424192	29.476351	35.747431	28.841616	19.240999	21.30319	28.571274	32.112459	24.595095	30.477695	44.042315	45.839345	38.783361	17.213374	17.783624	18.590447	23.106591	21.50421	25.650223
AT1G70600	AT1G70600	678.986404	645.762885	615.104883	648.801673	630.306055	623.230651	1039.324055	1044.056154	905.261667	1011.840626	1022.727079	853.190177	586.203645	588.145124	546.951149	368.193443	434.941784	519.510769	516.674548	632.133518	606.143479	976.446415	552.616938	451.002289	485.794829	563.016432	701.169837	600.999184	550.173302	607.317206	543.400399	485.108513	772.56688	997.18424	997.211168	813.667425	905.498148	892.523863	387.479674	372.230223	363.747154	514.430308	543.301943	518.271995	585.722934	417.175783	393.946323	418.050313
AT1G70610	ABCB26	4.614165	4.125148	4.339358	4.504349	4.431286	4.632931	1.250946	2.114096	2.70393	2.516074	2.698944	3.721921	9.47165	10.670026	7.865363	19.784676	17.941485	13.37604	12.873399	8.367288	4.633431	3.159389	8.919186	6.449852	8.775378	8.907556	3.260723	2.216469	4.374711	8.751926	9.551614	12.485042	2.33935	1.480745	0.978131	13.61858	4.207398	6.836454	15.852638	19.048171	15.092334	15.070006	12.425394	13.732569	12.123147	16.830233	14.62965	12.929624
AT1G70620	AT1G70620	22.912638	25.391076	19.519282	45.468983	85.6248	45.700618	21.804044	13.83288	18.989798	68.855639	59.73114	101.27033	25.980202	27.428143	24.850302	38.463244	30.682404	30.045723	14.587976	36.418996	23.83583	28.314332	32.040404	28.374667	35.700105	26.91189	38.005503	42.477951	33.764738	96.646229	143.619889	128.245581	37.690978	28.457233	35.040344	163.096946	122.608626	140.264155	25.597348	22.166364	23.112714	27.337408	40.496143	30.616609	25.900386	28.493835	18.615699	32.916558
AT1G70630	AT1G70630	1.760957	2.319759	1.443927	3.039603	3.219398	1.25356	0.970404	2.390021	1.629851	1.091166	1.816077	2.2525	2.262491	1.519429	0.694753	3.052568	2.161791	2.290062	0	3.267121	2.034441	1.148171	2.251101	1.336298	2.298275	2.081546	2.8109	0.628066	1.260232	4.936077	5.954996	3.895089	0	1.696949	1.284452	2.442232	1.820435	4.499669	1.575867	1.293128	1.576097	1.582982	2.368759	2.615868	3.062375	2.991393	0	2.155641
AT1G70640	AT1G70640	0.268572	0.086967	0.6365	0.387009	0.535803	0.896695	0	0.562046	0.046699	0.414683	0.114788	0.630155	0	0	0.039138	0	0.325596	0	0	0.041621	0	3.091677	0.039762	0	0.075155	0	0	1.038833	0.747506	0.470717	0.413226	0.742342	0	0.250046	0	0	0	0.053964	0.288007	1.927592	3.26215	1.135496	0	0	0	0	0	0
AT1G70645	ath-MIR777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G70650	AT1G70650	0.736715	1.392514	1.345181	0.627672	1.566252	0.614126	2.80047	1.088542	2.751605	1.61506	1.307287	2.572868	3.951934	4.382621	1.179865	0.852122	1.546869	0.103091	0	1.645435	1.308445	0.123557	1.83239	1.011052	1.62834	0.930564	0.491663	2.46458	1.292316	1.883352	2.417878	2.6985	1.423815	3.028622	0.291788	1.51187	1.992626	2.775218	0.959773	1.121199	0.993061	1.497677	2.599924	1.21077	0.628658	3.099873	0	2.453162
AT1G70660	MMZ2	88.597374	90.481963	89.607759	38.142805	49.174572	45.928887	123.535031	147.803665	152.027323	75.831108	63.806407	69.626822	244.353497	221.820572	245.946713	107.591844	100.703821	185.846664	192.925334	163.534402	239.591063	125.303323	170.955422	186.000538	197.531309	184.467135	83.143161	75.158036	67.022374	51.65656	60.103537	46.623522	120.329286	93.735635	114.438846	73.295843	92.105484	83.126338	108.939721	110.857826	95.564318	110.282914	222.616515	219.706105	258.900327	318.554112	294.623849	192.758398
AT1G70670	CLO4	19.387873	17.931625	17.080237	6.570591	10.705897	13.550398	26.477425	21.965803	33.471362	6.543984	11.216876	20.822703	13.944976	15.496759	20.824738	22.956934	22.513869	30.715456	31.765459	24.415839	45.922649	34.217193	34.645308	59.675619	69.600983	68.891864	16.145949	13.769393	10.471765	12.126736	13.312044	12.584902	17.787219	17.756076	19.989013	16.784879	10.690117	11.823719	25.542199	25.647975	19.241889	29.879078	24.899286	11.469009	21.318716	37.882228	25.688969	33.592169
AT1G70680	AT1G70680	0.354	0	0.376027	0.114473	0.140617	0.501672	0.820248	0	0	0	0	0	0	0	0	0.403601	0.23757	0	0	0	0	2.740578	0.256806	1.974606	0.714509	0.293698	0	0	0	0	0.716287	0.901804	0	0	0	0.574792	0	0.292458	0.760475	0.239816	0.171856	0.898324	0	0	0	0	0	0
AT1G70690	HWI1	13.089298	14.854176	14.2589	9.160258	13.122618	13.552362	2.981156	5.60513	7.085723	2.700243	6.564826	4.866676	5.704148	14.401559	5.178143	5.76693	6.254377	3.099353	0	7.166345	8.996457	3.069371	4.121879	5.028217	5.417085	2.168406	9.286816	10.511614	7.488462	5.566044	7.095188	7.782787	10.868966	4.257003	4.624884	5.846259	4.144592	2.459217	12.019152	11.734378	9.548559	13.754359	10.064281	5.762786	5.856282	10.453151	8.236393	6.648496
AT1G70700	TIFY7	70.27589	76.447973	69.897675	64.479369	67.470611	62.209015	17.290019	26.441013	37.700546	13.206636	23.013046	38.786989	45.669822	37.290556	45.277749	48.435675	58.851153	42.276218	51.78128	39.846172	23.793834	19.687097	28.491966	44.523943	41.720316	41.805628	35.986832	38.568568	60.534735	69.459568	58.971853	99.795754	27.544321	9.488075	7.553606	51.994106	28.289986	23.534313	60.005203	218.83295	276.721484	148.651835	39.623852	38.364164	35.398869	94.123774	89.551391	78.493901
AT1G70710	GH9B1	9.636814	8.40215	7.777343	22.474011	21.532372	25.439501	5.367949	6.237816	6.158789	20.083735	21.002768	21.074052	14.272437	12.146206	5.242958	36.430939	27.026413	5.572813	2.613006	7.93673	14.257434	13.625269	7.786723	3.311714	7.039578	7.141016	6.431134	5.723469	9.839969	18.768085	14.861319	29.178399	3.06228	9.311273	6.096576	21.550493	22.296169	21.300197	18.769907	13.624106	17.542969	28.294501	7.986097	5.693596	7.034807	3.797499	0	7.416608
AT1G70720	AT1G70720	0	0.106332	0	0	0	0	0	0.452965	0	0.43695	0.377001	0	0	0.313481	0	0	0.094266	0	0	0	0	0	0	1.314967	0.186824	0.172863	0	0	0.587822	0.377117	0	0	0	0.597348	0	0	0	0.397432	0.262946	0.178458	0.817967	0.800353	0	0	0.8955	0	0	0
AT1G70730	PGM2	14.819669	18.152089	16.699095	14.806403	14.766885	17.886707	22.424181	24.648864	21.08207	19.673215	19.537797	23.473947	51.815584	40.118156	44.697086	46.335926	56.130081	43.653851	46.295766	42.395656	41.610175	54.01364	33.977449	40.106655	45.988112	46.825952	12.997138	8.617541	12.635914	16.338281	11.93224	17.659038	15.215523	22.800598	21.583708	23.225477	17.335556	20.495397	55.792745	69.256828	46.267366	56.898599	42.654349	44.825258	43.009259	36.381814	34.987806	31.772079
AT1G70740	AT1G70740	19.90286	21.601011	28.515382	18.524891	23.496356	28.092278	3.125497	4.897584	10.040628	7.277706	6.773951	13.567416	11.398181	6.598522	2.283301	13.203394	32.731071	6.93765	19.311788	7.493882	3.181031	3.234707	4.833008	7.718064	5.946682	5.901743	20.528339	11.231667	21.162087	26.074104	29.438427	32.418024	7.525465	2.337503	6.675358	19.33289	8.66155	10.745929	33.64549	55.839253	44.859308	53.745177	4.152601	8.230522	3.74418	1.344297	6.333355	6.720247
AT1G70750	AT1G70750	15.797456	19.520316	24.55106	17.141131	23.767219	27.460702	2.464909	2.586027	7.628708	6.536225	5.356044	16.568987	6.584827	3.977438	3.877895	9.624636	10.306748	6.5475	9.766864	7.057892	3.753314	4.01488	4.030548	4.535288	2.639475	2.319906	13.833648	15.283821	13.907674	21.730175	33.848564	41.16009	8.158672	3.242463	1.629006	24.20058	9.226084	7.614802	11.320254	18.771832	23.645593	14.858498	5.767191	6.219426	3.865895	7.059298	2.651156	4.79807
AT1G70760	NdhL	5.244206	4.465929	9.51372	4.369043	3.503296	6.124106	19.497438	17.262316	14.83429	12.37427	8.834993	9.867092	251.048732	279.910493	320.848436	192.626168	197.57352	165.03771	157.765591	94.636033	223.801676	202.640358	217.330913	139.528244	143.883833	149.832696	0.23486	8.043197	7.129212	3.931678	2.129824	8.547846	11.152528	15.475342	18.617665	4.915636	6.882236	14.360645	168.075639	206.841647	152.736964	119.184191	223.999624	275.292146	317.340928	310.462185	216.924793	224.803644
AT1G70770	AT1G70770	86.152662	91.037556	77.062344	62.719926	63.747809	62.818615	65.467979	69.73289	88.322424	49.648135	57.189986	60.134578	71.392281	61.470776	61.442983	65.6713	69.267281	73.981627	80.223308	86.052254	49.48982	50.511272	50.560621	64.418212	63.015176	67.751353	52.224272	74.506849	50.746764	66.633758	69.85548	57.044883	48.402452	41.76447	44.275878	73.787105	69.668096	69.589084	85.119742	76.08764	99.328136	123.197531	62.698007	46.488054	54.412642	61.926031	56.477578	60.110376
AT1G70780	AT1G70780	630.30701	683.846253	923.931061	915.827607	863.639769	1216.209751	658.926012	543.366796	923.338961	888.541406	832.43097	1333.65362	338.34374	374.487351	290.947091	196.590744	234.324426	243.682138	279.696162	223.106951	201.68155	288.309445	217.636722	283.634216	237.630033	281.95957	530.17837	615.257231	723.365568	803.970184	839.952343	1099.074349	634.886894	399.904421	440.094792	1231.731129	834.324316	905.55996	251.378886	321.055922	348.517924	306.340426	280.797131	282.818354	294.234622	303.407036	325.865501	255.744661
AT1G70790	AT1G70790	10.751097	14.682268	17.427415	12.313169	16.935925	11.083063	13.258021	8.599854	24.165797	10.300665	10.087658	24.455036	17.697445	15.453513	7.905341	6.07892	9.24983	14.024348	24.331459	14.773123	18.006254	4.610302	11.564068	15.772305	9.264655	11.038314	4.48934	8.282336	17.984998	16.911008	21.199276	22.140442	17.177935	9.31851	15.158517	44.588904	19.994551	24.601563	9.339599	43.196983	43.684315	21.293984	15.483773	12.720369	10.72315	15.300388	0.420654	6.31979
AT1G70800	EHB1	22.512594	21.206652	24.032256	10.50128	11.199281	13.115832	32.459348	18.235388	35.505316	10.128365	7.922834	14.8536	0	3.743359	1.891829	1.87656	6.553144	0.208835	0	0.649203	2.300238	0	1.522046	0	2.519142	1.015042	11.892453	12.307252	13.858464	11.761565	16.407897	16.961758	18.814187	11.802356	11.404718	18.473806	8.30457	13.183902	6.18867	23.445521	19.959682	20.011495	0	0.716302	2.247932	0	0	0.999428
AT1G70810	AT1G70810	117.302153	123.034942	172.345437	66.65673	64.967278	90.998133	84.432563	126.090076	196.016142	25.758454	38.791533	42.33456	20.315689	14.545849	37.548276	13.478737	16.39971	19.013006	27.990883	16.759956	20.645287	16.711628	16.38379	24.950061	21.715898	28.415578	89.802223	98.491372	133.725261	59.194539	62.076465	83.48781	122.00027	48.278765	66.836509	30.576549	16.852003	30.665255	19.305985	32.285042	19.512815	18.254241	11.875866	18.688461	15.399262	38.301483	41.52886	25.568543
AT1G70820	AT1G70820	2.53544	3.845599	2.333522	2.653911	2.72179	0.937733	3.459554	4.173385	2.856129	3.575893	4.229515	2.479727	28.558102	31.144555	25.384478	28.338454	26.486283	29.537392	28.514111	22.713044	52.16763	32.820717	57.638467	33.979084	47.109996	41.781027	3.020323	1.866804	1.918868	3.863532	2.820683	1.927548	0.624098	2.667436	5.020161	2.36513	5.564927	5.958318	25.777465	45.952829	32.227513	23.328976	40.031958	32.580582	31.025762	20.015935	33.83277	27.839723
AT1G70830	MLP28	106.601721	106.598743	89.941769	91.658388	82.608952	87.419799	123.835516	100.62069	153.167258	108.383267	95.356218	123.004179	246.558664	237.354002	240.101331	373.209687	286.982631	217.461905	180.283363	185.094187	90.350923	57.456049	74.683238	62.084317	43.890705	89.631927	84.63654	97.860099	125.464352	77.279314	70.945646	109.665112	152.119512	92.985687	116.568513	157.675885	114.122474	123.608738	301.733414	124.683525	162.070929	210.000712	78.791278	174.335359	117.939447	88.087385	54.899373	95.602118
AT1G70840	MLP31	0.351453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106498	0	0	0.452689	0	0	0	0	0	0	0	0	0	0	0	0.183485	0	0	0	0.493846	0.190164	0	0.870832	0	0	0	0	0	0	0	0	7.777108	0
AT1G70850	MLP34	143.356321	126.801529	204.816034	132.888698	107.127745	173.990235	175.139618	134.393131	370.868076	168.592195	136.817746	243.565273	558.632872	637.65426	566.056498	198.668967	405.068035	213.060142	454.945842	273.873475	305.308919	125.76425	190.004512	53.767053	31.923828	58.180398	112.704213	156.438527	197.363788	84.78681	107.93418	112.707985	338.510963	145.152072	163.06051	184.78855	157.053694	153.136735	842.322705	900.33067	1008.917477	916.397578	321.363052	341.146185	315.247488	229.582242	154.681897	138.137625
AT1G70860	AT1G70860	0.611096	0.257975	0.624054	0.25318	0.312835	0.647667	0	0.220582	0.4545	0.940623	0.608315	0.336952	1.006582	1.42565	2.047021	0.608619	0.074683	1.136538	0	0.589294	2.104084	0	0.889552	0.981458	0.075143	0.347429	0	0.671381	1.153991	0.102222	1.222275	0.366349	0.931826	1.095037	0	0.840919	1.321613	0.213995	0.758585	0.257421	0	0.211932	0.70695	0.910483	0	1.599134	7.769377	7.731253
AT1G70870	AT1G70870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G70880	AT1G70880	0.167413	0.988354	0.465227	0	1.300174	0.088685	0.811208	0.70471	0.610266	0.675491	0.1456	0	0	2.245951	0	0.217683	1.567868	1.630082	0	0.643813	3.409341	3.388247	1.777178	1.372448	1.797588	1.462614	0	0.920184	0.55379	0	0.130109	0	0	0.233389	0.088838	2.952446	0.379548	0	2.253589	4.178869	1.237519	0.74189	0	0.943372	3.708997	3.145155	0	1.274115
AT1G70890	MLP43	82.975277	85.535899	81.199373	63.950647	53.395438	62.797462	137.642652	111.567809	142.989606	56.903469	45.117827	50.652316	93.398024	117.53936	106.308136	156.528999	191.152319	105.046995	118.502458	75.519162	67.426339	30.065408	54.182773	27.945121	30.988171	34.190016	85.213632	87.049317	108.291061	54.231324	58.243443	53.457868	153.686431	123.284114	111.71974	59.90604	58.707656	47.565472	209.915621	137.401041	115.510029	143.73359	63.808158	97.563971	56.015624	48.335984	74.277588	53.125902
AT1G70895	CLE17	5.579548	4.382304	2.352399	7.141912	6.8161	4.898439	2.219065	2.862586	2.018924	4.153442	4.643589	3.906789	1.213067	4.110085	3.085614	4.4466	5.202309	1.733319	3.045076	1.672596	1.964643	8.275493	1.636391	0.914007	0.817043	2.282362	6.291447	3.258407	1.527468	11.283871	11.795134	5.614316	4.692581	3.419658	2.8992	5.736709	6.232072	5.618259	5.543947	2.69909	2.787465	4.075075	4.396402	4.6372	0.973552	4.401688	5.014843	2.155659
AT1G70900	AT1G70900	4.690655	8.826456	12.334535	8.173631	10.563394	12.331262	9.886858	7.871636	10.896965	11.516122	14.689086	13.435633	6.938282	9.083	6.058494	59.980687	52.016168	15.001334	19.964142	8.549855	7.668482	2.118999	8.731445	6.871204	6.185732	7.32847	13.098242	9.558036	8.251746	10.518782	11.296277	9.762043	15.876256	6.396242	6.52247	8.947396	8.584892	9.337346	70.123094	26.328757	51.765832	66.207301	6.56487	4.463007	4.366966	9.874657	0	5.919904
AT1G70910	DEP	0.942833	0	1.1303	0	0.186603	1.507327	2.48732	1.467065	1.302896	2.168317	0.842682	0	0	3.303139	0	0.148071	1.876665	0.768157	0.618145	0	0.298276	2.452856	0.771245	0	1.490867	0	1.747523	0	0	0.183885	0.247798	0	0.150617	0.218027	0	2.06259	0	0.196748	0	0.492502	0.31311	0.543272	0	0	0.167153	0	37.512852	1.734444
AT1G70920	HB18	22.893374	19.642561	13.429763	14.797853	16.195822	13.383493	4.08814	1.772034	1.380114	2.043926	0.251666	3.361311	0	2.824718	0	0.557939	0.792675	2.806438	0.136722	0.623058	0.736796	0	0.265491	1.121414	0.992645	0.573433	15.370026	6.803161	10.208005	14.887084	17.096088	16.24376	1.980909	3.143344	3.324435	4.263059	3.256913	1.417634	1.035044	1.320262	0.860542	0.866835	0	0.437644	0	0	0	0
AT1G70940	PIN3	22.584351	24.899849	16.937714	23.5059	24.371909	19.243618	24.526235	18.326395	17.526541	24.460619	24.053538	18.359663	58.151371	53.904112	51.111634	103.172479	90.12882	52.258994	53.857485	64.409675	23.899325	29.873427	39.119087	27.449945	28.997222	26.646176	19.91065	24.808235	16.029097	17.711656	25.306492	17.163287	16.860137	20.708017	23.506536	18.954449	25.471049	26.30284	94.38294	23.801917	25.416856	52.779391	49.730326	55.894803	44.733832	36.595785	35.55925	47.310328
AT1G70944	AT1G70944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
