GeneId	Cluster
AT1G19570	ufm1_only_Up
AT1G19870	ufm1_only_Up
AT1G20440	ufm1_only_Up
AT1G20620	ufm1_only_Up
AT1G21640	ufm1_only_Up
AT1G22530	ufm1_only_Up
AT1G23190	ufm1_only_Up
AT1G23900	ufm1_only_Up
AT1G24180	ufm1_only_Up
AT1G25490	ufm1_only_Up
AT1G29880	ufm1_only_Up
AT1G30470	ufm1_only_Up
AT1G30690	ufm1_only_Up
AT1G34220	ufm1_only_Up
AT1G43670	ufm1_only_Up
AT1G48030	ufm1_only_Up
AT1G49140	ufm1_only_Up
AT1G50200	ufm1_only_Up
AT1G50380	ufm1_only_Up
AT1G50700	ufm1_only_Up
AT1G51690	ufm1_only_Up
AT1G54270	ufm1_only_Up
AT1G58370	ufm1_only_Up
AT1G60070	ufm1_only_Up
AT1G62380	ufm1_only_Up
AT1G62850	ufm1_only_Up
AT1G63770	ufm1_only_Up
AT1G65220	ufm1_only_Up
AT1G66150	ufm1_only_Up
AT1G66270	ufm1_only_Up
AT1G66280	ufm1_only_Up
AT1G66680	ufm1_only_Up
AT1G66940	ufm1_only_Up
AT1G67930	ufm1_only_Up
AT1G70730	ufm1_only_Up
AT1G70830	ufm1_only_Up
AT1G78380	ufm1_only_Up
AT1G78900	ufm1_only_Up
AT1G79440	ufm1_only_Up
AT1G79870	ufm1_only_Up
AT1G80350	ufm1_only_Up
AT1G80460	ufm1_only_Up
AT1G80600	ufm1_only_Up
AT2G01470	ufm1_only_Up
AT2G03510	ufm1_only_Up
AT2G04650	ufm1_only_Up
AT2G07050	ufm1_only_Up
AT2G07698	ufm1_only_Up
AT2G14720	ufm1_only_Up
AT2G17420	ufm1_only_Up
AT2G17560	ufm1_only_Up
AT2G19080	ufm1_only_Up
AT2G19940	ufm1_only_Up
AT2G24820	ufm1_only_Up
AT2G28390	ufm1_only_Up
AT2G29750	ufm1_only_Up
AT2G30970	ufm1_only_Up
AT2G31060	ufm1_only_Up
AT2G32900	ufm1_only_Up
AT2G33040	ufm1_only_Up
AT2G33100	ufm1_only_Up
AT2G33210	ufm1_only_Up
AT2G35610	ufm1_only_Up
AT2G35840	ufm1_only_Up
AT2G36530	ufm1_only_Up
AT2G36620	ufm1_only_Up
AT2G37970	ufm1_only_Up
AT2G39080	ufm1_only_Up
AT2G39270	ufm1_only_Up
AT2G39330	ufm1_only_Up
AT2G40100	ufm1_only_Up
AT2G41600	ufm1_only_Up
AT2G41680	ufm1_only_Up
AT2G42600	ufm1_only_Up
AT2G42690	ufm1_only_Up
AT2G44100	ufm1_only_Up
AT2G44350	ufm1_only_Up
AT2G45070	ufm1_only_Up
AT2G46030	ufm1_only_Up
AT2G47510	ufm1_only_Up
AT2G47940	ufm1_only_Up
AT3G01500	ufm1_only_Up
AT3G01740	ufm1_only_Up
AT3G01930	ufm1_only_Up
AT3G02420	ufm1_only_Up
AT3G03110	ufm1_only_Up
AT3G03470	ufm1_only_Up
AT3G03520	ufm1_only_Up
AT3G05230	ufm1_only_Up
AT3G06580	ufm1_only_Up
AT3G07180	ufm1_only_Up
AT3G07570	ufm1_only_Up
AT3G08910	ufm1_only_Up
AT3G09810	ufm1_only_Up
AT3G10920	ufm1_only_Up
AT3G13410	ufm1_only_Up
AT3G14930	ufm1_only_Up
AT3G15640	ufm1_only_Up
AT3G16460	ufm1_only_Up
AT3G16780	ufm1_only_Up
AT3G16910	ufm1_only_Up
AT3G20370	ufm1_only_Up
AT3G20810	ufm1_only_Up
AT3G23400	ufm1_only_Up
AT3G27740	ufm1_only_Up
AT3G28300	ufm1_only_Up
AT3G45780	ufm1_only_Up
AT3G46290	ufm1_only_Up
AT3G48000	ufm1_only_Up
AT3G48730	ufm1_only_Up
AT3G48870	ufm1_only_Up
AT3G48990	ufm1_only_Up
AT3G49140	ufm1_only_Up
AT3G49190	ufm1_only_Up
AT3G50520	ufm1_only_Up
AT3G51310	ufm1_only_Up
AT3G51580	ufm1_only_Up
AT3G52560	ufm1_only_Up
AT3G52580	ufm1_only_Up
AT3G54870	ufm1_only_Up
AT3G56100	ufm1_only_Up
AT3G57610	ufm1_only_Up
AT3G58140	ufm1_only_Up
AT3G58560	ufm1_only_Up
AT3G60330	ufm1_only_Up
AT3G60860	ufm1_only_Up
AT3G61200	ufm1_only_Up
AT3G61270	ufm1_only_Up
AT3G63460	ufm1_only_Up
AT4G00620	ufm1_only_Up
AT4G00730	ufm1_only_Up
AT4G01070	ufm1_only_Up
AT4G02030	ufm1_only_Up
AT4G02930	ufm1_only_Up
AT4G04040	ufm1_only_Up
AT4G05400	ufm1_only_Up
AT4G05450	ufm1_only_Up
AT4G08620	ufm1_only_Up
AT4G09650	ufm1_only_Up
AT4G10120	ufm1_only_Up
AT4G11820	ufm1_only_Up
AT4G14070	ufm1_only_Up
AT4G14160	ufm1_only_Up
AT4G17270	ufm1_only_Up
AT4G17510	ufm1_only_Up
AT4G18240	ufm1_only_Up
AT4G20890	ufm1_only_Up
AT4G21160	ufm1_only_Up
AT4G23650	ufm1_only_Up
AT4G24620	ufm1_only_Up
AT4G24830	ufm1_only_Up
AT4G25220	ufm1_only_Up
AT4G25280	ufm1_only_Up
AT4G26510	ufm1_only_Up
AT4G27370	ufm1_only_Up
AT4G27700	ufm1_only_Up
AT4G27760	ufm1_only_Up
AT4G27860	ufm1_only_Up
AT4G29040	ufm1_only_Up
AT4G29130	ufm1_only_Up
AT4G29510	ufm1_only_Up
AT4G31580	ufm1_only_Up
AT4G32180	ufm1_only_Up
AT4G32640	ufm1_only_Up
AT4G33510	ufm1_only_Up
AT4G33530	ufm1_only_Up
AT4G33580	ufm1_only_Up
AT4G33760	ufm1_only_Up
AT4G34050	ufm1_only_Up
AT4G34740	ufm1_only_Up
AT4G34890	ufm1_only_Up
AT4G35260	ufm1_only_Up
AT4G35830	ufm1_only_Up
AT4G38510	ufm1_only_Up
AT5G02270	ufm1_only_Up
AT5G03290	ufm1_only_Up
AT5G07300	ufm1_only_Up
AT5G09900	ufm1_only_Up
AT5G11040	ufm1_only_Up
AT5G11520	ufm1_only_Up
AT5G11880	ufm1_only_Up
AT5G12410	ufm1_only_Up
AT5G12470	ufm1_only_Up
AT5G13480	ufm1_only_Up
AT5G13530	ufm1_only_Up
AT5G14220	ufm1_only_Up
AT5G14780	ufm1_only_Up
AT5G15910	ufm1_only_Up
AT5G16280	ufm1_only_Up
AT5G17050	ufm1_only_Up
AT5G17310	ufm1_only_Up
AT5G17440	ufm1_only_Up
AT5G17530	ufm1_only_Up
AT5G17770	ufm1_only_Up
AT5G18520	ufm1_only_Up
AT5G19220	ufm1_only_Up
AT5G19990	ufm1_only_Up
AT5G20010	ufm1_only_Up
AT5G20840	ufm1_only_Up
AT5G20980	ufm1_only_Up
AT5G23300	ufm1_only_Up
AT5G23860	ufm1_only_Up
AT5G23980	ufm1_only_Up
AT5G24020	ufm1_only_Up
AT5G38530	ufm1_only_Up
AT5G39570	ufm1_only_Up
AT5G39590	ufm1_only_Up
AT5G43330	ufm1_only_Up
AT5G43780	ufm1_only_Up
AT5G44090	ufm1_only_Up
AT5G44150	ufm1_only_Up
AT5G46570	ufm1_only_Up
AT5G47950	ufm1_only_Up
AT5G48300	ufm1_only_Up
AT5G48600	ufm1_only_Up
AT5G51220	ufm1_only_Up
AT5G52840	ufm1_only_Up
AT5G53540	ufm1_only_Up
AT5G54810	ufm1_only_Up
AT5G55610	ufm1_only_Up
AT5G55910	ufm1_only_Up
AT5G56500	ufm1_only_Up
AT5G57110	ufm1_only_Up
AT5G57490	ufm1_only_Up
AT5G58140	ufm1_only_Up
AT5G62790	ufm1_only_Up
AT5G63570	ufm1_only_Up
AT5G64290	ufm1_only_Up
AT5G66120	ufm1_only_Up
AT5G66420	ufm1_only_Up
AT5G66760	ufm1_only_Up
AT5G67220	ufm1_only_Up
