gene_id	gene_name	AAVS1_CYTO_DMSO_ANS_rep1	AAVS1_CYTO_DMSO_CTRL_rep1	AAVS1_CYTO_DOX_ANS_rep1	AAVS1_CYTO_DOX_CTRL_rep1	AAVS1_NUCL_DMSO_ANS_rep1	AAVS1_NUCL_DMSO_CTRL_rep1	AAVS1_NUCL_DOX_ANS_rep1	AAVS1_NUCL_DOX_CTRL_rep1	UFM1_CYTO_DMSO_ANS_rep1	UFM1_CYTO_DMSO_CTRL_rep1	UFM1_CYTO_DOX_ANS_rep1	UFM1_CYTO_DOX_CTRL_rep1	UFM1_NUCL_DMSO_ANS_rep1	UFM1_NUCL_DMSO_CTRL_rep1	UFM1_NUCL_DOX_ANS_rep1	UFM1_NUCL_DOX_CTRL_rep1	UFM2_CYTO_DMSO_ANS_rep2	UFM2_CYTO_DMSO_CTRL_rep2	UFM2_CYTO_DOX_ANS_rep2	UFM2_CYTO_DOX_CTRL_rep2	UFM2_NUCL_DMSO_ANS_rep2	UFM2_NUCL_DMSO_CTRL_rep2	UFM2_NUCL_DOX_ANS_rep2	UFM2_NUCL_DOX_CTRL_rep2	UFM3_CYTO_DMSO_ANS_rep3	UFM3_CYTO_DMSO_CTRL_rep3	UFM3_CYTO_DOX_ANS_rep3	UFM3_CYTO_DOX_CTRL_rep3	UFM3_NUCL_DMSO_ANS_rep3	UFM3_NUCL_DMSO_CTRL_rep3	UFM3_NUCL_DOX_ANS_rep3	UFM3_NUCL_DOX_CTRL_rep3	SE_AAVS1_NUCL_DMSO_ANS_rep1	SE_AAVS1_NUCL_DMSO_CTRL_rep1	SE_AAVS1_NUCL_DMSO_CTRL_rep2	SE_AAVS1_NUCL_DMSO_CTRL_rep3	SE_AAVS1_NUCL_DOX_ANS_rep1	SE_AAVS1_NUCL_DOX_CTRL_rep1	SE_AAVS1_NUCL_DOX_CTRL_rep2	SE_AAVS1_NUCL_DOX_CTRL_rep3
ENSG00000071655.18	MBD3	42.313977	42.107868	42.140978	39.331461	89.183047	140.953054	87.669574	165.607935	36.961404	37.989485	38.765283	34.951964	79.638613	129.739965	75.418894	145.506679	35.046391	33.894596	39.376355	36.679681	101.21791	120.143486	112.734052	127.155392	34.207821	37.959534	38.505869	37.301574	78.35356	116.002452	74.618948	121.750924	96.757182	143.514918	205.651249	209.285238	97.71321	170.916173	214.332118	197.291783
ENSG00000071677.1	PRLH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000071794.16	HLTF	0	0	0	0	0	0	0	0.418365	0	0	0.21696	0	0	0	0	0	0.032851	0	0	0.007146	0	0.088062	0	0	0.026303	0	0	0	0	0	0	0	0	0	0.034803	0	0	0.358113	0.165285	0
ENSG00000071859.15	FAM50A	52.891394	49.894435	47.383675	41.831576	99.682629	272.840106	121.054462	259.238352	47.18506	50.150076	51.69508	47.758807	102.216934	237.181642	112.499834	288.663304	55.195812	47.09043	52.051499	52.031303	162.424364	249.352063	180.616001	225.673591	51.867518	53.642202	52.945106	48.958837	127.592493	259.783143	137.389466	280.744674	147.688822	468.792609	282.174993	284.694507	133.731238	425.381313	250.045528	249.474612
ENSG00000071889.17	FAM3A	16.883762	14.732291	18.100244	15.241081	36.261978	40.181356	35.137745	47.525569	14.010975	16.458741	15.991382	15.249241	40.628398	32.64551	40.892016	44.806687	13.715785	13.151116	17.04187	15.117418	41.417419	37.261028	49.562606	44.644034	15.26311	16.988016	16.203223	16.176743	39.460664	48.28118	42.549457	47.649641	42.974671	46.556651	68.320852	66.278094	41.530627	41.63669	70.547321	65.208993
ENSG00000071894.17	CPSF1	25.886797	23.058654	22.372598	21.734271	632.998352	964.927335	611.717501	827.9123	21.666439	19.960836	21.25731	22.055625	600.362946	821.392005	545.325725	766.279668	20.323007	19.943154	21.606204	22.645038	710.22955	840.878478	697.131951	832.965699	20.970022	20.672736	23.327485	20.593261	629.417358	767.326244	591.56696	739.895929	752.444847	1149.930863	1386.3894	1408.629006	751.455072	1011.87029	1332.016332	1288.961339
ENSG00000071909.19	MYO3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025214	0	0	0	0	0	0
ENSG00000071967.12	CYBRD1	0	0	0	0	0.220676	0	0	0	0	0	0	0	0	0	0.043523	0	0	0.01606	0.028197	0	1.486051	0	0	0	0	0	0	0	0	0.968233	0	0	0.195855	0	0	0.071581	0	0.274764	0	0
ENSG00000071991.9	CDH19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000071994.11	PDCD2	74.227411	73.146813	75.780444	82.652063	50.225979	53.114069	55.21455	53.851635	76.376021	79.726594	76.017831	84.996977	52.844466	62.705897	53.01669	65.764547	79.901929	79.040623	82.994442	86.714644	54.062977	62.036576	48.582802	53.265569	83.133308	75.929484	78.968901	90.331838	50.244842	59.164238	51.824638	61.348156	49.168038	53.141299	50.391791	52.857406	54.707005	52.578069	53.39595	57.393864
ENSG00000072041.18	SLC6A15	0	0	0.035337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115781	0	0	0	0	0	0	0	0
ENSG00000072042.13	RDH11	38.977061	40.807528	40.192258	36.826393	38.712807	66.737971	55.158838	48.982301	41.15001	38.720276	44.008897	43.58434	41.775544	72.797567	50.869677	71.403849	37.765734	38.452196	41.870464	38.288316	37.207353	60.938696	47.513497	66.404863	49.744346	42.978295	50.119237	44.525833	62.218691	84.700219	67.140293	78.251306	35.955052	66.75129	55.669848	51.86339	52.946376	46.552392	51.434532	51.057567
ENSG00000072062.16	PRKACA	30.911421	28.948105	28.449902	31.237351	17.93314	13.331785	10.194644	23.896633	23.552891	31.808414	31.767728	28.702838	12.021668	22.64523	10.136656	16.046139	27.453526	27.694224	28.912118	25.005044	9.621439	15.003409	10.606452	16.580387	27.536574	26.045854	24.798574	23.148665	12.043484	18.395218	12.4528	18.69595	18.491201	12.407396	31.26266	28.073269	9.864155	23.947581	28.494854	28.254185
ENSG00000072071.17	ADGRL1	9.77951	9.896653	15.592338	12.081553	86.267595	77.795265	61.836341	71.328391	8.723079	10.508113	11.630449	10.358676	86.081747	74.577904	78.951714	71.027793	9.158298	11.829129	10.302634	12.347218	72.481023	56.783412	74.362429	54.569273	9.289878	10.90534	9.117061	11.35874	83.648046	72.524397	82.810156	69.028525	81.988658	77.482338	107.159822	117.385295	65.950608	74.602569	114.727817	113.366904
ENSG00000072080.11	SPP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105497	0	0	0	0	0	0.182914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000072121.17	ZFYVE26	7.124666	8.687995	7.44673	6.57209	26.40376	47.809905	25.177766	45.948051	6.718481	7.660806	8.831199	7.041049	33.687385	43.930136	30.685358	37.694486	6.5262269999999996	5.278793	6.874501	6.310154	34.987061	33.09921	36.019179	40.603612	6.762334	4.752369	6.468604	5.2344290000000004	33.199829	42.144651	36.20008	38.62013	33.296708	44.945425	46.332186	37.932809	40.224895	45.227567	74.924532	45.051265
ENSG00000072133.12	RPS6KA6	0	0	0	0.013388	0	0	0	0	0	0	0.009456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012437	0	0.009913	0	0	0	0
ENSG00000072134.16	EPN2	19.198482	16.23108	17.687736	16.37712	49.162951	47.897792	49.015304	43.093067	20.269815	16.598244	17.475745	13.021123	44.710313	40.396474	48.926296	41.919567	16.557538	16.181507	15.048084	13.693019	59.275481	41.505556	66.54705	48.081827	19.294678	18.107753	16.226807	14.821271	61.837722	48.389613	56.678528	49.730608	49.462782	42.785376	61.33617	58.453215	43.556721	41.624233	64.408	65.776341
ENSG00000072135.13	PTPN18	13.688252	16.818953	13.980353	15.431505	115.591527	119.736074	113.602976	136.927979	13.338843	15.556875	13.363648	13.732246	95.546083	114.750457	106.073438	111.463321	12.485235	12.957912	12.169255	13.318024	108.95664	102.980943	114.435439	95.869424	15.272625	14.79462	11.096326	14.616933	99.671094	114.043072	96.489862	109.114342	138.637777	159.406844	205.038483	190.230339	137.512989	161.427263	172.76674	192.619331
ENSG00000072163.20	LIMS2	0.073698	0	0	0	0	0	0	0	0	0	0	0	0.445976	0	0	0	0	0	0	0.017833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013923	0.115442	0	0	0	0.083743
ENSG00000072182.14	ASIC4	0	0	0	0	0.176958	0	0	0	0	0	0	0	0	0.294928	0	0	0	0	0	0.033459	0.175614	0.345996	0.061078	0	0.0154	0	0	0	0.046514	0	0	0	0.15632	0	0	0.0344	0	0	0.034197	0.195302
ENSG00000072195.15	SPEG	0	0	0	0	0.04369	0.010999	0	0	0	0	0.019498	0	0	0.684941	0	0.041848	0	0	0	0.034591	0.378337	0.033039	0.025073	0.05553	0	0	0.012363	0	0.028442	0	0.049353	0	0	0	0.026206	0.048502	0	0	0	0
ENSG00000072201.14	LNX1	0.065917	0.010269	0.05137	0.052176	0.116977	0.065982	0.040562	0.395391	0.053417	0.050266	0.05329	0.081653	0	0.032591	0.285832	0	0.034153	0.045621	0.061744	0.010292	0.072162	0.335614	0.11271	0.090864	0.047359	0.039665	0.018521	0.009036	0.028515	0	0.29924	0.080136	0.1033	0.056165	0	0	0.035808	0.33846	0	0.063541
ENSG00000072210.19	ALDH3A2	24.876938	33.193977	27.3476	36.954649	76.052016	57.256573	91.131316	76.311801	26.800048	29.707744	24.311018	29.023909	80.03292	65.248057	103.393313	62.81663	27.54926	29.310401	32.793366	31.294948	46.665927	60.141403	82.722897	58.948937	25.608883	29.357787	26.649986	27.350734	83.15491	65.841457	63.903749	67.759068	77.418191	51.374329	75.419203	84.425935	106.179463	83.023785	91.759671	97.96026
ENSG00000072274.14	TFRC	85.266852	80.633896	69.488472	73.691699	387.465873	223.551471	398.067123	175.228423	76.395207	78.481055	89.452935	75.69117	358.719975	215.520248	351.377925	181.035375	79.41948	76.57336	82.737037	78.136011	290.40519	194.959488	292.665417	219.709263	58.74251	60.302269	66.330368000000007	58.739285	329.83512	192.932306	281.90453	192.473269	421.759904	203.099739	232.436178	243.012455	406.636962	162.22428	271.581454	235.002296
ENSG00000072310.18	SREBF1	12.278856	12.764914	14.744279	11.236009	151.094305	357.840123	206.900739	377.985473	12.719733	10.560106	12.213598	10.480615	191.888235	316.710202	179.100835	296.93399	11.254179	8.889114	11.140179	15.833688	253.774349	286.012613	203.528992	301.746526	15.594137	10.135614	14.921602	11.042648	218.914856	360.676378	200.692281	352.68405	180.123107	396.818506	408.556216	512.748955	245.019183	408.549414	401.600563	479.835708
ENSG00000072315.4	TRPC5	0	0	0	0	0.046074	0.048706	0	0	0	0	0	0	0	0	0.0241	0	0	0	0	0	0	0	0	0	0.002799	0	0	0	0	0	0	0	0.040615	0.041405	0.005335	0	0	0	0	0
ENSG00000072364.13	AFF4	17.201069	16.165547	14.764057	16.28582	54.049905	48.367199	58.967442	38.97525	17.144426	15.763809	17.53396	15.681853	57.131969	43.317288	61.280393	45.414483	16.766099	15.840682	15.783933	12.485436	50.882665	49.755389	51.706515	39.614386	15.45894	12.91735	16.356177	12.02666	51.763402	42.949001	54.770385	39.642753	48.312837	43.224959	60.274527	64.149103	57.146235	37.112546	72.425792	59.945352
ENSG00000072401.15	UBE2D1	18.471699	18.665357	13.718102	16.912116	51.850799	23.310103	46.87733	14.069239	21.718073	17.43542	16.709921	16.2662	51.104887	26.144265	43.353156	12.19463	17.951616	16.844424	20.019773	16.70297	40.015116	21.896358	39.251567	16.048814	19.589896	16.517965	19.076234	15.129035	58.55794	24.335662	52.096284	24.738254	60.338063	24.782529	21.738149	21.250373	49.907912	13.993254	20.314007	23.035341
ENSG00000072415.10	PALS1	20.021888	23.490986	18.780893	20.304324	24.902996	13.621432	18.57328	17.745226	23.038136	21.396593	23.06502	20.953275	27.511033	22.071256	26.478877	20.036126	20.152282	19.406514	21.351897	19.035902	24.073818	16.161582	28.416275	20.201472	22.577202	19.056287	21.255094	16.650498	24.376271	20.38314	20.886287	17.968117	22.751414	12.201307	33.839769	33.536816	17.221238	15.856422	42.37346	38.16194
ENSG00000072422.17	RHOBTB1	1.54623	1.781128	1.581405	1.715863	1.070541	3.084986	2.632688	2.713296	1.270212	1.22812	1.509861	1.798738	4.003119	2.94139	1.64625	6.303014	1.489382	1.325215	2.77734	1.674957	4.686598	3.666624	3.191456	5.082391	1.765066	1.598708	1.859317	1.799811	8.017303	6.017173	5.850361	4.696466	1.18129	2.793906	4.496138	5.908336	3.332601	5.741332	3.208576	5.710064
ENSG00000072501.19	SMC1A	81.956255	73.057792	77.907204	65.128745	142.250046	89.020456	153.239891	123.628139	71.70743	65.105938	67.768977	61.990483	135.635551	102.944998	116.544166	96.066602	60.016287	63.407995	62.139549	50.684895	112.272881	91.578048	139.749633	103.779352	61.195613	55.36912	56.694969	52.951373	117.561428	84.436502	111.374125	103.695347	148.580153	91.329762	86.07333	102.077663	158.706584	128.529913	106.318725	101.023462
ENSG00000072506.14	HSD17B10	136.359976	137.45252	141.537508	141.065084	37.851656	74.112844	46.299279	94.663186	126.456559	135.261336	131.04384	133.841045	40.887559	71.533539	48.13059	78.284133	132.718041	126.589312	134.417622	133.247867	38.038315	81.232864	34.88196	81.457867	145.693473	133.83731	125.471337	131.995328	38.155595	77.582971	39.790504	76.983435	35.105031	67.065366	56.077215	57.233404	39.90034	80.797844	47.539545	56.343767
ENSG00000072518.23	MARK2	28.952309	26.98194	27.517343	23.27701	39.855333	48.617413	45.683171	50.333811	26.71852	22.070153	23.310954	23.681549	34.138746	47.4093	31.026948	43.319247	26.00565	20.663487	25.639946	20.333941	32.630073	34.661778	36.605273	37.499407	24.614866	21.165485	25.985012	22.638763	26.431353	29.109658	31.431957	43.548464	42.233124	44.096303	74.045277	63.698599	46.390705	46.364329	69.687182	73.664907
ENSG00000072571.20	HMMR	1.129483	2.364846	2.906131	2.934927	8.003132	13.990283	11.311119	17.186844	1.684449	2.215476	1.971227	1.436096	10.63072	25.170711	13.202272	19.892787	2.046603	2.34064	1.716315	1.590556	14.278708	17.476673	16.373756	23.0598	2.293248	1.993423	2.538112	2.172903	14.101981	23.224396	11.159675	19.59642	7.718242	15.030437	21.054526	23.622818	12.187044	21.913067	29.100514	25.285849
ENSG00000072609.18	CHFR	0.742497	0.133245	0.099276	0.403142	5.084892	2.730526	1.64597	1.951238	0.380689	0.091849	0.533567	0.309198	2.994729	5.652846	5.620655	7.165516	0.052045	0.044399	0.338597	0	1.601016	0.377984	1.81021	1.854778	0.26128	0.413326	0.082891	0.071331	3.372807	4.855352	5.905519	1.936029	9.5804	2.346445	2.395516	1.51842	2.527731	2.479713	4.540201	2.469266
ENSG00000072657.10	TRHDE	0	0	0	0	0	0.079855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009248	0	0	0	0	0	0.112893	0.054326	0	0	0	0
ENSG00000072682.20	P4HA2	20.878761	20.639628	18.476975	21.773883	11.150821	23.217708	30.616223	24.463767	19.126653	20.88752	20.657102	24.527277	10.508983	22.776365	7.288345	35.751163	18.587164	18.946198	20.794412	21.545626	12.300178	32.725831	13.751662	31.897898	19.601126	19.151415	21.184626	19.653577	16.086242	25.313969	15.594678	24.455381	15.721584	39.126564	32.827934	30.901238	28.495811	32.387585	28.765974	27.407082
ENSG00000072694.22	FCGR2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000072736.19	NFATC3	15.39323	12.835344	12.013375	12.182851	22.717609	16.721071	18.698683	20.11219	14.962047	11.835835	13.456897	12.344301	18.757103	17.533693	17.843082	21.768382	12.827288	10.1383	14.584467	11.614899	21.761613	17.551853	24.687546	22.364002	13.198401	11.576287	12.437022	10.563535	25.731535	19.265431	24.20071	20.383858	24.195163	18.196094	35.122338	34.013286	19.520717	20.892719	39.634538	34.35292
ENSG00000072756.18	TRNT1	32.06378	34.175082	24.610077	33.022938	137.623072	127.177695	120.292794	92.828753	34.455233	39.141453	34.326519	31.045091	121.348535	125.279743	145.397609	108.078222	32.506573	34.439548	34.033967	31.406493	130.250336	103.241123	135.651562	111.552278	34.598301	30.958793	29.594975	32.89971	139.803531	123.967603	146.211074	124.736331	137.581207	122.03932	105.168762	110.901455	118.809258	85.809869	116.06519	113.086596
ENSG00000072778.20	ACADVL	62.577185	63.774871	64.678465	62.351744	3434.337829	3264.943902	3648.869482	3288.745307	57.337729	56.919442	62.528115	57.301202	3458.740872	2945.660934	3280.455425	2981.894528	57.497674	57.277622	56.685571	57.694675	3546.021016	2763.587828	3414.368008	2958.868159	60.949704	58.906194	57.651679	61.05846	2975.679544	2659.448849	3036.223107	2649.943755	4191.600157	3829.532534	4259.145697	3879.411529	4234.783506	3660.435565	4026.277164	3796.782632
ENSG00000072786.13	STK10	19.429938	19.652151	19.522309	17.619314	46.23084	46.838265	53.747636	40.89526	20.208465	15.873588	17.389229	14.814865	53.291169	42.889971	66.45949	58.835964	17.976528	17.630865	17.105733	16.031998	56.332548	47.342732	59.069622	59.047606	16.375847	16.057067	18.466724	19.482439	65.896973	45.073631	66.134734	60.992096	44.110801	60.65628	84.106655	70.534148	53.578639	38.238181	81.84775	81.676008
ENSG00000072803.18	FBXW11	29.978439	34.417679	27.918983	34.298388	7.989751	12.978792	11.740029	23.744849	34.858259	30.85605	32.508439	30.698027	17.863721	23.13189	14.840583	14.165258	29.982354	30.755754	30.52427	28.250499	16.17749	15.117745	11.279228	14.642419	30.851517	29.693439	30.232151000000002	30.655052	18.755115	19.591159	16.373163	16.382039	7.682046	13.750999	16.640445	19.816808	10.572141	30.852789	21.242326	20.799657
ENSG00000072818.12	ACAP1	0	0	2.498767	2.17878	0	0.124518	0.091831	0	2.326525	1.861046	2.146209	0	0.028999	0.02462	0.711681	0.028778	0.321973	0	0.305216	3.086209	0	0	0.727484	0.940171	1.179843	0.012285	0.35649	3.58798	2.478679	1.692021	1.737797	0.040312	0	0.084755	0.783282	1.487496	0.081052	0	1.09463	8.86281
ENSG00000072832.15	CRMP1	0.158212	0.204062	0.159178	0.083549	2.435964	1.586021	3.294905	1.92234	0.013225	0	0	0.13094	3.545705	1.08062	3.535149	2.073322	0.013695	0.043912	0.165032	0.032956	3.214072	1.999579	2.188415	0.630771	0.243517	0.076228	0.094026	0.04337	1.634982	1.395686	2.913437	1.542448	2.154409	1.396633	0.23219	0.143643	2.909957	1.628976	0.281047	0.203879
ENSG00000072840.13	EVC	145.272893	141.31601	134.47652	126.252754	643.478127	585.570143	597.93409	553.351323	126.740577	136.842586	130.359023	125.140449	664.076115	541.673944	558.888888	482.97229	130.408058	121.621216	97.236993	111.31601	588.726932	459.83387	573.011365	410.999147	132.734709	118.654561	125.077349	112.858154	605.971883	513.944849	538.130576	510.54471	651.917708	564.77944	298.645641	251.854097	592.148581	552.530965	258.569006	254.691621
ENSG00000072849.11	DERL2	48.908367	44.793953	46.403243	45.979496	81.856661	93.545285	56.564772	98.333897	51.248135	48.377648	50.944002	57.635592	79.022048	95.850992	83.071833	75.57831	60.870809	57.212334	50.476107	57.68176	71.084189	110.27274800000001	72.039043	102.548027	51.137736	63.477596	53.702477	61.065384	85.782022	92.676614	82.289613	101.483667	91.641026	114.770946	123.793439	112.80512	63.780665	98.713259	125.895472	112.233638
ENSG00000072864.16	NDE1	41.347668	33.537831	36.085975	25.51076	9.349779	20.529762	11.577693	21.093665	27.595346	29.645526	34.700628	29.944914	14.988388	18.568465	12.427527	30.45506	27.275659	33.581435	26.700698	27.438083	12.438035	12.992077	16.453093	22.943436	27.669565	28.346146	31.299407	22.578379	20.840429	11.471563	15.374543	15.586441	10.62396	38.420536	55.806029	49.204346	18.129384	52.67539	52.427869	48.027108
ENSG00000072952.21	IRAG1	0	0	0	0.019751	0	0	0	0	0.016277	0	0	0	0	0	0	0.072143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000072954.7	TMEM38A	1.597559	1.93853	1.90132	1.872913	3.183906	4.300685	0.537514	4.726088	1.643894	2.041298	1.870998	2.642501	0.405302	8.142771	1.306719	4.892471	2.553059	3.726257	1.856168	3.225763	1.262473	2.118017	0.291171	10.270122	3.329331	2.80902	3.555249	2.208839	1.112682	3.253978	3.260403	4.528969	2.828723	3.829157	8.078424	7.023934	0.738379	5.960233	9.06429	4.992023
ENSG00000072958.9	AP1M1	14.038593	18.162023	21.880865	17.762631	26.459102	43.748075	48.314539	38.892663	22.581686	13.043128	13.43862	14.741539	26.535168	42.341761	32.253733	46.258238	15.353595	20.087214	16.785982	15.195811	34.108555	43.94901	34.971394	42.697754	22.210247	17.437757	15.219351	16.041337	28.705904	44.857338	21.01797	41.437816	35.762124	60.012123	107.576673	111.976892	68.026597	49.528845	117.619243	108.418944
ENSG00000073008.16	PVR	54.265352	49.335041	56.404214	45.940599	127.0896	102.517631	141.883867	110.937181	52.173926	46.545634	53.490975	52.457005	128.104026	105.625041	135.776977	112.620453	49.015907	42.062203	52.993798	44.643349	108.659404	100.769857	122.724085	117.343574	48.351624	42.27624	52.345497	42.030569	122.860044	113.27582	131.695619	126.294226	123.14914	94.689746	128.876466	128.245141	137.450769	103.076988	129.101288	139.974944
ENSG00000073050.12	XRCC1	11.502341	12.422378	13.329769	11.999151	15.638342	32.444935	19.827325	30.088353	11.555046	13.499477	12.274791	9.262982	16.034259	30.717964	14.681864	34.398517	12.069291	13.659451	11.856948	11.954682	20.36283	40.135885	21.39398	33.225763	12.444281	11.077748	12.83388	11.489729	12.171623	24.324466	23.6542	30.62484	15.183795	31.598018	37.836233	41.685341	20.476804	28.87014	47.050507	40.956043
ENSG00000073060.17	SCARB1	58.257824	51.109183	56.59264	51.055984	81.130363	59.658801	88.605391	72.753113	54.324454	48.516283	54.247459	50.435475	68.431827	69.270362	79.590576	76.297812	47.252674	59.14359	51.756623	57.759638	67.715452	67.313513	68.460634	74.620116	46.801711	46.224956	52.236234	46.628399	67.750384	66.877564	83.553409	71.479818	85.686605	62.324156	118.688447	109.637028	84.260672	68.577934	103.330995	94.337939
ENSG00000073067.14	CYP2W1	0	0	0	0	0	0	0	0	0	0	0.036002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047443	0	0.360561	0	0	0	0.030621	0	0	0	0.035534	0.071699
ENSG00000073146.17	MOV10L1	0	0	0	0	0.464387	0	0.587613	0	0	0	0	0.010189	0.459169	0.064891	0.689784	0	0	0	0	0	0	0.060672	0.558648	0	0	0	0	0	0.514296	0	0.565711	0.387198	0.412141	0	0	0	0.605817	0	0	0.153576
ENSG00000073150.14	PANX2	0	0	0	0.017891	0	0	0	0	0	0	0	0	0	0	0.070108	0	0	0.015677	0	0	0	0	0	0.051954	0	0	0	0	0	0.049553	0.172975	0	0	0	0	0	0	0	0	0
ENSG00000073169.15	SELENOO	9.030047	7.246716	8.571595	6.550392	47.319349	55.043641	52.361973	53.885587	8.148987	6.832118	7.624545	6.110566	44.885905	55.200844	41.718861	48.599364	7.4911	6.112426	7.70885	6.699276	48.570976	43.940363	53.189961	56.077488	7.483971	6.997277	9.139051	8.798752	49.17749	47.061708	54.244967	59.770045	52.682867	62.351221	89.006589	92.558854	61.437066	59.569336	86.201999	96.171039
ENSG00000073282.14	TP63	0	0	0	0	0	0	0	0	0	0	0	0	0.030439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000073331.18	ALPK1	2.559598	4.890653	4.24052	3.797919	22.281005	18.46756	17.457298	23.04579	4.527526	5.700148	2.900038	4.047466	22.225647	23.932201	29.651775	22.383462	3.678263	2.663123	6.974735	2.583034	24.626512	11.136761	28.572951	21.912474	4.765629	3.102732	3.067883	4.829669	19.379081	24.540374	24.017895	19.168319	21.403304	21.128792	19.379334	22.438117	19.258917	21.096399	24.783687	22.864177
ENSG00000073350.14	LLGL2	11.86293	9.550239	8.840097	9.460393	31.818875	67.604429	40.395	51.126457	10.594755	10.159533	8.882902	9.438489	36.924363	47.018692	42.976554	50.649995	8.923681	9.205534	8.358459	8.073516	56.348413	41.406111	42.498806	55.408816	9.776185	11.54258	9.549179	11.749333	48.956818	52.918624	42.707818	56.433997	38.42797	72.729179	101.977355	91.412745	44.385109	62.10468	96.603977	106.593526
ENSG00000073417.15	PDE8A	10.764238	14.261793	10.137895	12.424258	93.07445	78.570127	88.160351	79.761806000000007	12.159231	13.502229	12.56753	13.151767	90.921572	86.951236	96.403698	70.70928	13.602899	11.034827	11.377676	11.316048	104.378262	79.354505	78.997917	76.067118	13.054487	11.359071	10.639874	10.089404	105.580258	93.742872	82.760465	78.598445	103.478085	100.99853	127.488459	112.716697	114.217457	87.43861	115.696341	137.760345
ENSG00000073464.13	CLCN4	0	0	0	0	0	0	0.13191	0	0	0	0	0	0	0.171524	0	0	0	0	0	0	0	0.053871	0.039549	0.032828	0.025206	0	0.009748	0	0	0.062472	0.182476	0	0	0	0	0	0	0	0	0
ENSG00000073536.18	NLE1	32.160809	25.229234	29.198427	22.601212	17.90997	29.411213	21.988667	39.657697	26.442642	28.141245	25.76686	22.948528	28.119388	33.097468	27.149914	41.03489	23.563681	23.722206	23.598026	24.530296	24.955869	30.833114	27.127009	29.042342	25.547495	22.88302	25.208408	23.749844	25.955016	39.64723	23.340483	33.44996	16.148694	33.616126	51.204305	55.757337	20.813687	45.870388	50.676117	51.137499
ENSG00000073578.18	SDHA	52.901078	55.739765	57.978792	54.30759	47.954018	79.154515	49.016225	67.161481	58.329491	54.203849	59.264762	54.378405	45.720066	57.699025	54.473949	60.278921	51.382299	51.425062	53.084344	50.656629	51.512259	63.828493	44.446307	64.045601	55.750876	55.243636	54.007297	55.257735	46.970439	64.284665	46.738483	53.898807	68.304519	108.843696	87.383918	85.16456	57.509838	65.306843	90.093635	89.710128
ENSG00000073584.20	SMARCE1	82.69556	84.11143	75.335222	85.79657	70.700301	68.491137	76.002148	65.150013	77.673812	85.081727	81.177434	77.559408	73.342328	74.791702	67.155004	78.659227	75.302865	82.026444	78.327871	71.885989	79.77807	83.864269	68.584511	68.820969	77.963501	77.208959	76.080326	71.509401	72.618042	85.274259	65.587926	67.941591	66.961217	68.084043	60.203219	68.527759	72.975387	57.481229	71.010479	67.457028
ENSG00000073598.6	FNDC8	0	0	0	0	0	0	0	0	0	0	0	0	0.120286	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058506	0	0	0	0.211997	0	0.10958	0	0	0.071235	0	0	0	0
ENSG00000073605.19	GSDMB	0.300511	1.293921	0.229231	0.340837	17.29071	22.682857	23.257514	27.489176	0.867421	0.386955	0.867286	0.838683	30.851693	18.298262	23.851633	31.1405	0.563435	0.460611	0.391471	0.362142	22.348565	24.534085	18.85014	33.988703	0.766878	0.327946	0.558283	1.075643	23.901921	21.349005	29.416343	34.101691	22.174571	21.802406	18.144457	14.027875	20.763245	29.293753	18.936343	17.773354
ENSG00000073614.13	KDM5A	14.546654	21.462349	21.657098	16.484415	38.007868	24.36524	44.211804	38.873813	19.359652	15.99858	23.512779	16.26792	38.924948	30.202484	40.60331	36.113198	15.831595	16.976813	19.445657	16.516546	33.272314	22.223984	26.650502	22.051773	18.505618	12.43905	17.76738	15.666874	31.135209	29.981701	29.812493	29.467401	51.414456	41.891624	55.081059	61.744653	67.749774	45.791759	64.545084	64.645934
