gene_id	gene_name	AAVS1_CYTO_DMSO_ANS_rep1	AAVS1_CYTO_DMSO_CTRL_rep1	AAVS1_CYTO_DOX_ANS_rep1	AAVS1_CYTO_DOX_CTRL_rep1	AAVS1_NUCL_DMSO_ANS_rep1	AAVS1_NUCL_DMSO_CTRL_rep1	AAVS1_NUCL_DOX_ANS_rep1	AAVS1_NUCL_DOX_CTRL_rep1	UFM1_CYTO_DMSO_ANS_rep1	UFM1_CYTO_DMSO_CTRL_rep1	UFM1_CYTO_DOX_ANS_rep1	UFM1_CYTO_DOX_CTRL_rep1	UFM1_NUCL_DMSO_ANS_rep1	UFM1_NUCL_DMSO_CTRL_rep1	UFM1_NUCL_DOX_ANS_rep1	UFM1_NUCL_DOX_CTRL_rep1	UFM2_CYTO_DMSO_ANS_rep2	UFM2_CYTO_DMSO_CTRL_rep2	UFM2_CYTO_DOX_ANS_rep2	UFM2_CYTO_DOX_CTRL_rep2	UFM2_NUCL_DMSO_ANS_rep2	UFM2_NUCL_DMSO_CTRL_rep2	UFM2_NUCL_DOX_ANS_rep2	UFM2_NUCL_DOX_CTRL_rep2	UFM3_CYTO_DMSO_ANS_rep3	UFM3_CYTO_DMSO_CTRL_rep3	UFM3_CYTO_DOX_ANS_rep3	UFM3_CYTO_DOX_CTRL_rep3	UFM3_NUCL_DMSO_ANS_rep3	UFM3_NUCL_DMSO_CTRL_rep3	UFM3_NUCL_DOX_ANS_rep3	UFM3_NUCL_DOX_CTRL_rep3	SE_AAVS1_NUCL_DMSO_ANS_rep1	SE_AAVS1_NUCL_DMSO_CTRL_rep1	SE_AAVS1_NUCL_DMSO_CTRL_rep2	SE_AAVS1_NUCL_DMSO_CTRL_rep3	SE_AAVS1_NUCL_DOX_ANS_rep1	SE_AAVS1_NUCL_DOX_CTRL_rep1	SE_AAVS1_NUCL_DOX_CTRL_rep2	SE_AAVS1_NUCL_DOX_CTRL_rep3
ENSG00000000003.16	TSPAN6	12.151026	13.53146	8.313025	9.121831	3.381753	10.087262	11.246758	10.432711	11.499178	10.708528	8.563326	9.945159	10.850061	11.445163	9.593142	18.043476	11.07942	12.702977	11.863996	10.890533	12.827783	22.231466	12.312343	14.308109	10.747147	10.941925	11.770268	13.150892	9.587521	11.382009	9.767077	10.16674	5.835736	9.730815	14.327703	9.786649	13.281808	9.885692	10.440064	9.28327
ENSG00000000005.6	TNMD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000000419.14	DPM1	126.83359	155.279696	120.248768	141.495843	249.139859	163.232302	250.564957	167.865501	149.097875	151.020588	145.541918	150.83997	270.392114	164.724486	292.08033	146.340383	152.723831	144.555986	144.367468	139.335102	253.537463	165.615393	258.764619	171.83768800000001	148.318746	148.382119	152.847703	139.847875	276.607814	183.911064	276.965126	164.321845	245.037071	157.336011	140.583756	152.293751	241.691296	147.458677	166.126132	155.921654
ENSG00000000457.14	SCYL3	2.366401	1.505527	1.436899	1.869647	4.278814	6.099972	4.673074	5.106915	1.343995	1.007694	1.335095	1.334967	4.478216	5.964859	4.542618	4.632647	1.071581	0.817819	1.279332	1.780611	3.733895	3.308124	4.056054	6.412799	1.328468	1.275534	1.826312	0.958231	5.795953	5.479516	4.142567	8.808814	3.590205	4.759654	3.730938	5.108228	3.732242	4.568266	4.954776	5.287645
ENSG00000000460.17	FIRRM	13.467665	10.970971	13.005782	13.100353	38.188742	35.572618	35.255024	27.44765	12.836909	13.227797	11.304785	12.278587	30.598649	25.957444	29.693621	32.44101	11.815052	12.419968	12.267614	11.245835	17.957007	27.3945	21.115268	23.587639	12.313744	12.409908	13.37453	8.672168	23.16779	26.342941	21.50201	26.41125	31.909478	30.018263	26.561177	30.413097	31.973646	21.555992	29.465963	29.227799
ENSG00000000938.13	FGR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000000971.17	CFH	0	0	0	0	0.020328	0	0	0.882389	0	0.012594	0	0	0	0	0	0	0	0.055677	0	0	0	0.045962	0	0	0	0.041546	0	0	0	0	0.128114	0.076744	0	0.125779	0	0	0	0.75797	0	0
ENSG00000001036.14	FUCA2	78.44476	90.678976	74.294813	90.944259	53.422359	77.55464	50.224136	77.135372	80.749903	92.360444	83.563632	94.275521	57.72001	83.225422	63.249637	73.786318	90.797481	86.706727	94.921721	93.87143	72.686219	104.443345	65.510669	116.258954	84.778589	89.312703	89.786167	83.932597	66.83964	106.237221	79.229676	105.461083	54.113867	72.839276	92.033645	85.05499	49.390199	72.686696	84.558904	74.167697
ENSG00000001084.13	GCLC	31.56032	30.556935	32.198829	29.750036	32.116831	50.531146	41.528442	35.583891	20.951955	28.580138	22.593451	28.713631	36.78861	45.005459	41.258176	41.258424	25.092368	27.235446	24.974938	28.78815	29.083842	44.631771	29.94741	44.738616	28.487817	25.666852	27.975002	26.099556	29.66874	44.067013	29.966083	48.37522	36.544986	50.800604	47.309866	53.081693	36.396269	38.41812	49.896119	54.792574
ENSG00000001167.15	NFYA	23.131627	18.951332	22.735269	19.188081	28.098985	19.244953	22.825173	26.240068	24.600017	20.914698	24.736106	22.347084	24.070675	24.124252	21.870099	28.526608	22.541366	19.116423	24.412702	20.104943	22.417249	20.931363	26.26728	19.977491	20.859666	14.15746	19.916745	17.212113	26.162655	22.761471	24.440934	23.886976	27.111186	16.842329	18.665955	19.07751	21.815348	24.246435	20.538659	19.217873
ENSG00000001460.18	STPG1	5.810278	5.551277	5.659666	5.076679	3.062396	9.512464	4.773313	6.83476	6.061392	4.781159	4.168514	6.349918	4.725621	8.81125	3.303128	7.163372	5.989913	4.663153	6.121523	5.343289	7.6751760000000004	10.597763	8.892703	14.296611	7.335925	6.723307	7.216969	8.640712	5.792083	11.443474	7.082922	12.750762	3.197543	8.2268	15.972223	16.473793	4.350537	8.477095	15.783964	15.20466
ENSG00000001497.18	LAS1L	52.401627	50.014331	56.229522	48.228594	73.601626	73.678267	76.191329	88.04968	50.402868	50.914895	51.162953	47.439414	63.793214	80.801826	59.042268	96.470704	46.833246	52.178938	50.256694	48.468466	61.221323	68.266945	59.461176	68.998656	51.349658	48.197103	44.767491	46.185602	53.639528	68.140794	56.985572	63.011526	115.677307	110.805095	68.064117	68.157766	123.901501	149.946219	65.367345	66.499126
ENSG00000001561.7	ENPP4	4.142297	5.927806	3.323935	5.625348	2.553225	3.345306	2.39603	3.819228	5.289888	6.429185	4.707069	6.485381	1.931977	4.582602	1.108312	4.656674	5.349775	5.192337	6.124615	5.893489	2.768114	5.705152	2.190353	9.529099	4.803261	4.947845	4.829791	4.258865	3.116488	5.861878	2.556283	5.5860900000000004	2.308517	2.981003	5.559095	4.484228	2.257761	3.295668	5.462498	4.547394
ENSG00000001617.12	SEMA3F	2.699887	1.987719	2.369666	1.416969	4.07733	11.294217	4.174358	11.483286	1.723365	1.478477	0.943441	1.764813	5.607188	9.002923	5.282437	7.397529	1.4764	1.355515	1.661858	1.287172	3.286961	9.109083	4.632019	7.85935	1.666115	1.039619	1.715863	2.269578	7.009158	8.001893	7.462779	7.564068	4.224583	10.831808	14.973582	13.288414	5.116735	11.22221	11.997245	15.420646
ENSG00000001626.18	CFTR	0	0	0	0	0	0	0.057504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.744828	0	0.360102	0	0	0	0	0.24309	0	0	0	0	0	0	0	0	0	0	0
ENSG00000001629.10	ANKIB1	14.151031	15.409364	13.331911	15.546954	49.892395	61.753571	75.302596	52.382565	14.029117	14.647008	12.119589	13.866874	70.237948	67.815023	77.762424	50.510251	13.235781	13.087104	14.199845	11.526987	72.036448	60.172241	77.693104	66.201625	12.27801	11.85472	12.697894	14.371202	87.144771	62.271316	75.056034	61.023836	51.765108	59.235538	55.248695	65.334782	73.599807	52.64549	68.415219	60.736606
ENSG00000001630.18	CYP51A1	50.445617	71.703972	53.904702	63.909594	4.597687	16.410558	11.393721	21.415742	62.718175	72.61435	75.664876	84.697642	9.034356	21.890095	6.262867	27.859318	61.289487	65.606696	69.969349	78.392251	5.688067	25.183777	11.502512	27.955608	75.367011	76.400624	81.765142	88.291816	14.013442	28.798579	14.558778	36.338658	4.558296	13.886074	18.030383	14.570595	10.194462	20.01567	12.773207	13.425142
ENSG00000001631.17	KRIT1	17.85793	22.407278	18.728664	22.103195	119.593678	133.668786	121.293969	115.279331	19.009275	22.710951	24.39776	21.757992	120.486741	137.444691	143.027831	119.608645	20.007930000000002	20.860115	20.246598	23.276065	126.583299	126.484134	141.464763	118.063624	18.958976	17.492059	22.692666	19.391652	125.318866	109.576266	122.98975	116.239993	114.863337	124.088033	177.108225	186.186342	119.417125	109.07424	186.340197	176.211237
ENSG00000002016.18	RAD52	5.959091	6.52566	5.869745	5.357103	84.796295	100.166761	69.286299	71.834744	6.691564	3.297787	7.225638	3.665615	95.948964	83.688274	74.070813	73.541299	6.093625	2.974876	6.048934	4.147183	68.084958	56.429547	62.49542	73.76767	5.555453	5.128727	4.212676	2.930208	49.01079	74.718777	59.671941	73.65728	123.17706	125.878922	93.454927	120.419796	103.782233	100.974522	96.938965	109.695374
ENSG00000002330.14	BAD	37.323841	32.753529	39.107767	33.33462	10.721173	8.079902	10.629788	9.018853	31.348631	34.534411	34.324398	31.468206	8.426014	12.296025	10.572845	12.882491	35.271908	29.042056	35.061591	33.332858	9.818265	15.156833	7.215381	17.246732	36.051589	37.40566	35.107076	36.011431	15.228999	16.914174	10.756467	11.735289	15.056755	12.92924	29.140194	24.443321	14.9089	29.596578	24.984323	24.14862
ENSG00000002549.13	LAP3	72.534431	74.431329	65.378622	71.030479	36.092845	37.456355	34.526654	40.80714	73.585905	73.079199	68.301655	73.013881	37.025599	37.208908	32.792681	37.778586	67.959184	67.441419	69.514146	68.298147	19.933513	43.358782	32.78734	37.163667	67.765896	66.479899	65.711725	66.678511	31.497715	42.097205	34.551135	46.162677	39.967773	37.125457	38.783154	37.846106	32.865221	38.240537	48.577444	41.104774
ENSG00000002586.20	CD99	59.488159	67.933578	54.688778	82.2189	10.839385	49.217145	15.653715	17.544667	72.345394	81.482302	71.094409	64.554998	30.817604	44.363399	29.381688	37.352479	77.937913	63.186233	81.462367	76.452443	11.311289	7.79697	37.076211	36.529349	76.790726	83.159986	78.907416	88.437264	33.5537	17.435665	4.199599	28.83383	5.661946	15.021688	8.806927	37.424059	4.370732	73.476007	37.859268	46.323617
ENSG00000002587.10	HS3ST1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027118	0	0	0	0	0	0.017178	0	0
ENSG00000002726.21	AOC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000002745.13	WNT16	0	0	0	0	0	0.239283	0	0.28683	0	0	0	0	0	0	0	0.138118	0.010325	0	0.021309	0	0	0	0	0	0	0	0	0	0	0.206945	0.356868	0.096902	0	0.203762	0	0	0	0.245582	0	0
ENSG00000002746.15	HECW1	4.731012	2.564725	2.208301	1.43751	2.397036	2.481191	5.651665	5.169966	3.124193	2.305787	3.22069	2.012055	1.384695	1.730089	3.667445	2.69756	1.581543	3.052161	2.073768	2.241502	5.482281	3.137583	1.137011	4.097419	3.508081	2.159887	3.445607	2.769483	3.38252	2.266972	5.44435	5.896494	2.676884	1.562228	5.150538	2.905165	4.545897	4.630629	5.396175	2.82997
ENSG00000002822.16	MAD1L1	21.594802	16.179611	23.369004	15.206126	28.811556	28.915504	35.957158	24.319389	15.306436	14.882673	24.249849	21.510403	27.705191	29.551875	68.965619	28.503042	18.504351	12.89065	21.695836	16.512858	23.382858	31.232228	31.491842	29.554432	17.039489	17.452969	19.390129	14.231841	24.129138	19.795584	32.708686	19.210916	35.376585	43.892147	43.124794	49.647444	47.065434	35.813717	68.955124	44.108231
ENSG00000002834.19	LASP1	137.902687	137.442898	139.896636	139.565116	109.360865	95.301213	127.115294	94.501214	126.790263	135.946497	128.28409	129.8067	114.895939	98.627559	100.52732	116.122409	119.227357	123.419126	121.686716	122.989775	89.759997	82.698051	89.926247	83.006113	123.9214	119.49123	117.142267	120.93598	93.478192	98.396277	99.8847	98.370053	104.030043	89.034637	130.94883	150.572712	120.044725	84.898522	144.351751	161.329064
ENSG00000002919.15	SNX11	21.995034	22.348399	22.315727	25.515482	31.363225	25.794229	22.935191	32.591278	23.692035	27.596803	24.191711	23.395219	25.714883	26.745738	27.498569	32.78861	24.281224	17.725614	20.307086	20.708196	24.069963	32.686185	23.46246	29.097998	24.589426	28.459499	28.473993	19.263908	30.178657	32.179329	30.877327	37.278757	41.504147	24.651414	32.920385	43.529719	28.297704	35.850262	54.998927	35.77153
ENSG00000002933.9	TMEM176A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025223	0.046053	0	0	0	0	0	0	0	0	0	0	0	0.108466
ENSG00000003056.8	M6PR	120.020043	134.168424	118.519695	120.75837	216.498277	189.808377	216.222191	228.292096	120.585747	125.805858	130.777682	135.553106	245.517014	212.50014	230.389568	188.243649	119.573288	129.749546	133.317935	136.371422	239.043319	225.589678	240.052504	255.754621	114.171667	118.455165	117.874654	121.610411	263.762206	256.527641	227.313233	240.734849	273.862699	193.90745	204.584296	207.670513	240.088451	260.561708	222.861136	226.474452
ENSG00000003096.15	KLHL13	0	0	0.296175	0	0	0	0	0	0	1.004291	0	0	0	0	0	0	0	0	1.198142	0.291385	0	0	0	4.272033	0.023279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000003137.9	CYP26B1	3.624397	3.110913	3.142563	2.658104	12.250815	17.976653	8.650525	24.275008	2.730294	3.071926	2.475024	2.338374	8.395915	13.161118	9.63342	13.080072	3.45587	2.943169	2.908858	3.832625	11.215506	12.522321	11.538837	8.949467	3.173201	2.623193	2.810974	4.205462	9.589711	9.079776	6.736271	9.167261	13.060523	16.673441	15.81817	13.679746	8.90503	28.546553	16.194387	16.895846
ENSG00000003147.19	ICA1	2.314725	1.72526	1.783067	1.499542	11.052476	5.040795	5.022069	9.131742	0.828823	1.556279	1.441329	1.092268	10.813494	11.461354	7.971942	7.475708	0.89696	1.199372	1.650279	1.320215	5.971742	5.059072	20.54659	9.931307	1.787402	0.701533	0.760813	1.862895	17.588657	15.480892	15.340381	10.46218	19.545902	4.600771	7.757942	13.12694	6.292586	10.028835	16.588683	7.558033
ENSG00000003249.15	DBNDD1	7.981946	8.0446	6.69005	7.957365	1.685039	5.719317	2.780888	3.656377	7.136901	6.884867	7.03803	6.119734	1.173423	3.547376	1.318614	3.551955	5.568777	6.521445	5.780975	6.637655	2.678773	2.727251	1.722266	3.860131	8.543474	9.365055	8.261421	8.548668	2.578409	4.105221	3.196698	4.417514	1.646162	7.137507	5.920259	3.929857	2.675483	2.137895	5.664542	4.701985
ENSG00000003393.16	ALS2	22.132083	27.209724	23.698497	22.420802	96.972046	88.377129	90.85744	66.918873	24.029788	21.353999	27.966762	24.571198	86.865216	82.444748	97.872883	90.204271	29.916887	22.732525	23.952575	21.177152	86.998066	86.15657	76.631817	86.855179	27.815326	21.001541	21.642022	23.64122	90.984527	78.858619	67.709043	68.48342	89.958825	77.018736	92.761905	100.57463	88.168485	69.31059	104.895493	94.441495
ENSG00000003400.16	CASP10	5.172659	3.64333	3.067804	3.409982	4.734049	3.580487	4.485505	4.368172	5.928142	5.565725	4.47201	4.167013	3.999977	4.388946	3.146305	4.67492	3.419279	4.083816	3.887607	6.809626	4.402249	3.032223	7.159787	7.277173	4.382861	3.441333	4.419879	3.890823	3.233808	5.177728	7.158822	4.839154	4.442626	3.431544	7.006268	10.057283	4.585313	4.645838	9.282139	7.543329
ENSG00000003402.21	CFLAR	11.25357	14.23574	15.37204	12.554291	35.321243	32.092557	38.326944	46.910453	11.156722	12.637681	10.886469	13.953633	32.187813	42.62719	40.554524	59.021005	11.167279	11.198295	12.481382	11.846908	46.819186	43.123805	43.525876	51.829341	10.765456	13.30342	11.540585	10.227092	31.44802	40.645491	37.57284	58.662992	39.399582	43.732143	61.080285	63.566903	40.532616	50.354396	60.906828	63.215874
ENSG00000003436.16	TFPI	52.826167	68.686742	53.097789	61.864819	190.655841	110.600528	163.491804	82.536568	69.795356	69.515583	66.723523	68.106316	152.091898	96.708053	170.538779	83.174265	60.098163	60.686297	56.060056	56.181052	134.199472	83.35106	123.340216	109.001713	65.909117	68.207709	62.657287	56.092596	139.700436	99.146147	119.053061	98.716444	194.335083	121.250283	75.896247	66.298989	173.167031	85.138824	74.391561	70.174014
ENSG00000003509.16	NDUFAF7	14.26057	16.183599	12.119254	15.047507	73.973913	100.736445	62.359899	79.184538	15.550194	12.602052	10.886828	15.308748	72.889685	79.271943	82.048593	101.182791	13.934657	12.870377	15.884372	12.788368	75.623662	90.906534	98.571711	82.943291	14.692272000000001	12.602763	14.698892	17.202601	84.139734	112.945713	85.589585	81.217865	87.426931	107.27023	89.840047	89.031018	77.4015	90.877472	92.876753	98.567869
ENSG00000003756.17	RBM5	79.129932	57.955244	65.081173	57.595154	522.50211	570.46517	570.94689	637.846111	64.822397	46.275777	52.945619	49.603128	485.220411	598.208096	506.106755	582.411044	61.822886	52.770384	55.457985	41.574504	506.687216	528.923099	491.729819	495.617818	47.354738	41.670957	47.926641	39.165358	471.78564	514.453019	437.97294	449.902559	552.036767	612.367698	598.815565	619.617942	586.68459	660.517442	640.878074	562.141664
ENSG00000003987.14	MTMR7	0	0	0	0.052756	0.056313	0	0.087827	0.389079	0.027302	0	0	0	0.097858	0.094198	0.417838	0	0.018485	0.026337	0.063748	0.007433	0.260824	0.220534	0.027134	0.109353	0.013681	0	0.006689	0.006529	0.287886	0.249376	0.097351	0.269879	0.049694	0	0	0	0.077517	0.395384	0.030299	0.015284
ENSG00000003989.18	SLC7A2	5.675197	7.315099	5.095479	6.179363	4.40183	6.525732	5.003079	6.837924	6.644357	7.435027	6.101109	6.836381	5.653093	7.903529	4.939421	7.179706	6.638647	6.516396	5.374705	5.402116	5.939674	8.50173	6.683788	8.35698	6.310327	6.295206	6.175725	5.758991	6.941211	8.337438	5.676271	8.036367	4.063792	5.631574	7.222937	6.249994	4.518032	6.027573	6.537907	7.095052
ENSG00000004059.11	ARF5	138.560968	138.894517	137.904427	140.209915	55.383665	88.662169	52.891032	89.342613	125.151527	130.439769	133.715716	125.576214	65.899106	103.078684	59.95329	107.375041	129.496555	134.716431	124.003902	128.054306	86.335313	102.310745	70.523422	101.272461	134.326092	136.901987	120.923216	136.212013	94.802302	94.095993000000007	77.969743	97.335648	51.945068	77.359741	83.810303	75.799555	48.192248	71.717657	76.131084	80.41412
ENSG00000004139.14	SARM1	11.790962	9.533685	9.726912	10.200379	23.735431	49.596448	18.457737	38.980601	7.446883	9.960709	9.855787	8.402096	16.942409	48.404315	22.665313	53.467864	8.721025	11.531965	8.469501	9.936748	31.152796	39.429071	27.99941	25.249988	9.5711	9.045982	10.644464	9.513721	20.057142	35.254755	19.952071	27.95869	27.164075	57.956867	45.938796	47.399694	24.73025	54.713468	46.93923	42.967944
ENSG00000004142.12	POLDIP2	63.235358	61.846388	66.836767	64.996274	36.953578	28.486117	36.901073	30.200523	58.914635	66.709895	59.498129	65.331255	27.379423	24.749187	37.568563	34.220216	64.467004	62.096113	63.868943	59.194772	36.406795	28.539804	30.567877	35.913615	65.864853	60.832946	61.684294	63.650773	34.893823	34.452515	42.361869	36.967298	38.30377	26.132853	25.718191	28.74483	36.512602	26.68027	27.997682	28.412957
ENSG00000004399.13	PLXND1	14.875514	18.761688	15.149806	17.326078	108.84217	191.8279	104.24381	219.022315	14.270724	14.943632	21.09957	17.642869	74.050368	179.630764	76.442743	186.031882	16.332613	13.817153	17.023181	14.280989	144.151424	159.245054	156.057031	192.691589	12.989072	17.648413	17.121723	18.64205	112.665052	180.504639	138.780137	171.251393	127.832404	227.272253	232.38816	218.721125	119.733652	229.559138	210.061396	211.19271
ENSG00000004455.18	AK2	288.778947	308.282705	319.970464	297.855297	118.246516	161.857513	102.794332	153.768939	300.302115	297.837945	301.952446	291.70482	102.693327	155.551276	117.069803	165.796382	299.85267700000003	286.44738	295.466232	309.006536	135.729491	139.145463	110.543153	159.883774	300.21445	312.55946	304.293915	292.500141	111.851828	156.127481	106.238893	139.645731	114.543956	155.173633	151.054733	175.736269	109.55677	149.203263	169.341487	150.970164
ENSG00000004468.13	CD38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197857	0	0	0	0	0	0	0	0	0	0	0	0.069787	0	0	0.02363	0.014618	0	0	0	0.013832
ENSG00000004478.8	FKBP4	119.007083	111.176436	103.943516	95.60614	47.722645	97.517734	51.204327	97.52626	100.034135	109.859734	102.704642	109.352242	58.923598	97.587203	52.317737	108.064001	101.090763	100.079474	100.4186	102.817452	51.187861	106.217253	50.825298	92.22779	101.522585	111.644052	107.249385	106.157936	51.83757	87.067463	48.18568	97.466347	52.11596	118.111733	96.303496	79.051726	56.218316	103.582799	76.175373	75.23774
ENSG00000004487.18	KDM1A	85.992784	93.738301	80.032893	81.964446	44.512397	91.28394	41.5561	79.099663	84.404911	83.004326	83.497012	84.433163	45.816476	93.70939	50.584148	92.433948	80.632761	76.461664	78.772395	78.013661	57.33061	93.828135	50.984059	90.767199	88.998449	86.458601	82.093268	81.349786	57.854142	97.39847	52.494136	93.752509	42.6355	82.807836	92.744283	96.327496	37.300684	72.553583	102.060269	95.833309
ENSG00000004534.15	RBM6	41.023928	32.000834	37.429008	29.810249	281.459142	368.784024	239.202782	295.671991	35.564825	29.824127	33.670187	33.601613	254.640184	310.229537	277.559953	301.955008	31.967295	31.396073	34.52869	30.296347	268.129013	270.556742	266.715845	277.948588	35.148416	28.599313	32.600507	30.001469	250.289008	284.110481	244.81088	304.646776	292.017456	369.501929	210.688156	214.719824	239.104562	291.950815	215.670055	210.565172
ENSG00000004660.15	CAMKK1	1.739347	1.203679	1.036362	1.408811	3.877965	17.703481	4.498452	11.025625	1.479775	1.357184	1.394958	1.265858	4.978127	14.154101	7.107293	18.033908	1.42898	1.273631	1.349789	1.737598	5.609554	14.334571	7.278376	17.205386	1.396271	1.644736	1.785479	1.962997	5.582313	13.758913	10.155992	16.854362	3.708336	16.570993	12.920537	18.616984	4.278595	10.37311	13.611443	18.865915
ENSG00000004700.16	RECQL	49.83641	50.824922	34.975972	45.746248	46.337114	40.452884	45.68885	43.325826	42.075825	42.396455	42.881168	43.833541	41.814429	45.689506	47.376427	49.334803	42.792431	41.195096	36.187165	38.880503	49.933216	47.102763	40.725798	49.813491	41.518334	43.112834	34.967141	33.957124	45.267353	52.68595	42.160876	46.358611	46.629177	40.990284	39.974397	36.774702	40.850943	37.338421	40.098392	36.903547
ENSG00000004766.17	VPS50	23.715875	25.941563	23.605216	24.868944	40.247096	69.334965	63.147965	62.993599	30.231792	24.425254	33.103623	24.308408	65.293941	77.287465	69.962976	89.076039	26.536133	21.737561	31.941936	18.360493	60.153477	53.302362	66.660095	62.636322	23.699069	26.898638	30.807132	19.037089	77.913181	54.516472	56.968492	45.899018	43.468372	73.443096	75.716617	75.304729	66.324928	72.349378	89.344034	64.269951
ENSG00000004776.13	HSPB6	0.114483	0	0	0	0	0.285841	0	0	0	0	0	0	0	0	0	0	0	0	0.025298	0	0	0	0	0	0	0	0	0	0	0.502345	0	0	0	0.244178	0.457803	0	0	0	0.060848	0.061388
ENSG00000004777.19	ARHGAP33	0.553684	0.565259	0.852163	0.571959	50.973249	48.788062	34.016602	91.673794	0.714727	1.134609	0.437345	0.84463	20.624476	30.76077	27.505186	24.594868	1.035326	0.913661	0.429857	0.523001	24.905875	38.673915	27.510498	28.832086	0.690494	0.346042	0.841641	0.591969	26.077722	38.058499	25.643813	21.900454	52.525437	69.667971	112.125382	167.935042	77.827072	177.603082	80.748603	86.394201
ENSG00000004779.10	NDUFAB1	186.66337	193.431942	186.640797	203.347088	35.276278	26.969087	44.308065	34.888784	185.339819	197.484276	172.439334	180.955828	39.472611	44.53966	26.251956	56.688671	192.584127	197.436296	192.729125	197.65322	39.963785	49.881958	33.754754	44.41634	189.049062	202.169025	197.977291	188.117048	45.656608	62.456512	64.944113	51.918484	43.992475	27.879402	53.224911	49.602175	66.850651	50.34146	57.196586	63.717446
ENSG00000004799.8	PDK4	0	0.176662	0.019034	0.021839	0	0.122495	0	0	0.080865	0	0	0.15174	0	0	0	0.141215	0.194049	0.084826	0.046144	0.053846	0	0.031922	0	0.16861400000000001	0.376634	0.17893	0	0.122909	0	0.120613	0.105716	0	0	0.104438	0.075734	0.163983	0	0	0.039038	0.039385
ENSG00000004809.14	SLC22A16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118872	0	0	0	0	0.407822	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004838.14	ZMYND10	0.101417	0.214102	0.704496	0.023917	3.980668	11.288548	1.927043	10.037249	0.09904	0.176046	0.090033	0.140886	2.784179	10.917641	4.505717	16.042391	0.398157	0.44041400000000003	0.114253	0.318292	4.019705	7.362166	3.830457	11.667542	0.436057	0	0.424321	0.504576	3.720413	9.558277	4.655765	8.587531	5.43482	14.164881	9.954802	9.818016	2.269789	11.989759	11.623104	6.152066
ENSG00000004846.17	ABCB5	0	0	0.054189	0.068825	0	0	0	0	0	0	0.042177	0	0	0.21484	0.366117	0	0	0	0.081901	0.040725	0	0	0	0	0	0	0	0.023827	0.037679	0	0.088795	0	0	0	0	0	0	0	0	0
ENSG00000004848.8	ARX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114737	0	0	0	0	0	0.029701	0	0	0	0
ENSG00000004864.14	SLC25A13	25.296366	26.372276	23.424229	25.665832	58.279063	44.647179	48.563973	44.033989	26.69551	24.233451	22.161427	26.386905	64.871136	46.609485	49.428179	50.925407	24.651078	26.200977	26.329043	25.390132	56.845888	67.397978	60.269903	49.030587	25.000304	27.716582	21.994222	20.414183	64.539718	55.040451	59.464673	61.600164	70.614633	60.077955	66.782628	73.063522	65.036919	61.463834	81.677112	94.296111
ENSG00000004866.22	ST7	18.00494	18.305556	18.392349	16.893047	18.95157	19.633633	20.006673	17.597259	18.856211	19.414961	20.385948	22.416639	27.085123	20.204183	23.097651	24.652147	17.829471	17.533699	23.879213	21.090979	19.464712	19.805749	32.557347	28.162772	18.74025	19.067408	20.237656	20.700582	26.44988	21.304036	25.280039	24.093384	20.582924	23.74555	23.402409	28.517218	23.962774	18.567018	23.157684	20.140957
ENSG00000004897.12	CDC27	112.411614	93.796073	100.410412	88.774506	97.077849	145.785226	82.774844	151.417796	107.293293	96.140168	99.260029	86.471586	120.497688	131.586424	139.079234	123.344801	93.296658	80.583566	86.768318	80.531901	151.454899	128.275262	146.09331	124.395356	105.231696	91.632202	98.254392	75.822702	206.36544	191.810928	196.661882	174.670389	127.036667	143.490089	199.616921	269.327201	95.039657	161.27772	236.237187	296.582728
ENSG00000004939.16	SLC4A1	0	0	0.039984	0	0.037935	0	0	0	0	0	0	0	0	0	0	0.185355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033497	0	0.013488	0	0	0.098778	0	0
ENSG00000004948.16	CALCR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
