Accession_clean	logFC_col	P_col	logFC_ufm1	P_ufm1	Col0_state	ufm1_state	Dep_Accumulation	Dep_Depletion	external_name	description
AT3G54460	-0.4097602683473251	8.472913415167133e-7	-0.10816864179797037	0.00265923877178374	Down	Down	FALSE	FALSE	NA	NA
AT3G13360	2.0179401387622775	1.0182683375941236e-6	0.02999737599377283	0.80550548218883955	Up	NS	FALSE	FALSE	WIP3	NA
AT5G61020	-0.7071301762309368	4.997454591324482e-6	-0.39071354937432545	1.974129347473923e-4	Down	Down	FALSE	FALSE	ECT3	NA
AT1G77710	2.089641620999732	1.0423377036672428e-5	0	1	Up	NS	FALSE	FALSE	AtCCP2	NA
AT1G77710	2.089641620999732	1.0423377036672428e-5	0	1	Up	NS	FALSE	FALSE	CCP2	NA
AT5G01270	-1.0670392616378237	1.3912238517170394e-5	-0.32065476238688717	0.01195199692075284	Down	Down	FALSE	FALSE	ATCPL2	Encodes CPL2, a carboxyl-terminal domain (CTD) phosphatase that dephosphorylates CTD Ser5-PO4 of the RNA polymerase II complex.  Regulates plant growth, stress and auxin responses.
AT5G01270	-1.0670392616378237	1.3912238517170394e-5	-0.32065476238688717	0.01195199692075284	Down	Down	FALSE	FALSE	CER11	Encodes CPL2, a carboxyl-terminal domain (CTD) phosphatase that dephosphorylates CTD Ser5-PO4 of the RNA polymerase II complex.  Regulates plant growth, stress and auxin responses.
AT5G01270	-1.0670392616378237	1.3912238517170394e-5	-0.32065476238688717	0.01195199692075284	Down	Down	FALSE	FALSE	CPL2	Encodes CPL2, a carboxyl-terminal domain (CTD) phosphatase that dephosphorylates CTD Ser5-PO4 of the RNA polymerase II complex.  Regulates plant growth, stress and auxin responses.
AT1G52980	-0.5612413304098354	6.175480706290618e-5	-0.39900281645295976	4.733693311768623e-4	Down	Down	FALSE	FALSE	AtNug2	NA
AT1G52980	-0.5612413304098354	6.175480706290618e-5	-0.39900281645295976	4.733693311768623e-4	Down	Down	FALSE	FALSE	Nug2	NA
AT2G18193	0.8760423020635884	7.850456596869707e-5	0.6218783189972008	5.979109853253347e-4	Up	Up	FALSE	FALSE	NA	NA
AT4G33050	0.9156893184463932	8.375409643359583e-5	0.9613665604826842	6.21878487823491e-5	Up	Up	FALSE	FALSE	AtIQM1	NA
AT4G33050	0.9156893184463932	8.375409643359583e-5	0.9613665604826842	6.21878487823491e-5	Up	Up	FALSE	FALSE	EDA39	NA
AT4G33050	0.9156893184463932	8.375409643359583e-5	0.9613665604826842	6.21878487823491e-5	Up	Up	FALSE	FALSE	IQM1	NA
AT1G06460	-0.6462578962974668	9.848757553553584e-5	-0.3593563278441181	0.002790693327098	Down	Down	FALSE	FALSE	ACD31.2	ACD32.1 encodes an alpha-crystallin domain  containing protein with homology to small heat shock proteins.
AT1G06460	-0.6462578962974668	9.848757553553584e-5	-0.3593563278441181	0.002790693327098	Down	Down	FALSE	FALSE	ACD32.1	ACD32.1 encodes an alpha-crystallin domain  containing protein with homology to small heat shock proteins.
AT5G52820	-0.6134781371107358	1.2195085382594572e-4	-0.36654924352330553	0.00230347178477295	Down	Down	FALSE	FALSE	AtNLE	NA
AT5G52820	-0.6134781371107358	1.2195085382594572e-4	-0.36654924352330553	0.00230347178477295	Down	Down	FALSE	FALSE	NLE	NA
AT5G12260	-0.31444117366696034	1.3879597962222624e-4	-0.1042523317001134	0.03668768257181015	Down	Down	FALSE	FALSE	NA	NA
AT1G51560	-0.49260117687368776	1.4044295570247214e-4	-0.3964394796017281	5.048236179560982e-4	Down	Down	FALSE	FALSE	ONE2	NA
AT1G60640	-0.41067025610856334	1.4761767544302037e-4	-0.10827592105529148	0.08121148416436305	Down	NS	FALSE	FALSE	NA	NA
AT4G21960	-0.4780910000354375	1.716504305285517e-4	-0.7534284437067136	1.0365199267128514e-5	Down	Down	FALSE	FALSE	PRXR1	Encodes AT4g21960 (AT4g21960/T8O5_170).
AT1G02940	0.4326951698290422	1.85919926639894e-4	-0.14722885645242556	0.03987558494876804	Up	Down	FALSE	TRUE	ATGSTF5	Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).
AT1G02940	0.4326951698290422	1.85919926639894e-4	-0.14722885645242556	0.03987558494876804	Up	Down	FALSE	TRUE	GSTF5	Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).
AT4G02940	-0.5422706654959235	2.178077012101415e-4	-0.4299705500867219	8.341653111884859e-4	Down	Down	FALSE	FALSE	ALKBH10B	NA
AT1G53290	0.33196945750140827	2.212027021127031e-4	-0.07808489010171726	0.1327052600985266	Up	NS	FALSE	FALSE	GALT9	NA
AT5G56280	-0.5301895882677528	2.340667027414841e-4	3.0902592829562536e-4	0.9967649726317402	Down	NS	FALSE	FALSE	CSN6A	one of two genes encoding subunit 6 of COP9 signalosome complex. Protein contains a MPR1p and PAD1p N-terminal (MPN) domain at the N-terminal region and belongs to the Mov34 superfamily. Mutant and antisense expression result in a number of developmental defects and in ubiquitin/proteasome-mediated protein degradation.
AT5G42540	-0.4562907002966412	2.358954599491389e-4	-0.3935975628374919	5.582021174248156e-4	Down	Down	FALSE	FALSE	AtXRN2	Encodes a protein with similarity to yeast 5'-3'exonucleases and can functionally complement the yeast mutations. In Arabidopsis XRN2 acts as a suppressor of posttranscriptional gene silencing.
AT5G42540	-0.4562907002966412	2.358954599491389e-4	-0.3935975628374919	5.582021174248156e-4	Down	Down	FALSE	FALSE	XRN2	Encodes a protein with similarity to yeast 5'-3'exonucleases and can functionally complement the yeast mutations. In Arabidopsis XRN2 acts as a suppressor of posttranscriptional gene silencing.
AT3G23390	0.2926011305806995	2.70517100537235e-4	0.27122386192316483	4.214934947645619e-4	Up	Up	FALSE	FALSE	eL42z	NA
AT3G23390	0.2926011305806995	2.70517100537235e-4	0.27122386192316483	4.214934947645619e-4	Up	Up	FALSE	FALSE	RPL36aA	NA
AT5G16560	-1.05400128777449	2.7276175147994766e-4	-0.2999072549275503	0.0878645865161828	Down	NS	FALSE	FALSE	KAN	Encodes a KANADI protein (KAN) that regulates organ polarity in Arabidopsis. KAN is required for abaxial identity in both leaves and carpels, and  encodes a nuclear-localized protein in the GARP family of putative  transcription factors. Together with KAN2, this gene appears to be involved in the development of the carpel and the outer integument of the ovule.Along with KAN2 and KAN4, KAN1 appears to be required for proper regulation of PIN1 in early embryogenesis.
AT5G16560	-1.05400128777449	2.7276175147994766e-4	-0.2999072549275503	0.0878645865161828	Down	NS	FALSE	FALSE	KAN1	Encodes a KANADI protein (KAN) that regulates organ polarity in Arabidopsis. KAN is required for abaxial identity in both leaves and carpels, and  encodes a nuclear-localized protein in the GARP family of putative  transcription factors. Together with KAN2, this gene appears to be involved in the development of the carpel and the outer integument of the ovule.Along with KAN2 and KAN4, KAN1 appears to be required for proper regulation of PIN1 in early embryogenesis.
AT1G61140	-0.6140276855181455	2.7565820169624306e-4	-0.4420060886340238	0.00176815551759381	Down	Down	FALSE	FALSE	EDA16	NA
AT1G61140	-0.6140276855181455	2.7565820169624306e-4	-0.4420060886340238	0.00176815551759381	Down	Down	FALSE	FALSE	FRG4	NA
AT5G25150	-0.3799100180759254	2.9407760685933216e-4	-0.11141288032521857	0.0835310281011517	Down	NS	FALSE	FALSE	TAF5	Encodes a putative TATA-binding-protein associated factor TAF5.  TAFs are subunits of the general transcription factor IID (TFIID).
AT2G44260	0.396139056663376	3.128404215327889e-4	-0.06183036976701217	0.32086392415769277	Up	NS	FALSE	FALSE	NA	NA
AT1G17980	-0.6342341992131608	3.1351023066526903e-4	-0.08428482560270467	0.3931662341570295	Down	NS	FALSE	FALSE	PAPS1	Encodes a poly(A) polymerase. Located in the nucleus.
AT2G29400	0.24552385077909375	3.1651172963336713e-4	0.1020352439295138	0.02631669352588517	Up	Up	FALSE	FALSE	PP1-AT	Type 1 protein phosphatase, expressed in roots, rosettes and flowers
AT2G29400	0.24552385077909375	3.1651172963336713e-4	0.1020352439295138	0.02631669352588517	Up	Up	FALSE	FALSE	TOPP1	Type 1 protein phosphatase, expressed in roots, rosettes and flowers
AT1G66180	-0.4763736549958359	3.301239217772528e-4	-0.6089068519094987	7.590493818347062e-5	Down	Down	FALSE	FALSE	NA	NA
AT4G08690	0.5294942839312426	3.428093166327327e-4	0.16873428379611255	0.07034890662153842	Up	NS	FALSE	FALSE	NA	NA
AT1G37130	-0.5191163892712432	3.462871140174504e-4	-0.15886094837523146	0.07998149534428618	Down	NS	FALSE	FALSE	ATNR2	Identified as a mutant resistant to chlorate. Encodes nitrate reductase structural gene. Involved in nitrate assimilation. Has nitrate reductase activity. Up-regulated by the fungus P. indica. Binds transcription factor At2g35940.
AT1G37130	-0.5191163892712432	3.462871140174504e-4	-0.15886094837523146	0.07998149534428618	Down	NS	FALSE	FALSE	B29	Identified as a mutant resistant to chlorate. Encodes nitrate reductase structural gene. Involved in nitrate assimilation. Has nitrate reductase activity. Up-regulated by the fungus P. indica. Binds transcription factor At2g35940.
AT1G37130	-0.5191163892712432	3.462871140174504e-4	-0.15886094837523146	0.07998149534428618	Down	NS	FALSE	FALSE	CHL3	Identified as a mutant resistant to chlorate. Encodes nitrate reductase structural gene. Involved in nitrate assimilation. Has nitrate reductase activity. Up-regulated by the fungus P. indica. Binds transcription factor At2g35940.
AT1G37130	-0.5191163892712432	3.462871140174504e-4	-0.15886094837523146	0.07998149534428618	Down	NS	FALSE	FALSE	NIA2	Identified as a mutant resistant to chlorate. Encodes nitrate reductase structural gene. Involved in nitrate assimilation. Has nitrate reductase activity. Up-regulated by the fungus P. indica. Binds transcription factor At2g35940.
AT1G37130	-0.5191163892712432	3.462871140174504e-4	-0.15886094837523146	0.07998149534428618	Down	NS	FALSE	FALSE	NIA2-1	Identified as a mutant resistant to chlorate. Encodes nitrate reductase structural gene. Involved in nitrate assimilation. Has nitrate reductase activity. Up-regulated by the fungus P. indica. Binds transcription factor At2g35940.
AT1G37130	-0.5191163892712432	3.462871140174504e-4	-0.15886094837523146	0.07998149534428618	Down	NS	FALSE	FALSE	NR	Identified as a mutant resistant to chlorate. Encodes nitrate reductase structural gene. Involved in nitrate assimilation. Has nitrate reductase activity. Up-regulated by the fungus P. indica. Binds transcription factor At2g35940.
AT1G37130	-0.5191163892712432	3.462871140174504e-4	-0.15886094837523146	0.07998149534428618	Down	NS	FALSE	FALSE	NR2	Identified as a mutant resistant to chlorate. Encodes nitrate reductase structural gene. Involved in nitrate assimilation. Has nitrate reductase activity. Up-regulated by the fungus P. indica. Binds transcription factor At2g35940.
AT2G13540	0.9047832227621876	3.5424825073566486e-4	0.4613621122808276	0.01205944473672254	Up	Up	FALSE	FALSE	ABH1	Encodes a nuclear cap-binding protein that forms a heterodimeric complex with CBP20 and is involved in ABA signaling and flowering. Mutants are early flowering and exhibit hypersensitive response to ABA in germination inhibition.Loss of ABH1 function results in abnormal processing of mRNAs for several important floral regulators (FLC, CO, FLM). Analysis of loss of function mutations suggests a role in pri-miRNA processing and mRNA splicing. Note that two different mutant alleles were given the same name abh1-7 (Kuhn et al 2007; Kim et al 2008).  To avoid confusion, abh1-7 described in Kim et al (2008) has been renamed abh1-107 (other names: ensalada-1, ens-1).
AT2G13540	0.9047832227621876	3.5424825073566486e-4	0.4613621122808276	0.01205944473672254	Up	Up	FALSE	FALSE	ATCBP80	Encodes a nuclear cap-binding protein that forms a heterodimeric complex with CBP20 and is involved in ABA signaling and flowering. Mutants are early flowering and exhibit hypersensitive response to ABA in germination inhibition.Loss of ABH1 function results in abnormal processing of mRNAs for several important floral regulators (FLC, CO, FLM). Analysis of loss of function mutations suggests a role in pri-miRNA processing and mRNA splicing. Note that two different mutant alleles were given the same name abh1-7 (Kuhn et al 2007; Kim et al 2008).  To avoid confusion, abh1-7 described in Kim et al (2008) has been renamed abh1-107 (other names: ensalada-1, ens-1).
AT2G13540	0.9047832227621876	3.5424825073566486e-4	0.4613621122808276	0.01205944473672254	Up	Up	FALSE	FALSE	CBP80	Encodes a nuclear cap-binding protein that forms a heterodimeric complex with CBP20 and is involved in ABA signaling and flowering. Mutants are early flowering and exhibit hypersensitive response to ABA in germination inhibition.Loss of ABH1 function results in abnormal processing of mRNAs for several important floral regulators (FLC, CO, FLM). Analysis of loss of function mutations suggests a role in pri-miRNA processing and mRNA splicing. Note that two different mutant alleles were given the same name abh1-7 (Kuhn et al 2007; Kim et al 2008).  To avoid confusion, abh1-7 described in Kim et al (2008) has been renamed abh1-107 (other names: ensalada-1, ens-1).
AT2G13540	0.9047832227621876	3.5424825073566486e-4	0.4613621122808276	0.01205944473672254	Up	Up	FALSE	FALSE	ENS	Encodes a nuclear cap-binding protein that forms a heterodimeric complex with CBP20 and is involved in ABA signaling and flowering. Mutants are early flowering and exhibit hypersensitive response to ABA in germination inhibition.Loss of ABH1 function results in abnormal processing of mRNAs for several important floral regulators (FLC, CO, FLM). Analysis of loss of function mutations suggests a role in pri-miRNA processing and mRNA splicing. Note that two different mutant alleles were given the same name abh1-7 (Kuhn et al 2007; Kim et al 2008).  To avoid confusion, abh1-7 described in Kim et al (2008) has been renamed abh1-107 (other names: ensalada-1, ens-1).
AT5G09870	-0.4692017253445009	3.691758777109699e-4	-0.2639293707799588	0.00793534022499241	Down	Down	FALSE	FALSE	CESA5	Encodes a cellulose synthase isomer, related to CESA6.  As inferred from the null role of secondary wall-type CesAs, included in a set of five primary wall-type CesAs that may support trichome cell wall thickening.
AT5G09870	-0.4692017253445009	3.691758777109699e-4	-0.2639293707799588	0.00793534022499241	Down	Down	FALSE	FALSE	MUM3	Encodes a cellulose synthase isomer, related to CESA6.  As inferred from the null role of secondary wall-type CesAs, included in a set of five primary wall-type CesAs that may support trichome cell wall thickening.
AT3G62800	-0.8475557167041607	3.7249439597664054e-4	-0.9046217326320408	2.5417290128164935e-4	Down	Down	FALSE	FALSE	ATTIF3K1	Encodes a nuclear dsRNA-binding protein that interacts specifically with DCL4.  May regulate DCL4 function and thereby affect miRNA biogenesis. DRB4 interacts with the P6 viral protein from Cauliflower mosaic virus and may be a target of viral silencing suppression.
AT3G62800	-0.8475557167041607	3.7249439597664054e-4	-0.9046217326320408	2.5417290128164935e-4	Down	Down	FALSE	FALSE	DRB4	Encodes a nuclear dsRNA-binding protein that interacts specifically with DCL4.  May regulate DCL4 function and thereby affect miRNA biogenesis. DRB4 interacts with the P6 viral protein from Cauliflower mosaic virus and may be a target of viral silencing suppression.
AT2G34470	-0.2698604137329177	3.958580417243752e-4	0.23688090448854385	8.341368024655231e-4	Down	Up	TRUE	FALSE	PSKF109	Encodes a urease accessory protein which is essential for the activation of plant urease.
AT2G34470	-0.2698604137329177	3.958580417243752e-4	0.23688090448854385	8.341368024655231e-4	Down	Up	TRUE	FALSE	UREG	Encodes a urease accessory protein which is essential for the activation of plant urease.
AT3G51790	0.7810288086313797	4.188272199458692e-4	0.2475502077992573	0.0794074603146769	Up	NS	FALSE	FALSE	AtCCME	putative transmembrane protein G1p (AtG1) mRNA, complete
AT3G51790	0.7810288086313797	4.188272199458692e-4	0.2475502077992573	0.0794074603146769	Up	NS	FALSE	FALSE	ATG1	putative transmembrane protein G1p (AtG1) mRNA, complete
AT3G51790	0.7810288086313797	4.188272199458692e-4	0.2475502077992573	0.0794074603146769	Up	NS	FALSE	FALSE	G1	putative transmembrane protein G1p (AtG1) mRNA, complete
AT1G64370	-0.42342114982137247	4.2825060576529017e-4	-0.563572109346083	7.789346314839646e-5	Down	Down	FALSE	FALSE	AtPARCL	NA
AT1G64370	-0.42342114982137247	4.2825060576529017e-4	-0.563572109346083	7.789346314839646e-5	Down	Down	FALSE	FALSE	PARCL	NA
AT5G28540	-0.3641148497837321	4.390651425059176e-4	-0.39804466994288035	2.6084190064036745e-4	Down	Down	FALSE	FALSE	BIP1	Encodes the luminal binding protein BiP, an ER-localized member of the HSP70 family.  BiP is composed of an N-terminal ATP binding domain and a C-terminal domain that binds to hydrophobic patches on improperly/incompletely folded proteins in an ATP-dependent manner. Involved in polar nuclei fusion during proliferation of endosperm nuclei.
AT5G28540	-0.3641148497837321	4.390651425059176e-4	-0.39804466994288035	2.6084190064036745e-4	Down	Down	FALSE	FALSE	HSP70-11	Encodes the luminal binding protein BiP, an ER-localized member of the HSP70 family.  BiP is composed of an N-terminal ATP binding domain and a C-terminal domain that binds to hydrophobic patches on improperly/incompletely folded proteins in an ATP-dependent manner. Involved in polar nuclei fusion during proliferation of endosperm nuclei.
AT3G10040	-0.905316214614146	4.4721714502024546e-4	-0.6150271233829123	0.00369694488198084	Down	Down	FALSE	FALSE	HRA1	NA
AT1G58100	-0.5519229362724722	4.669211855856722e-4	-0.06735287863246242	0.4606295283929499	Down	NS	FALSE	FALSE	AtTCP8	NA
AT1G58100	-0.5519229362724722	4.669211855856722e-4	-0.06735287863246242	0.4606295283929499	Down	NS	FALSE	FALSE	TCP8	NA
AT1G55500	-0.5817687043403765	4.74083174395822e-4	-0.5087231706908604	0.00101426411529235	Down	Down	FALSE	FALSE	ECT4	NA
AT2G20280	0.21845998523561505	4.8109264338032793e-4	-0.20364534845142757	7.185982870071083e-4	Up	Down	FALSE	TRUE	AtC3H21	NA
AT5G60670	0.40021831240205685	5.090963376213899e-4	0.1487874249497132	0.05330331822955499	Up	NS	FALSE	FALSE	RPL12C	NA
AT5G60670	0.40021831240205685	5.090963376213899e-4	0.1487874249497132	0.05330331822955499	Up	NS	FALSE	FALSE	uL11x	NA
AT2G18980	0.2629289211288679	5.243034356643565e-4	0.02443742596977927	0.5781712328651103	Up	NS	FALSE	FALSE	PRX16	NA
AT5G10360	0.32099367988289984	5.321471489001439e-4	0.14868292714186992	0.024413160957328182	Up	Up	FALSE	FALSE	EMB3010	RPS6A and RPS6B are fully redundant and essential during gametogenesis.
AT5G10360	0.32099367988289984	5.321471489001439e-4	0.14868292714186992	0.024413160957328182	Up	Up	FALSE	FALSE	eS6y	RPS6A and RPS6B are fully redundant and essential during gametogenesis.
AT5G10360	0.32099367988289984	5.321471489001439e-4	0.14868292714186992	0.024413160957328182	Up	Up	FALSE	FALSE	RPS6B	RPS6A and RPS6B are fully redundant and essential during gametogenesis.
AT1G73330	-0.7543527732590753	5.341864030883158e-4	-0.1396798718799488	0.28593193839936415	Down	NS	FALSE	FALSE	ATDR4	encodes a plant-specific protease inhibitor-like protein whose transcript level in root disappears in response to progressive drought stress. The decrease in transcript level is independent from abscisic acid level.
AT1G73330	-0.7543527732590753	5.341864030883158e-4	-0.1396798718799488	0.28593193839936415	Down	NS	FALSE	FALSE	DR4	encodes a plant-specific protease inhibitor-like protein whose transcript level in root disappears in response to progressive drought stress. The decrease in transcript level is independent from abscisic acid level.
AT1G69210	0.25820216789591655	5.520917003503397e-4	-0.04764361614741119	0.29000194278932306	Up	NS	FALSE	FALSE	NA	NA
AT3G17410	-0.39964942288098015	5.595166619694716e-4	0.00687919518454194	0.9179118072830728	Down	NS	FALSE	FALSE	CARK1	NA
AT1G09320	-2.5764491815441666	5.778071872381992e-4	0.27414856016824984	0.5327210646442634	Down	NS	FALSE	FALSE	ADCP1	NA
AT1G09320	-2.5764491815441666	5.778071872381992e-4	0.27414856016824984	0.5327210646442634	Down	NS	FALSE	FALSE	AGDP1	NA
AT5G08380	0.26484542963688895	5.805332873537632e-4	0.00103433661872998	0.981456159706156	Up	NS	FALSE	FALSE	AGAL1	NA
AT5G08380	0.26484542963688895	5.805332873537632e-4	0.00103433661872998	0.981456159706156	Up	NS	FALSE	FALSE	AtAGAL1	NA
AT1G65390	-0.6662869054823872	5.869093996167075e-4	-0.6029473055272874	0.00103076699336126	Down	Down	FALSE	FALSE	ATPP2-A5	NA
AT1G65390	-0.6662869054823872	5.869093996167075e-4	-0.6029473055272874	0.00103076699336126	Down	Down	FALSE	FALSE	PP2-A5	NA
AT5G57990	-0.5738064941285899	5.967510441049334e-4	-0.44905069398701514	0.00230267217909988	Down	Down	FALSE	FALSE	UBP23	Encodes a ubiquitin-specific protease.
ATMG00220	-0.27442368045751664	6.121793866282816e-4	0.11643922525364658	0.03752094606471595	Down	Up	TRUE	FALSE	COB	Mitochondrial apocytochrome b (cob) gene encodes a subunit of the ubiquinol-cytochrome c oxidoreductase and is part of a 5 kb transcript. The transcript also contains a pseudogene for ribosomal protein S14 called RPS15 and a tRNA(Ser) gene. Both the Cob and RPS15 genes are edited in the transcript.
AT1G33670	0.28557954320879375	6.40875477619291e-4	-0.06263189870372088	0.2270612852748818	Up	NS	FALSE	FALSE	ExLRR5	NA
AT2G44570	0.33063756839644753	6.511575030646266e-4	-7.10154019579079e-4	0.9900040898599164	Up	NS	FALSE	FALSE	AtGH9B12	NA
AT2G44570	0.33063756839644753	6.511575030646266e-4	-7.10154019579079e-4	0.9900040898599164	Up	NS	FALSE	FALSE	GH9B12	NA
AT4G32285	-0.36782748242377394	6.579364852480651e-4	-0.10836408216670534	0.1207901947582636	Down	NS	FALSE	FALSE	CAP1	NA
AT4G32285	-0.36782748242377394	6.579364852480651e-4	-0.10836408216670534	0.1207901947582636	Down	NS	FALSE	FALSE	PICALM4b	NA
AT1G80010	-0.8443295037230847	6.639038671942744e-4	-0.17538801462073297	0.25253597282775575	Down	NS	FALSE	FALSE	FRS8	NA
AT2G31810	0.244647362533577	6.745773609132845e-4	0.20466646676475975	0.00180992730159832	Up	Up	FALSE	FALSE	AHASS1	NA
AT2G31810	0.244647362533577	6.745773609132845e-4	0.20466646676475975	0.00180992730159832	Up	Up	FALSE	FALSE	AIP1	NA
AT1G02890	-0.5298655691148433	6.750106707641773e-4	-0.25280363089161284	0.02561340786664983	Down	Down	FALSE	FALSE	NA	NA
AT5G13590	-0.3901127597052216	6.977216651828087e-4	-0.06991302846575564	0.3212433387674855	Down	NS	FALSE	FALSE	NA	NA
AT1G07350	-0.8977298631437804	7.05419847161443e-4	-0.9532788808330253	5.006453345363402e-4	Down	Down	FALSE	FALSE	SR45a	NA
AT1G03290	-0.7144308544025861	7.109976041978539e-4	-0.6477956530895526	0.00122848312324306	Down	Down	FALSE	FALSE	NA	NA
AT4G01590	-0.23280262884213695	7.131691086891662e-4	-0.01118492125986847	0.7833562851816361	Down	NS	FALSE	FALSE	NA	NA
AT1G68580	-0.8401600101826432	7.529940400426589e-4	-0.9509901451246812	3.697466129309519e-4	Down	Down	FALSE	FALSE	NA	NA
AT5G64740	-0.28169998092874593	7.78097701210823e-4	-0.178406341539862	0.00837266959049471	Down	Down	FALSE	FALSE	CESA6	Encodes a cellulose synthase isomer. CESA6 mutants have cellulose defect in the primary cell wall. Multiple lines of evidence suggest that CESA6, along with CESA1 and CESA3 are present in the same plasma membrane complex for cellulose biosynthesis. CESA2 and CESA5 are related to CESA6, having partially redundant roles.  As inferred from the null role of secondary wall-type CesAs, included in a set of five primary wall-type CesAs that may support trichome cell wall thickening.
AT5G64740	-0.28169998092874593	7.78097701210823e-4	-0.178406341539862	0.00837266959049471	Down	Down	FALSE	FALSE	E112	Encodes a cellulose synthase isomer. CESA6 mutants have cellulose defect in the primary cell wall. Multiple lines of evidence suggest that CESA6, along with CESA1 and CESA3 are present in the same plasma membrane complex for cellulose biosynthesis. CESA2 and CESA5 are related to CESA6, having partially redundant roles.  As inferred from the null role of secondary wall-type CesAs, included in a set of five primary wall-type CesAs that may support trichome cell wall thickening.
AT5G64740	-0.28169998092874593	7.78097701210823e-4	-0.178406341539862	0.00837266959049471	Down	Down	FALSE	FALSE	IXR2	Encodes a cellulose synthase isomer. CESA6 mutants have cellulose defect in the primary cell wall. Multiple lines of evidence suggest that CESA6, along with CESA1 and CESA3 are present in the same plasma membrane complex for cellulose biosynthesis. CESA2 and CESA5 are related to CESA6, having partially redundant roles.  As inferred from the null role of secondary wall-type CesAs, included in a set of five primary wall-type CesAs that may support trichome cell wall thickening.
AT5G64740	-0.28169998092874593	7.78097701210823e-4	-0.178406341539862	0.00837266959049471	Down	Down	FALSE	FALSE	PRC1	Encodes a cellulose synthase isomer. CESA6 mutants have cellulose defect in the primary cell wall. Multiple lines of evidence suggest that CESA6, along with CESA1 and CESA3 are present in the same plasma membrane complex for cellulose biosynthesis. CESA2 and CESA5 are related to CESA6, having partially redundant roles.  As inferred from the null role of secondary wall-type CesAs, included in a set of five primary wall-type CesAs that may support trichome cell wall thickening.
AT2G19540	-0.3697952131972855	7.957740399601572e-4	-0.14458769495931634	0.05849805680272665	Down	NS	FALSE	FALSE	HTD1	NA
AT1G30760	0.4142274349178976	8.400401568297935e-4	0.08520721652529772	0.2747677803815086	Up	NS	FALSE	FALSE	AtBBE-like	NA
AT1G76160	0.2936735630080136	8.42733734790973e-4	-0.03526441049195128	0.5108434758655582	Up	NS	FALSE	FALSE	sks5	NA
AT2G41475	-0.34675679947025273	8.613539402631082e-4	0.02882756992656254	0.647241640470926	Down	NS	FALSE	FALSE	ATS3A	NA
AT5G25080	-0.8528845122524515	8.849320063635018e-4	-0.34715648418065115	0.05451679527090277	Down	NS	FALSE	FALSE	NA	NA
AT3G15800	0.4206973416675588	9.120340875692536e-4	0.02372947995574748	0.7575155025334208	Up	NS	FALSE	FALSE	NA	NA
AT4G10790	-0.1842336725036482	9.138505635078524e-4	0.0439347128044183	0.21847819169906657	Down	NS	FALSE	FALSE	PUX10	NA
AT5G66170	-0.7240008806559892	9.337729720173936e-4	-0.20046117056685375	0.16235751911809873	Down	NS	FALSE	FALSE	STR18	Encodes a thiosulfate sulfurtransferase/rhodanese.
AT5G15520	0.3345339802573477	9.475732702140184e-4	0.20240709959890069	0.0121204283515546	Up	Up	FALSE	FALSE	eS19y	NA
AT3G18490	0.3207676215133368	9.50363421257264e-4	-0.05103670710517249	0.39920857332851906	Up	NS	FALSE	FALSE	ASPG1	NA
AT1G53510	-0.3802293004954649	9.669435070664388e-4	-0.29534589265563227	0.00372908055869873	Down	Down	FALSE	FALSE	ATMPK18	member of MAP Kinase
AT1G53510	-0.3802293004954649	9.669435070664388e-4	-0.29534589265563227	0.00372908055869873	Down	Down	FALSE	FALSE	MPK18	member of MAP Kinase
AT3G05560	0.26365740141013205	0.00100817972477889	0.15585281970437848	0.01411230200043285	Up	Up	FALSE	FALSE	eL22z	NA
AT5G13690	0.37348463317842473	0.00101260707919009	-0.06418310531095628	0.3698401901796224	Up	NS	FALSE	FALSE	CYL1	Encodes an enzyme that is predicted to act as an alpha-N-acetylglucosaminidase (NAGLU). An naglu mutant arrests early in seed development but does not appear to have male or female gametophytic defects. Transcript levels for this gene are increased during reproductive development.
AT5G13690	0.37348463317842473	0.00101260707919009	-0.06418310531095628	0.3698401901796224	Up	NS	FALSE	FALSE	NAGLU	Encodes an enzyme that is predicted to act as an alpha-N-acetylglucosaminidase (NAGLU). An naglu mutant arrests early in seed development but does not appear to have male or female gametophytic defects. Transcript levels for this gene are increased during reproductive development.
AT3G60810	0.7185450830747548	0.00102238937523722	-0.00479491169011225	0.9713440275630268	Up	NS	FALSE	FALSE	NA	NA
AT3G09700	-1.1466839371036244	0.00105962534111358	-0.2557457990752603	0.25773957558540533	Down	NS	FALSE	FALSE	PAM18-2	NA
AT3G22440	-0.7866408882651434	0.00107629477807813	-0.9481443948185238	3.7190328001860025e-4	Down	Down	FALSE	FALSE	NA	NA
AT5G23760	0.4376485840482154	0.00110687879473248	-0.20768227533896064	0.03662977814529033	Up	Down	FALSE	TRUE	NA	NA
AT4G14940	0.24103162657246813	0.00121325609487264	-0.01237898477184629	0.7892447706209983	Up	NS	FALSE	FALSE	AO1	atao1 gene of Arabidopsis thaliana encodes an extracellular copper amine oxidase expressed during early stages of vascular tissue development.
AT4G14940	0.24103162657246813	0.00121325609487264	-0.01237898477184629	0.7892447706209983	Up	NS	FALSE	FALSE	ATAO1	atao1 gene of Arabidopsis thaliana encodes an extracellular copper amine oxidase expressed during early stages of vascular tissue development.
