Accession_clean	logFC_col	P_col	logFC_ufm1	P_ufm1	Col0_state	ufm1_state	Dep_Accumulation	Dep_Depletion	external_name	description
AT3G56240	0.9439420337395924	0.4326332677927469	-1.844335231135588	0.14928577961987363	NS	NS	FALSE	FALSE	AtHMP31	CCH protein belongs to a family of eukaryotic proteins that participate in  intracellular copper homeostasis by delivering this metal to the secretory pathway; mainly located along the vascular bundles of senescing leaves and petioles as well as in stem sieve elements; hypothesized  to have a role in copper mobilization from decaying organs towards reproductive structures, as a result of metalloprotein breakdown. The plant-specific C-terminal domain of the CCH protein forms amyloid-like fibrils in vitro.
AT3G56240	0.9439420337395924	0.4326332677927469	-1.844335231135588	0.14928577961987363	NS	NS	FALSE	FALSE	CCH	CCH protein belongs to a family of eukaryotic proteins that participate in  intracellular copper homeostasis by delivering this metal to the secretory pathway; mainly located along the vascular bundles of senescing leaves and petioles as well as in stem sieve elements; hypothesized  to have a role in copper mobilization from decaying organs towards reproductive structures, as a result of metalloprotein breakdown. The plant-specific C-terminal domain of the CCH protein forms amyloid-like fibrils in vitro.
AT5G10060	0.06171688816736065	0.43270435920571126	-0.0726734322858924	0.35996929950033035	NS	NS	FALSE	FALSE	NA	NA
AT5G27430	-0.19452181807187685	0.4327188074227541	-0.06662909539685202	0.7835308626193953	NS	NS	FALSE	FALSE	NA	NA
AT1G43190	-0.07917487192012373	0.4331009093402606	0.05579597072938824	0.5759614447320954	NS	NS	FALSE	FALSE	PTB3	NA
AT2G34520	-0.14455690600147977	0.43316008608934176	-0.00276147586878394	0.9877508136689156	NS	NS	FALSE	FALSE	RPS14	nuclear-encoded mitochondrial ribosomal protein S14
AT2G34520	-0.14455690600147977	0.43316008608934176	-0.00276147586878394	0.9877508136689156	NS	NS	FALSE	FALSE	uS14m	nuclear-encoded mitochondrial ribosomal protein S14
AT2G46780	-0.09179195105883764	0.4332714942965541	0.03483563700315173	0.7612894515893459	NS	NS	FALSE	FALSE	NA	NA
AT5G35940	-0.10967080796734052	0.4332826003134853	0.134693123578991	0.3416480504496257	NS	NS	FALSE	FALSE	JAL41	NA
AT5G06839	-0.12539349462337412	0.4333192573078276	-0.02928541739227697	0.8513749035584404	NS	NS	FALSE	FALSE	bZIP65	NA
AT5G06839	-0.12539349462337412	0.4333192573078276	-0.02928541739227697	0.8513749035584404	NS	NS	FALSE	FALSE	TGA10	NA
AT1G70320	-0.10883451075742911	0.433329241065733	0.20236423492754696	0.16748533645225702	NS	NS	FALSE	FALSE	UPL2	encodes a ubiquitin-protein ligase-like protein containing a HECT domain. There are six other HECT-domain UPLs in Arabidopsis.
AT5G65020	0.05511791070817651	0.4335287978146965	0.08336528103101415	0.2500685055240014	NS	NS	FALSE	FALSE	ANNAT2	Annexins are calcium binding proteins that are localized in the cytoplasm. When cytosolic Ca2+ increases, they relocate to the plasma membrane.  They may be involved in the Golgi-mediated secretion of polysaccharides.
AT5G65020	0.05511791070817651	0.4335287978146965	0.08336528103101415	0.2500685055240014	NS	NS	FALSE	FALSE	AtANN2	Annexins are calcium binding proteins that are localized in the cytoplasm. When cytosolic Ca2+ increases, they relocate to the plasma membrane.  They may be involved in the Golgi-mediated secretion of polysaccharides.
AT5G20280	-0.40276349535828615	0.433720767314732	0.33181125159692115	0.5157007743419133	NS	NS	FALSE	FALSE	ATSPS1F	Encodes a protein with putative sucrose-phosphate synthase activity. When the gene was expressed in transgenic tobacco plants, a clear trend for increased SPS activity was noted.
AT5G20280	-0.40276349535828615	0.433720767314732	0.33181125159692115	0.5157007743419133	NS	NS	FALSE	FALSE	SPS1F	Encodes a protein with putative sucrose-phosphate synthase activity. When the gene was expressed in transgenic tobacco plants, a clear trend for increased SPS activity was noted.
AT5G20280	-0.40276349535828615	0.433720767314732	0.33181125159692115	0.5157007743419133	NS	NS	FALSE	FALSE	SPSA1	Encodes a protein with putative sucrose-phosphate synthase activity. When the gene was expressed in transgenic tobacco plants, a clear trend for increased SPS activity was noted.
AT5G51570	0.0608908583463652	0.4337836190131468	-0.01246157950490811	0.8696802237944965	NS	NS	FALSE	FALSE	HIR3	NA
AT4G31880	-0.10869682723264162	0.4339014869505846	-0.10034752537479363	0.46845099647548494	NS	NS	FALSE	FALSE	AtPDS5C	NA
AT4G31880	-0.10869682723264162	0.4339014869505846	-0.10034752537479363	0.46845099647548494	NS	NS	FALSE	FALSE	DEMR1	NA
AT4G31880	-0.10869682723264162	0.4339014869505846	-0.10034752537479363	0.46845099647548494	NS	NS	FALSE	FALSE	PDS5C	NA
AT2G14120	-0.17075830970480865	0.4340395303920612	0.0531585739750362	0.803310069781106	NS	NS	FALSE	FALSE	DRP3B	Encodes a dynamin related protein. DRPs are self-assembling GTPasse involved in fission and fusion of membranes. DRP3B functions in mitochondrion and peroxisome fission in combination with DRP3A.
AT2G31320	-0.11017210620783756	0.43430628022870865	0.2639991868845719	0.08891412479839009	NS	NS	FALSE	FALSE	PARP1	Abiotic Stress-inducible gene.
AT1G63010	-0.10090160649227188	0.43432631093390406	-0.01525744580425936	0.9035874222643068	NS	NS	FALSE	FALSE	PHT5;1	NA
AT1G63010	-0.10090160649227188	0.43432631093390406	-0.01525744580425936	0.9035874222643068	NS	NS	FALSE	FALSE	VPT1	NA
AT5G55960	-1.467841327892451	0.43444844383126546	-1.4220491865931244	0.4482509961190103	NS	NS	FALSE	FALSE	NA	NA
AT1G51860	0.06950625606151561	0.43454525854364334	0.03581448092168671	0.6818050692989344	NS	NS	FALSE	FALSE	NA	NA
AT1G65700	-0.21767057679922883	0.4349919172906662	-0.03456571864241198	0.8989342464532584	NS	NS	FALSE	FALSE	AtLSM8	NA
AT1G65700	-0.21767057679922883	0.4349919172906662	-0.03456571864241198	0.8989342464532584	NS	NS	FALSE	FALSE	LSM8	NA
AT4G31750	-0.11354644378972624	0.43502909759540953	0.18877917563178315	0.21214562527380051	NS	NS	FALSE	FALSE	WIN2	Encodes HopW1-1-Interacting protein 2 (WIN2).  Interacts with the P. syringae effector HopW1-1.  WIN2 has protein phosphatase activity.  Modulates plant defenses against bacteria.  Three WIN proteins are identified so far (WIN1: AT1G80600; WIN2: AT4G31750; WIN3: AT5G13320).
AT1G22920	-0.07109148119451802	0.4350386653210274	0.05160335962937168	0.5665298432968722	NS	NS	FALSE	FALSE	AJH1	AJH1 encodes a protein similar to JAB1, a specific mammalian coactivator of AP-1 transcription. Encodes a subunit of the COP9 complex that is involved in protein deneddylation. Plants with mutations in CSN5A and CSN5B have a de-etiolated phenotype.
AT1G22920	-0.07109148119451802	0.4350386653210274	0.05160335962937168	0.5665298432968722	NS	NS	FALSE	FALSE	CSN5A	AJH1 encodes a protein similar to JAB1, a specific mammalian coactivator of AP-1 transcription. Encodes a subunit of the COP9 complex that is involved in protein deneddylation. Plants with mutations in CSN5A and CSN5B have a de-etiolated phenotype.
AT5G11150	0.25806195780334207	0.4354857877493894	0.33826594202322013	0.31472894574440696	NS	NS	FALSE	FALSE	ATVAMP713	Member of Synaptobrevin-like AtVAMP7C, v-SNARE protein family.
AT5G11150	0.25806195780334207	0.4354857877493894	0.33826594202322013	0.31472894574440696	NS	NS	FALSE	FALSE	GPS2	Member of Synaptobrevin-like AtVAMP7C, v-SNARE protein family.
AT5G11150	0.25806195780334207	0.4354857877493894	0.33826594202322013	0.31472894574440696	NS	NS	FALSE	FALSE	VAMP713	Member of Synaptobrevin-like AtVAMP7C, v-SNARE protein family.
AT1G13130	0.4051967099476243	0.4356216646515686	0.6681743066325687	0.2160159999427497	NS	NS	FALSE	FALSE	NA	NA
AT1G33790	-0.13000250918451073	0.43579374096978496	0.24239294437390055	0.16853556111782717	NS	NS	FALSE	FALSE	NA	NA
AT3G52390	0.229207903268005	0.4360736533317542	-0.05117136225840824	0.858718561893813	NS	NS	FALSE	FALSE	NA	NA
AT1G78460	0.09011165942368038	0.43607925924017354	0.10188744366141832	0.3816457893718539	NS	NS	FALSE	FALSE	cHBP3	NA
AT1G63930	-0.29837542041575205	0.43609606195570905	0.4293882802502722	0.2740728650426736	NS	NS	FALSE	FALSE	ROH1	NA
AT1G63930	-0.29837542041575205	0.43609606195570905	0.4293882802502722	0.2740728650426736	NS	NS	FALSE	FALSE	ROH1A	NA
AT4G14040	0.21033940087826153	0.43615948140503347	0.4821020318298146	0.10190484538497954	NS	NS	FALSE	FALSE	EDA38	NA
AT4G14040	0.21033940087826153	0.43615948140503347	0.4821020318298146	0.10190484538497954	NS	NS	FALSE	FALSE	SBP2	NA
AT1G26730	-0.3236999608525295	0.436939831774971	0.3018530662393317	0.467129462370429	NS	NS	FALSE	FALSE	NA	NA
AT5G19400	0.18941315429155023	0.4373962181100291	-0.0191364284578519	0.9359250418613804	NS	NS	FALSE	FALSE	SMG7	Encodes SMG7, a protein that possesses an evolutionarily conserved EST1 domain and exhibits strong homology to human SMG6 (EST1A) and SMG7 (EST1C) proteins.  SMG7 plays an evolutionarily conserved role in nonsense-mediated RNA decay (NMD). Required for exit from meiosis.  Hypomorphic smg7 alleles render mutant plants sterile by causing an unusual cell-cycle arrest in anaphase II that is characterized by delayed chromosome decondensation and aberrant rearrangement of the meiotic spindle. Disruption of SMG7 causes embryonic lethality.
AT2G34560	-0.10975280029957446	0.4380702873943395	0.06524424814364593	0.6396117098012187	NS	NS	FALSE	FALSE	AtCCP1	NA
AT2G34560	-0.10975280029957446	0.4380702873943395	0.06524424814364593	0.6396117098012187	NS	NS	FALSE	FALSE	CCP1	NA
AT3G17740	-0.16926358946484044	0.4387373673182491	0.09024810935212456	0.6744423169839886	NS	NS	FALSE	FALSE	NA	NA
AT3G55770	-0.28570356902525873	0.43874514417303534	0.20105412932171873	0.5812728120123989	NS	NS	FALSE	FALSE	WLIM2b	NA
AT3G02680	-0.11332503385960636	0.438778064397044	0.05939010070062522	0.6796497365937331	NS	NS	FALSE	FALSE	ATNBS1	DNA repair and meiotic recombination protein, component of MRE11 complex with RAD50 and MRE11
AT3G02680	-0.11332503385960636	0.438778064397044	0.05939010070062522	0.6796497365937331	NS	NS	FALSE	FALSE	NBS1	DNA repair and meiotic recombination protein, component of MRE11 complex with RAD50 and MRE11
AT2G41500	-0.1380959229753849	0.438860750439631	-0.27818829623562635	0.1437101675061022	NS	NS	FALSE	FALSE	AtPRP4	Encodes LACHESIS (LIS), a protein with seven WD40 repeats. LIS is homologous to the yeast splicing factor PRP4 which is associated with the U4/U6 complex of the spliceosome.  LIS is involved in a mechanism that prevents accessory cells from adopting gametic cell fate: lis mutant forms supernumerary egg cells.
AT2G41500	-0.1380959229753849	0.438860750439631	-0.27818829623562635	0.1437101675061022	NS	NS	FALSE	FALSE	AtSAP60	Encodes LACHESIS (LIS), a protein with seven WD40 repeats. LIS is homologous to the yeast splicing factor PRP4 which is associated with the U4/U6 complex of the spliceosome.  LIS is involved in a mechanism that prevents accessory cells from adopting gametic cell fate: lis mutant forms supernumerary egg cells.
AT2G41500	-0.1380959229753849	0.438860750439631	-0.27818829623562635	0.1437101675061022	NS	NS	FALSE	FALSE	EMB2776	Encodes LACHESIS (LIS), a protein with seven WD40 repeats. LIS is homologous to the yeast splicing factor PRP4 which is associated with the U4/U6 complex of the spliceosome.  LIS is involved in a mechanism that prevents accessory cells from adopting gametic cell fate: lis mutant forms supernumerary egg cells.
AT2G41500	-0.1380959229753849	0.438860750439631	-0.27818829623562635	0.1437101675061022	NS	NS	FALSE	FALSE	LIS	Encodes LACHESIS (LIS), a protein with seven WD40 repeats. LIS is homologous to the yeast splicing factor PRP4 which is associated with the U4/U6 complex of the spliceosome.  LIS is involved in a mechanism that prevents accessory cells from adopting gametic cell fate: lis mutant forms supernumerary egg cells.
AT2G41500	-0.1380959229753849	0.438860750439631	-0.27818829623562635	0.1437101675061022	NS	NS	FALSE	FALSE	PRP4	Encodes LACHESIS (LIS), a protein with seven WD40 repeats. LIS is homologous to the yeast splicing factor PRP4 which is associated with the U4/U6 complex of the spliceosome.  LIS is involved in a mechanism that prevents accessory cells from adopting gametic cell fate: lis mutant forms supernumerary egg cells.
AT2G15690	0.09112461997392174	0.4388661601716052	0.1032702771934737	0.38347235824003817	NS	NS	FALSE	FALSE	BLX	NA
AT2G15690	0.09112461997392174	0.4388661601716052	0.1032702771934737	0.38347235824003817	NS	NS	FALSE	FALSE	DYW2	NA
ATCG00750	-0.09866721188150862	0.4388750931683669	0.04519941429166252	0.7177515837823676	NS	NS	FALSE	FALSE	RPS11	30S chloroplast ribosomal protein S11
ATCG00750	-0.09866721188150862	0.4388750931683669	0.04519941429166252	0.7177515837823676	NS	NS	FALSE	FALSE	uS11C	30S chloroplast ribosomal protein S11
AT1G74970	0.1060241863294955	0.43897288226767395	-0.22954793339550503	0.12048411971548947	NS	NS	FALSE	FALSE	PRPS9	ribosomal protein S9, nuclear encoded component of the chloroplast ribosome
AT1G74970	0.1060241863294955	0.43897288226767395	-0.22954793339550503	0.12048411971548947	NS	NS	FALSE	FALSE	RPS9	ribosomal protein S9, nuclear encoded component of the chloroplast ribosome
AT1G74970	0.1060241863294955	0.43897288226767395	-0.22954793339550503	0.12048411971548947	NS	NS	FALSE	FALSE	SOT8	ribosomal protein S9, nuclear encoded component of the chloroplast ribosome
AT1G74970	0.1060241863294955	0.43897288226767395	-0.22954793339550503	0.12048411971548947	NS	NS	FALSE	FALSE	TWN3	ribosomal protein S9, nuclear encoded component of the chloroplast ribosome
AT1G74970	0.1060241863294955	0.43897288226767395	-0.22954793339550503	0.12048411971548947	NS	NS	FALSE	FALSE	uS9c	ribosomal protein S9, nuclear encoded component of the chloroplast ribosome
AT3G60130	0.08819259110733668	0.4389997529057793	0.06448823468523557	0.5671826028482827	NS	NS	FALSE	FALSE	BGLU16	NA
AT1G18800	-0.08948665726460803	0.43927231463053695	-0.0118738450850202	0.91628726661143	NS	NS	FALSE	FALSE	NRP2	Double nrp1-1 nrp2-1 mutants show arrest of cell cycle progression at G2/M  and disordered cellular organization occurred in root tips. Localize in the nucleus and can form homomeric and heteromeric protein complexes with NRP1. Bind histones Histone2A and Histone2B and associate with chromatin in vivo.
AT5G08520	-0.09471494320379392	0.439643184813536	-0.00614126635305822	0.9590565152115744	NS	NS	FALSE	FALSE	MYBS2	NA
AT5G09400	0.13427129354299083	0.4398839943377887	-0.07529862782452312	0.6596897609833524	NS	NS	FALSE	FALSE	AtKUP7	potassium transporter
AT5G09400	0.13427129354299083	0.4398839943377887	-0.07529862782452312	0.6596897609833524	NS	NS	FALSE	FALSE	KUP7	potassium transporter
AT1G19140	5	0.43991781103776617	5	0.3989368010876704	NS	NS	FALSE	FALSE	COQ9	NA
AT1G07650	0.07655481208534098	0.440001868461103	-0.01263736349446276	0.8961568165673839	NS	NS	FALSE	FALSE	LMK1	NA
AT1G66940	-0.05692525630923839	0.4400564005247932	0.2413866715542774	0.01128972671645823	NS	Up	TRUE	FALSE	NA	NA
AT5G54830	-0.1660506643795685	0.4400828382007186	-0.02817051166927342	0.8933201896663154	NS	NS	FALSE	FALSE	NA	NA
AT3G14350	-0.16015323402485038	0.44021531054500496	0.04975569594729023	0.806387948048995	NS	NS	FALSE	FALSE	SRF7	NA
AT5G47490	0.26606961878473	0.44039028819281134	0.2065153699138236	0.5455061695602559	NS	NS	FALSE	FALSE	NA	NA
AT5G40950	0.07001970477532993	0.4404290883060463	-0.00849772124230341	0.9236067752358228	NS	NS	FALSE	FALSE	bL27c	NA
AT5G40950	0.07001970477532993	0.4404290883060463	-0.00849772124230341	0.9236067752358228	NS	NS	FALSE	FALSE	PRPL27	NA
AT5G40950	0.07001970477532993	0.4404290883060463	-0.00849772124230341	0.9236067752358228	NS	NS	FALSE	FALSE	RPL27	NA
AT3G16530	0.08332536814116409	0.4405333600501181	0.06187416336272022	0.5626845510416525	NS	NS	FALSE	FALSE	NA	Lectin like protein whose expression is induced upon treatment with chitin oligomers.
AT3G13060	-0.2129486688736613	0.4408379684931243	-0.3673349857802748	0.20270878443121945	NS	NS	FALSE	FALSE	ECT5	NA
AT2G45740	0.1176644837553482	0.44112689017508067	-0.06191869774624692	0.6800286817372972	NS	NS	FALSE	FALSE	PEX11D	member of the peroxin11 (PEX11) gene family, integral to peroxisome membrane, controls peroxisome proliferation.
AT3G55610	-0.07777607335869519	0.4415489161748004	-0.05523807481030118	0.5802514878324512	NS	NS	FALSE	FALSE	P5CS2	encodes delta 1-pyrroline-5-carboxylate synthetase B. Gene expression is induced by dehydration, high salt and ABA. Knock-out mutations in P5CS2 are embryo-lethal. P5CS2 appears to be present in different cells and/or different subcellular locations from P5CS1 in a tissue-dependent manner.
AT3G61050	0.05752879071134842	0.44186417766340647	-0.09038074684595544	0.24204792648262136	NS	NS	FALSE	FALSE	AtCLB	NA
AT3G61050	0.05752879071134842	0.44186417766340647	-0.09038074684595544	0.24204792648262136	NS	NS	FALSE	FALSE	CLB1	NA
AT3G61050	0.05752879071134842	0.44186417766340647	-0.09038074684595544	0.24204792648262136	NS	NS	FALSE	FALSE	NTMC2T4	NA
AT3G61050	0.05752879071134842	0.44186417766340647	-0.09038074684595544	0.24204792648262136	NS	NS	FALSE	FALSE	NTMC2TYPE4	NA
AT3G61050	0.05752879071134842	0.44186417766340647	-0.09038074684595544	0.24204792648262136	NS	NS	FALSE	FALSE	SYT7	NA
AT5G26800	1.3155056328832693	0.4421620538861599	-0.706694715561607	0.6745456651527996	NS	NS	FALSE	FALSE	mS88	NA
AT5G10450	-0.09233718665830536	0.44216898687996264	0.05706104476183071	0.6298487419885085	NS	NS	FALSE	FALSE	14-3-3lambda	Encodes a member of the 14-3-3 gene family that is a lambda isoform (14-3-3&#955;). Interacts with APX3 (ascorbate peroxidase) and AKR2 , suggesting a role in mediating oxidative metabolism in stress response. This protein was shown to colocalize and interact with SERK1 by which it is phosphorylated. This protein is also reported to interact with the phosphorylated form of the BZR1 transcription factor involved in brassinosteroid signaling and may affect the nucleocytoplasmic shuttling of BZR1.
AT5G10450	-0.09233718665830536	0.44216898687996264	0.05706104476183071	0.6298487419885085	NS	NS	FALSE	FALSE	AFT1	Encodes a member of the 14-3-3 gene family that is a lambda isoform (14-3-3&#955;). Interacts with APX3 (ascorbate peroxidase) and AKR2 , suggesting a role in mediating oxidative metabolism in stress response. This protein was shown to colocalize and interact with SERK1 by which it is phosphorylated. This protein is also reported to interact with the phosphorylated form of the BZR1 transcription factor involved in brassinosteroid signaling and may affect the nucleocytoplasmic shuttling of BZR1.
AT5G10450	-0.09233718665830536	0.44216898687996264	0.05706104476183071	0.6298487419885085	NS	NS	FALSE	FALSE	GRF6	Encodes a member of the 14-3-3 gene family that is a lambda isoform (14-3-3&#955;). Interacts with APX3 (ascorbate peroxidase) and AKR2 , suggesting a role in mediating oxidative metabolism in stress response. This protein was shown to colocalize and interact with SERK1 by which it is phosphorylated. This protein is also reported to interact with the phosphorylated form of the BZR1 transcription factor involved in brassinosteroid signaling and may affect the nucleocytoplasmic shuttling of BZR1.
AT1G42440	-0.07019387866699134	0.4422738095939833	-0.02772270377364094	0.7568283858612502	NS	NS	FALSE	FALSE	NA	NA
AT3G03050	-0.06835904670069226	0.4423143674542521	-0.02063069888901836	0.8126732407552129	NS	NS	FALSE	FALSE	ATCSLD3	encodes a cellulose synthase like protein. mutations initiate root  hairs that rupture at their tip soon after initiation. is required for the synthesis of a  noncellulosic wall polysaccharide.
AT3G03050	-0.06835904670069226	0.4423143674542521	-0.02063069888901836	0.8126732407552129	NS	NS	FALSE	FALSE	CSLD3	encodes a cellulose synthase like protein. mutations initiate root  hairs that rupture at their tip soon after initiation. is required for the synthesis of a  noncellulosic wall polysaccharide.
AT3G03050	-0.06835904670069226	0.4423143674542521	-0.02063069888901836	0.8126732407552129	NS	NS	FALSE	FALSE	KJK	encodes a cellulose synthase like protein. mutations initiate root  hairs that rupture at their tip soon after initiation. is required for the synthesis of a  noncellulosic wall polysaccharide.
AT3G03050	-0.06835904670069226	0.4423143674542521	-0.02063069888901836	0.8126732407552129	NS	NS	FALSE	FALSE	RHD7	encodes a cellulose synthase like protein. mutations initiate root  hairs that rupture at their tip soon after initiation. is required for the synthesis of a  noncellulosic wall polysaccharide.
AT4G27180	0.11062082818530784	0.4423416647575612	0.05702248484681505	0.6869511455960533	NS	NS	FALSE	FALSE	ATK2	kinesin heavy chain subunit
AT4G27180	0.11062082818530784	0.4423416647575612	0.05702248484681505	0.6869511455960533	NS	NS	FALSE	FALSE	KATB	kinesin heavy chain subunit
AT5G15450	-0.202786738931362	0.4423562518059554	0.43688055367097434	0.12442633002603472	NS	NS	FALSE	FALSE	APG6	Encodes a chloroplast-targeted Hsp101 homologue.  Functions as a molecular chaperone involved in plastid differentiation mediating internal thylakoid membrane formation and conferring thermotolerance to chloroplasts during heat stress.  APG6 is constitutively expressed in the root tips, the organ boundary region, the reproductive tissues of mature plants where plastids exist as proplastids, and slightly in the stems and leaves.  APG6 expression is upregulated in response to heat shock in various organs, but not in response to other abiotic stresses.  Apg6 mutants have a pale-green phenotype.
AT5G15450	-0.202786738931362	0.4423562518059554	0.43688055367097434	0.12442633002603472	NS	NS	FALSE	FALSE	AtCLPB3	Encodes a chloroplast-targeted Hsp101 homologue.  Functions as a molecular chaperone involved in plastid differentiation mediating internal thylakoid membrane formation and conferring thermotolerance to chloroplasts during heat stress.  APG6 is constitutively expressed in the root tips, the organ boundary region, the reproductive tissues of mature plants where plastids exist as proplastids, and slightly in the stems and leaves.  APG6 expression is upregulated in response to heat shock in various organs, but not in response to other abiotic stresses.  Apg6 mutants have a pale-green phenotype.
AT5G15450	-0.202786738931362	0.4423562518059554	0.43688055367097434	0.12442633002603472	NS	NS	FALSE	FALSE	CLPB-P	Encodes a chloroplast-targeted Hsp101 homologue.  Functions as a molecular chaperone involved in plastid differentiation mediating internal thylakoid membrane formation and conferring thermotolerance to chloroplasts during heat stress.  APG6 is constitutively expressed in the root tips, the organ boundary region, the reproductive tissues of mature plants where plastids exist as proplastids, and slightly in the stems and leaves.  APG6 expression is upregulated in response to heat shock in various organs, but not in response to other abiotic stresses.  Apg6 mutants have a pale-green phenotype.
AT5G15450	-0.202786738931362	0.4423562518059554	0.43688055367097434	0.12442633002603472	NS	NS	FALSE	FALSE	CLPB3	Encodes a chloroplast-targeted Hsp101 homologue.  Functions as a molecular chaperone involved in plastid differentiation mediating internal thylakoid membrane formation and conferring thermotolerance to chloroplasts during heat stress.  APG6 is constitutively expressed in the root tips, the organ boundary region, the reproductive tissues of mature plants where plastids exist as proplastids, and slightly in the stems and leaves.  APG6 expression is upregulated in response to heat shock in various organs, but not in response to other abiotic stresses.  Apg6 mutants have a pale-green phenotype.
AT3G51520	-0.09393279358776851	0.4425886357856339	0.18058223723038935	0.1630691162654452	NS	NS	FALSE	FALSE	AtDGAT2	NA
AT3G51520	-0.09393279358776851	0.4425886357856339	0.18058223723038935	0.1630691162654452	NS	NS	FALSE	FALSE	DGAT2	NA
AT4G29910	-0.0919529254897178	0.44277853267192147	-0.03488459718672487	0.7663235898769977	NS	NS	FALSE	FALSE	ATORC5	Origin Recognition Complex subunit 5. Involved in the initiation of DNA replication. Interacts strongly with all ORC subunits.
AT4G29910	-0.0919529254897178	0.44277853267192147	-0.03488459718672487	0.7663235898769977	NS	NS	FALSE	FALSE	EMB2798	Origin Recognition Complex subunit 5. Involved in the initiation of DNA replication. Interacts strongly with all ORC subunits.
AT4G29910	-0.0919529254897178	0.44277853267192147	-0.03488459718672487	0.7663235898769977	NS	NS	FALSE	FALSE	ORC5	Origin Recognition Complex subunit 5. Involved in the initiation of DNA replication. Interacts strongly with all ORC subunits.
AT4G19150	0.05738408407975726	0.443235204707178	-0.1881520222737123	0.03372552199388568	NS	Down	FALSE	TRUE	NA	NA
AT2G41680	-0.1301153857366586	0.4434449847482409	0.4985429381963833	0.01817596626900627	NS	Up	TRUE	FALSE	NTRC	Encodes a NADPH thioredoxin reductase involved in chloroplast protection against oxidative damage.
AT4G22580	-0.12447963367985793	0.4434619617797053	-0.15489672764771	0.3462416725619707	NS	NS	FALSE	FALSE	NA	NA
AT5G27830	-0.12729874930372276	0.4437185826592881	-0.0242661029247948	0.881235202777423	NS	NS	FALSE	FALSE	FBP	NA
AT4G30190	-0.07318503257972608	0.44415527597226434	0.01754753707143308	0.8511620488306688	NS	NS	FALSE	FALSE	AHA2	belongs to the P-type ATPase superfamily of cation-transporting ATPases, pumps protons out of the cell, generating a proton gradient that drives the active transport of nutrients by proton symport. has two autoinhibitory  regions within the C-terminal dom
AT4G30190	-0.07318503257972608	0.44415527597226434	0.01754753707143308	0.8511620488306688	NS	NS	FALSE	FALSE	AtHA2	belongs to the P-type ATPase superfamily of cation-transporting ATPases, pumps protons out of the cell, generating a proton gradient that drives the active transport of nutrients by proton symport. has two autoinhibitory  regions within the C-terminal dom
AT4G30190	-0.07318503257972608	0.44415527597226434	0.01754753707143308	0.8511620488306688	NS	NS	FALSE	FALSE	HA2	belongs to the P-type ATPase superfamily of cation-transporting ATPases, pumps protons out of the cell, generating a proton gradient that drives the active transport of nutrients by proton symport. has two autoinhibitory  regions within the C-terminal dom
AT4G30190	-0.07318503257972608	0.44415527597226434	0.01754753707143308	0.8511620488306688	NS	NS	FALSE	FALSE	PMA2	belongs to the P-type ATPase superfamily of cation-transporting ATPases, pumps protons out of the cell, generating a proton gradient that drives the active transport of nutrients by proton symport. has two autoinhibitory  regions within the C-terminal dom
AT1G27090	-0.07496556427829049	0.44429730441926696	0.02625690758313226	0.7844170746391829	NS	NS	FALSE	FALSE	NA	NA
AT5G66060	0.04778709185978158	0.4449119188987683	-0.1232212599761766	0.07697766996179627	NS	NS	FALSE	FALSE	NA	NA
AT3G51600	0.08283719297198644	0.4449404148048953	-0.16577326276727078	0.15076721781385677	NS	NS	FALSE	FALSE	LTP5	Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the lipid transfer protein (PR-14) family with the following members:   At2g38540/LTP1, At2g38530/LTP2, At5g59320/LTP3, At5g59310/LTP4, At3g51600/LTP5, At3g08770/LTP6, At2g15050/LTP7, At2g18370/LTP8, At2g15325/LTP9, At5g01870/LTP10, At4g33355/LTP11, At3g51590/LTP12, At5g44265/LTP13, At5g62065/LTP14, At4g08530/LTP15.
AT3G61760	-0.1346083006560299	0.4449676819616788	-0.27243343434992084	0.14689685341583006	NS	NS	FALSE	FALSE	ADL1B	NA
AT3G61760	-0.1346083006560299	0.4449676819616788	-0.27243343434992084	0.14689685341583006	NS	NS	FALSE	FALSE	DL1B	NA
AT1G28290	0.15423321555593006	0.44522171022566537	-0.20023555352333489	0.3290216988878962	NS	NS	FALSE	FALSE	AGP31	Encodes an atypical arabinogalactan protein that is localized to the plasma membrange. AGP31 is highly expressed in flowers and vascular tissue and is repressed by jasmonic acid. AGP31 may play a role in vascular tissue function during defense and development.
AT5G14920	-0.8177054002702207	0.445550672395412	0.8324848691468247	0.43775096848329953	NS	NS	FALSE	FALSE	GASA14	NA
AT4G04640	-0.18462085465789	0.4456663645355923	0.939637921600596	0.00505768042327309	NS	Up	TRUE	FALSE	ATPC1	One of two genes (with ATPC2) encoding the gamma subunit of Arabidopsis chloroplast ATP synthase.
AT5G13420	-0.07965500351342314	0.44579575160303775	-0.01516508606794531	0.8819430952017584	NS	NS	FALSE	FALSE	GSM2	NA
AT5G13420	-0.07965500351342314	0.44579575160303775	-0.01516508606794531	0.8819430952017584	NS	NS	FALSE	FALSE	TRA2	NA
AT4G29130	0.0274043185009063	0.44588018712346345	0.1908394018684305	9.687757576578284e-4	NS	Up	TRUE	FALSE	ATHXK1	Encodes a hexokinase (HXK1) in the plant glucose-signaling network.  Functions as a glucose sensor to interrelate nutrient, light, and hormone signaling networks for controlling growth and development in response to the changing environment.
