Length	GC	MaxEnt5	MaxEnt3	Group
562	0.33807829181494664	9.07	5.61	Constitutive
710	0.5169014084507042	6.93	3.05	Constitutive
230	0.41304347826086957	10.36	6.89	Constitutive
38807	0.4535521941917695	6.9	11.31	Constitutive
546	0.5915750915750916	5.34	9.05	Constitutive
600	0.5433333333333333	10.28	10.07	Constitutive
6830	0.4658857979502196	7.33	10.45	Constitutive
520	0.5019230769230769	5.55	10.32	Constitutive
292	0.5102739726027398	0.93	12.13	Constitutive
1457	0.4900480439258751	6.84	10.0	Constitutive
2279	0.4848617814831066	8.61	6.3	Constitutive
923	0.37594799566630555	1.02	7.18	Constitutive
7188	0.387590428491931	8.68	8.28	Constitutive
4165	0.33733493397358943	8.7	6.61	Constitutive
1302	0.434715821812596	10.47	11.2	Constitutive
921	0.5689467969598263	8.56	12.27	Constitutive
86	0.7441860465116279	6.46	3.99	Constitutive
627	0.39553429027113235	6.23	8.54	Constitutive
542	0.492619926199262	9.79	14.29	Constitutive
93	0.3118279569892473	9.57	9.86	Constitutive
110	0.4090909090909091	8.55	5.09	Constitutive
1227	0.4083129584352078	10.47	7.36	Constitutive
1060	0.27264150943396226	7.8	2.89	Constitutive
432	0.6736111111111112	4.08	12.44	Constitutive
916	0.3482532751091703	9.11	8.99	Constitutive
839	0.3539928486293206	6.25	6.44	Constitutive
1448	0.38950276243093923	8.31	9.79	Constitutive
1365	0.42344322344322344	10.77	7.25	Constitutive
5467	0.3003475397841595	9.79	6.2	Constitutive
94	0.7021276595744681	8.41	10.36	Constitutive
2748	0.5287481804949054	8.4	9.26	Constitutive
32821	0.37119527132019137	8.4	9.2	Constitutive
605	0.5173553719008265	7.31	9.14	Constitutive
196	0.49489795918367346	8.95	12.49	Constitutive
2743	0.4287276704338316	10.57	4.08	Constitutive
3018	0.4592445328031809	8.41	8.79	Constitutive
