class,intron_length,GC_intron,PPT_density,T_block_length,SRSF3_count,SRSF3_density,SRSF5_count,SRSF5_density,SRSF11_count,SRSF11_density,SRSF1_count,SRSF1_density,SRSF2_count,SRSF2_density,SRSF7_count,SRSF7_density,PCBP2_count,PCBP2_density,PCBP2_long_count,PCBP2_long_density,PCBP3_count,PCBP3_density,HNRNPH1_count,HNRNPH1_density,HNRNPF_count,HNRNPF_density,HNRNPA2B1_count,HNRNPA2B1_density,RBM25_count,RBM25_density,RBM6_count,RBM6_density,RBM39_count,RBM39_density,RBM24_count,RBM24_density,PTBP1_count,PTBP1_density,ESRP1_count,ESRP1_density,SS5_score,SS3_score,BP_count,rel_position,is_first_intron,upstream_exon_GC,upstream_exon_length,codon_optimality,decoy_5ss_count,decoy_3ss_count,decoy_total,SS5_accessibility,SS3_accessibility
0,580,0.6275862068965518,0.4666666666666667,2,1,1.7241379310344829,1,1.7241379310344829,4,6.8965517241379315,3,5.172413793103448,0,0,0,0,15,25.862068965517242,0,0,2,3.4482758620689657,4,6.8965517241379315,0,0,6,10.344827586206897,3,5.172413793103448,0,0,1,1.7241379310344829,4,6.8965517241379315,0,0,3,5.172413793103448,1.6666666666666667,3.5555555555555554,1,0,1,0.74,50,0.3125,10,16,26,0.4444444444444444,0.34782608695652173
0,363,0.68044077134986225,0.4,3,1,2.7548209366391188,4,11.019283746556475,1,2.7548209366391188,2,5.5096418732782375,0,0,0,0,14,38.56749311294766,0,0,0,0,0,0,0,0,2,5.5096418732782375,3,8.264462809917356,1,2.7548209366391188,4,11.019283746556475,1,2.7548209366391188,0,0,0,0,3.666666666666667,4,0,0,1,0.68,50,0.1875,7,11,18,0.3333333333333333,0.2173913043478261
0,2061,0.6438622028141678,0.5333333333333333,5,8,3.881610868510432,10,4.85201358563804,10,4.85201358563804,15,7.27802037845706,0,0,0,0,64,31.052886948083454,0,0,3,1.455604075691412,8,3.881610868510432,0,0,21,10.189228529839884,9,4.366812227074236,0,0,12,5.822416302765648,12,5.822416302765648,6,2.911208151382824,7,3.396409509946628,5,4,0,0,1,0.7,50,0.375,12,11,23,0.1111111111111111,0.6956521739130435
0,1896,0.6139240506329114,0.26666666666666666,4,9,4.746835443037975,7,3.691983122362869,4,2.109704641350211,3,1.5822784810126582,0,0,0,0,56,29.535864978902953,0,0,6,3.1645569620253164,6,3.1645569620253164,0,0,7,3.691983122362869,4,2.109704641350211,0,0,16,8.438818565400844,4,2.109704641350211,6,3.1645569620253164,6,3.1645569620253164,1.6666666666666667,2.2222222222222223,1,0,1,0.52,50,0.5,10,10,20,0.4444444444444444,0.782608695652174
0,605,0.6429752066115703,0.4,4,1,1.6528925619834711,5,8.264462809917356,2,3.3057851239669422,5,8.264462809917356,0,0,0,0,14,23.140495867768596,1,1.6528925619834711,2,3.3057851239669422,1,1.6528925619834711,1,1.6528925619834711,4,6.6115702479338845,1,1.6528925619834711,0,0,2,3.3057851239669422,3,4.958677685950414,2,3.3057851239669422,2,3.3057851239669422,1.6666666666666667,3.5555555555555554,0,0,1,0.52,50,0.5,4,13,17,0.3333333333333333,0.043478260869565216
0,806,0.6712158808933002,0.6,3,7,8.6848635235732,10,12.406947890818858,1,1.2406947890818858,2,2.4813895781637716,0,0,0,0,47,58.31265508684863,1,1.2406947890818858,4,4.962779156327543,2,2.4813895781637716,0,0,2,2.4813895781637716,0,0,2,2.4813895781637716,14,17.3697270471464,1,1.2406947890818858,3,3.722084367245657,1,1.2406947890818858,3.666666666666667,4,0,0,1,0.74,50,0.0625,6,12,18,0.3333333333333333,0.1739130434782609
0,780,0.6012820512820513,0.4,4,0,0,2,2.564102564102564,3,3.846153846153846,5,6.41025641025641,0,0,0,0,21,26.923076923076923,0,0,1,1.282051282051282,0,0,0,0,5,6.41025641025641,2,2.564102564102564,0,0,2,2.564102564102564,3,3.846153846153846,1,1.282051282051282,0,0,1.6666666666666667,4,0,0,1,0.7,50,0.3125,4,26,30,0.3333333333333333,0.43478260869565216
0,1242,0.6143317230273752,0.3333333333333333,3,19,15.297906602254429,10,8.051529790660226,4,3.2206119162640903,2,1.6103059581320451,0,0,0,0,72,57.971014492753625,0,0,27,21.73913043478261,0,0,0,0,5,4.025764895330113,2,1.6103059581320451,1,0.8051529790660226,25,20.128824476650564,3,2.4154589371980677,6,4.830917874396135,1,0.8051529790660226,9,2.2222222222222223,0,0,1,0.64,50,0.25,16,19,35,0.1111111111111111,0.08695652173913043
0,326,0.6226993865030674,0.5333333333333333,3,3,9.202453987730062,1,3.067484662576687,0,0,1,3.067484662576687,0,0,0,0,9,27.607361963190183,0,0,1,3.067484662576687,0,0,0,0,0,0,0,0,0,0,4,12.269938650306749,0,0,2,6.134969325153374,0,0,7.666666666666667,5.333333333333333,0,0,1,0.66,50,0.4375,7,14,21,0.4444444444444444,0.5217391304347826
0,1189,0.6156433978132885,0.3333333333333333,8,5,4.205214465937763,4,3.36417157275021,2,1.682085786375105,2,1.682085786375105,0,0,0,0,39,32.80067283431455,0,0,3,2.5231286795626575,1,0.8410428931875525,0,0,3,2.5231286795626575,2,1.682085786375105,2,1.682085786375105,10,8.410428931875526,1,0.8410428931875525,2,1.682085786375105,1,0.8410428931875525,1.6666666666666667,3.5555555555555554,0,0,1,0.6,50,0.3125,7,17,24,0.3333333333333333,0.34782608695652173
0,796,0.6168341708542714,0.3333333333333333,9,1,1.2562814070351758,6,7.537688442211055,2,2.5125628140703515,3,3.7688442211055273,0,0,0,0,20,25.125628140703515,0,0,1,1.2562814070351758,3,3.7688442211055273,1,1.2562814070351758,5,6.281407035175879,5,6.281407035175879,1,1.2562814070351758,3,3.7688442211055273,3,3.7688442211055273,1,1.2562814070351758,4,5.025125628140703,2,2.6666666666666665,2,0,1,0.82,50,0.0625,8,23,31,0.2222222222222222,0.21739130434782608
