Length	GC	MaxEnt5	MaxEnt3	Group
147	0.6870748299319728	9.49	6.26	Constitutive
97	0.44329896907216493	6.99	5.54	Constitutive
8379	0.37784938536818236	3.38	4.52	Constitutive
1860	0.3301075268817204	8.0	10.15	Constitutive
807	0.4795539033457249	10.28	9.67	Constitutive
6448	0.39531637717121587	7.44	9.24	Constitutive
3234	0.3435374149659864	-0.12	8.23	Constitutive
23913	0.5016100029272781	6.59	11.51	Constitutive
185	0.6324324324324324	3.1	8.04	Constitutive
734	0.36239782016348776	9.49	6.58	Constitutive
6972	0.40562248995983935	7.96	7.54	Constitutive
9105	0.3359692476661175	8.63	9.47	Constitutive
1842	0.38762214983713356	4.68	3.78	Constitutive
8419	0.3746288157738449	8.55	10.06	Constitutive
6307	0.3722847629617885	7.33	2.66	Constitutive
1067	0.6326148078725399	8.34	6.81	Constitutive
82	0.6585365853658537	8.07	7.67	Constitutive
619	0.6090468497576736	8.63	6.24	Constitutive
232	0.3103448275862069	2.05	9.72	Constitutive
91	0.2967032967032967	9.15	6.71	Constitutive
165	0.5818181818181818	3.69	11.11	Constitutive
1682	0.5059453032104637	10.65	10.88	Constitutive
20011	0.40342811453700467	10.47	7.3	Constitutive
10263	0.3600311799668713	8.55	10.56	Constitutive
464	0.6379310344827587	9.6	7.94	Constitutive
1117	0.38406445837063563	6.66	10.93	Constitutive
1957	0.5017884517118038	8.02	9.49	Constitutive
1710	0.3725146198830409	6.23	5.58	Constitutive
1043	0.4228187919463087	7.12	9.31	Constitutive
1657	0.6222088111044055	8.65	10.73	Constitutive
1248	0.4310897435897436	9.22	4.91	Constitutive
4168	0.3682821497120921	8.68	11.86	Constitutive
377	0.5145888594164456	8.56	11.07	Constitutive
17230	0.4564712710388857	10.9	6.81	Constitutive
4283	0.4247023114639272	5.5	7.01	Constitutive
8844	0.4087516960651289	10.28	10.02	Constitutive
22678	0.40069671046829525	8.57	9.2	Constitutive
1531	0.35858915741345526	10.45	4.57	Constitutive
908	0.6651982378854625	8.73	12.05	Constitutive
3211	0.514792899408284	10.51	8.02	Constitutive
1974	0.5506585612968592	10.03	9.12	Constitutive
330	0.6	6.69	8.17	Constitutive
218	0.536697247706422	9.66	7.03	Constitutive
3917	0.38600970130201684	7.13	8.59	Constitutive
79	0.2911392405063291	8.65	6.92	Constitutive
1996	0.4198396793587174	6.64	11.64	Constitutive
8735	0.48906697195191756	11.0	7.91	Constitutive
7448	0.4571697099892589	9.85	2.49	Constitutive
2284	0.3966725043782837	10.77	-2.99	Constitutive
5496	0.5251091703056768	1.86	3.93	Constitutive
7161	0.4552436810501327	9.35	10.76	Constitutive
1425	0.3291228070175439	8.24	9.74	Constitutive
1715	0.4787172011661808	10.67	8.86	Constitutive
210	0.2904761904761905	7.81	5.53	Constitutive
760	0.6605263157894737	11.45	8.7	Constitutive
7806	0.5526518063028439	7.54	9.62	Constitutive
3347	0.37884672841350464	9.85	10.9	Constitutive
7950	0.33220125786163524	4.67	4.24	Constitutive
77	0.4025974025974026	10.22	9.93	Constitutive
703	0.41109530583214793	8.23	7.78	Constitutive
302	0.4966887417218543	3.6	9.55	Constitutive
4996	0.40192153722978385	10.51	10.2	Constitutive
236	0.2923728813559322	10.47	5.98	Constitutive
3875	0.3896774193548387	9.79	13.47	Constitutive
1603	0.3817841547099189	6.95	10.08	Constitutive
3600	0.4494444444444444	6.43	9.63	Constitutive
3616	0.3603429203539823	5.19	8.07	Constitutive
14858	0.4252254677614753	9.6	10.58	Constitutive
22918	0.44419233790034035	10.47	4.77	Constitutive
6298	0.422197523023182	5.85	9.99	Constitutive
25612	0.4117991566453225	9.89	10.57	Constitutive
4545	0.35313531353135313	8.92	9.25	Constitutive
863	0.6176129779837776	9.27	8.57	Constitutive
1651	0.3700787401574803	9.65	7.3	Constitutive
9869	0.36609585570979836	3.38	8.69	Constitutive
1461	0.3723477070499658	9.48	10.51	Constitutive
5299	0.5404793357237214	5.28	7.83	Constitutive
3294	0.4095324833029751	9.72	8.03	Constitutive
948	0.3491561181434599	8.59	7.27	Constitutive
122	0.4344262295081967	7.21	7.1	Constitutive
1232	0.4050324675324675	10.28	8.47	Constitutive
756	0.4523809523809524	8.94	12.56	Constitutive
2093	0.40468227424749165	7.23	7.38	Constitutive
2597	0.46245668078552177	7.8	6.66	Constitutive
887	0.5197294250281849	10.28	9.43	Constitutive
285	0.4456140350877193	9.68	12.59	Constitutive
3547	0.4530589230335495	9.48	11.45	Constitutive
144	0.2916666666666667	9.45	7.34	Constitutive
424	0.5094339622641509	8.66	10.25	Constitutive
1582	0.5265486725663717	10.17	13.44	Constitutive
13885	0.45516744688512784	7.16	7.0	Constitutive
123	0.6260162601626016	8.94	11.48	Constitutive
1548	0.45930232558139533	9.27	9.47	Constitutive
750	0.536	7.65	11.01	Constitutive
271	0.6789667896678967	8.46	9.97	Constitutive
216	0.3472222222222222	4.06	7.22	Constitutive
2083	0.4800768122899664	8.88	11.27	Constitutive
366	0.22131147540983606	9.11	13.21	Constitutive
2274	0.5461741424802111	8.37	3.77	Constitutive
