domain	pval	odds_ratio	log2_odds	count_in_set	count_in_bg	set	fdr
PI3K_accessory_dom	0.19536536739538632	5.065907244926264	2.3408206620267338	1	10	Lost_psI	0.26037003100716055
PI3K_accessory_sf	0.17767973698829845	5.699345864791639	2.5107963452815727	1	9	Lost_psI	0.24202331821384035
PI3K_Ras-bd_dom	0.14113658314395244	7.600585107166876	2.926110484176725	1	7	Lost_psI	0.2040628450920366
PI3K-type_C2_dom	0.15960630336473663	6.513625817387964	2.703460844863677	1	8	Lost_psI	0.22189169004365825
PI3Kalpha_dom	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
PIN-like_dom_sf	0.03537367394547521	7.615923020356415	2.9290188963570802	2	14	Lost_psI	0.0995809813488375
PINK1_STKc	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
PInositol-4-P-4/5-kinase_C_sf	0.15960630336473663	6.513625817387964	2.703460844863677	1	8	Lost_psI	0.22189169004365825
PInositol-4-P-4/5-kinase_core	0.15960630336473663	6.513625817387964	2.703460844863677	1	8	Lost_psI	0.22189169004365825
PInositol-4-P-5-kinase_N	0.15960630336473663	6.513625817387964	2.703460844863677	1	8	Lost_psI	0.22189169004365825
PInositol-4/5-P-5/4-kinase	0.14113658314395244	7.600585107166876	2.926110484176725	1	7	Lost_psI	0.2040628450920366
PKF_sf	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
Pkinase_C	0.5226452943701955	1.3801492522101289	0.46482429148178156	1	34	Lost_psI	0.5661990689010451
PLAT_RAB6IP1	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
PLAT/LH2_dom	0.35263411804326855	2.398673869612164	1.2622370181242757	1	20	Lost_psI	0.4073295112549681
PLAT/LH2_dom_sf	0.35263411804326855	2.398673869612164	1.2622370181242757	1	20	Lost_psI	0.4073295112549681
PLC_EF-hand-like	0.17767973698829845	5.699345864791639	2.5107963452815727	1	9	Lost_psI	0.24202331821384035
PLC-delta1_cat	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
PLC-delta1_EF	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
PLC-delta3_EF-hand	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
PLC-like_Pdiesterase_TIM-brl	0.10691406280515195	3.8058116755687763	1.928204173949013	2	26	Lost_psI	0.17073991495391724
PLD-like_dom	0.004416660189239302	30.442591325330493	4.928019263619941	2	5	Lost_psI	0.07509024955889737
PLDc_3	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
Plexin	0.022304073592008585	10.152734893142915	3.3437965006526538	2	11	Lost_psI	0.07723046042840356
Plexin_cytoplasmic_RasGAP_dom	0.015018834376243647	13.05247304218468	3.7062512739182223	2	9	Lost_psI	0.07509024955889737
Plexin_RBD	0.015018834376243647	13.05247304218468	3.7062512739182223	2	9	Lost_psI	0.07509024955889737
Plexin_repeat	0.128180128914502	3.382311409908749	1.7580094950075784	2	29	Lost_psI	0.19285578786933194
PLipase_C_PInositol-sp_X_dom	0.3383979480793238	2.5321106586230506	1.340340454986715	1	19	Lost_psI	0.3927218160168816
PLipase_C_Pinositol-sp_Y	0.2782609200747074	3.2560903985150427	1.703140753559613	1	15	Lost_psI	0.33663892534752354
PLipase_D_euk	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
PLipase_D_fam	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
PLipase_D/transphosphatidylase	0.00901385580075974	18.276851163285787	4.191945631234113	2	7	Lost_psI	0.07509024955889737
Plipid/glycerol_acylTrfase	0.050687220314566184	6.091185931788106	2.606723142966094	2	17	Lost_psI	0.11628244660400476
PLK3_STKc	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
PMM	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
PMM_cap	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
PMT_4TMC	4.610860216093869e-4	Inf	Inf	2	2	Lost_psI	0.020706954061367012
PNK3P	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
PNKP	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
PNPase/RNase_PH_dom_sf	0.14113658314395244	7.600585107166876	2.926110484176725	1	7	Lost_psI	0.2040628450920366
PolB_thumb	0.08326206777956274	15.190338731005676	3.925082135898749	1	4	Lost_psI	0.143148937876232
POLO_box_1	0.08326206777956274	15.190338731005676	3.925082135898749	1	4	Lost_psI	0.143148937876232
POLO_box_2	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
POLO_box_dom	0.10297341967714367	11.401765886082718	3.5111853787332947	1	5	Lost_psI	0.16498011671516424
POLO_box_dom_sf	0.08326206777956274	15.190338731005676	3.925082135898749	1	4	Lost_psI	0.143148937876232
POLR3C_WHD	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
Polynucleotide_phosphatase	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
POMGNT1_PANDER-like	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
Porphobilin_deaminase_cofac_BS	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
Porphobilin_deaminase_N	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
Porphobilinogen_deaminase_C	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
Porphobilinogen_deaminase_C_sf	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
Post-SET_dom	0.2782609200747074	3.2560903985150427	1.703140753559613	1	15	Lost_psI	0.33663892534752354
POT_fam	0.10297341967714367	11.401765886082718	3.5111853787332947	1	5	Lost_psI	0.16498011671516424
PPase_methylesterase_euk	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
PPIE	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
PPIE_RRM	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
PPIL2_U-box_dom	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
Pre-Nudix	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
Prenyl_trans_a	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
Preselin/SPP	0.14113658314395244	7.600585107166876	2.926110484176725	1	7	Lost_psI	0.2040628450920366
Presenilin_C	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
Prot_inhib_I29	0.14113658314395244	7.600585107166876	2.926110484176725	1	7	Lost_psI	0.2040628450920366
Prot_kinase_dom	0.1549150233407331	1.4531079619653673	0.5391418952665328	15	490	Lost_psI	0.22189169004365825
Prot-tyrosine_phosphatase-like	0.49140438338500964	1.3544436826506934	0.4377004079735291	3	104	Lost_psI	0.5382566860137357
Protein_kinase_ATP_BS	0.2077049768124878	1.4857248066016382	0.5711669174122672	12	383	Lost_psI	0.2745463050711004
PRR14	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
PSI	0.2360941029840157	2.226026842454934	1.1544709894647478	2	43	Lost_psI	0.2990525304464199
PTB	0.15960630336473663	6.513625817387964	2.703460844863677	1	8	Lost_psI	0.22189169004365825
PTB/PI_dom	0.22017327660327826	2.3402758544234317	1.2266785940619553	2	41	Lost_psI	0.283736344283529
PTBP1-like_RRM2	0.004416660189239302	30.442591325330493	4.928019263619941	2	5	Lost_psI	0.07509024955889737
PTBP2_RRM1	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
PTBP2_RRM3	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
PTBP2_RRM4	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
PtdIno-glycan_biosynth_class_S	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
PTP	0.19536536739538632	5.065907244926264	2.3408206620267338	1	10	Lost_psI	0.26037003100716055
PUB_domain	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
PUB-like_dom_sf	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
PWP3A_3B_4	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
PWP3A_3B_4_C	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
PWP3A_3B_4_N	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
PWWP_dom	0.3801961012128042	2.1701096108304667	1.1177679141019328	1	22	Lost_psI	0.43442607709897907
PX_dom	0.9999999999999999	0.9683835059077505	-0.04634958819378495	1	48	Lost_psI	1
PX_dom_sf	0.9999999999999999	0.8750500413610042	-0.19256257238921345	1	53	Lost_psI	1
Pyr_nuc-diS_OxRdtase	0.08326206777956274	15.190338731005676	3.925082135898749	1	4	Lost_psI	0.143148937876232
Pyr_nucl-diS_OxRdtase_dimer	0.10297341967714367	11.401765886082718	3.5111853787332947	1	5	Lost_psI	0.16498011671516424
Pyr_OxRdtase_I_AS	0.10297341967714367	11.401765886082718	3.5111853787332947	1	5	Lost_psI	0.16498011671516424
Quino_amine_DH_bsu	0.3383979480793238	2.5321106586230506	1.340340454986715	1	19	Lost_psI	0.3927218160168816
Quinoprotein_ADH-like_sf	0.006460406509907581	4.592725731009065	2.1993506310816775	5	55	Lost_psI	0.07509024955889737
RA_dom	0.05767357515999328	3.610950541293575	1.8523786600209347	3	41	Lost_psI	0.1217991804921103
Rab	0.3089818000150816	2.848840622462989	1.510374912776567	1	17	Lost_psI	0.3637101093108427
Rab_GAP_TBC_domain	0.4677630566684872	1.6270104367338007	0.7022235054516236	1	29	Lost_psI	0.515408810396058
Rab_GTPases_membrane_traffic	0.3089818000150816	2.848840622462989	1.510374912776567	1	17	Lost_psI	0.3637101093108427
Rab-GAP_TBC_sf	1.0000000000000004	0.842555942676139	-0.24715561566466085	1	55	Lost_psI	1
Rab-GAP-TBC_dom	1	0.8584964580300315	-0.2201159128941403	1	54	Lost_psI	1
Rab15	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RAB3IL/RAB3IP/Sec2	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
RabGGT_asu_insert-dom_sf	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RabGGT_asu_insert-domain	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
Rad9	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
Rad9/Ddc1	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
RAP	0.12226190780921063	9.119186147197487	3.1889050750704473	1	6	Lost_psI	0.18526804434892652
Rap/Ran_GAP_dom	0.2126714967757242	4.559283994929339	2.1888072765673168	1	11	Lost_psI	0.2745463050711004
Rap/Ran-GAP_sf	0.2126714967757242	4.559283994929339	2.1888072765673168	1	11	Lost_psI	0.2745463050711004
Ras_G-nucl-exch_fac_CS	0.2782609200747074	3.2560903985150427	1.703140753559613	1	15	Lost_psI	0.33663892534752354
Ras_GEF_dom_sf	0.5014047192558218	1.4693266037026875	0.5551551155470388	1	32	Lost_psI	0.546383672012594
Ras_GTPase_bind_prot	4.610860216093869e-4	Inf	Inf	2	2	Lost_psI	0.020706954061367012
Ras-like_GEF	0.4193593036660398	1.8985853528251233	0.924924858229897	1	25	Lost_psI	0.47225720975157365
Ras-like_Gua-exchang_fac_N	0.4065872234312772	1.9812004740415021	0.9863748712784044	1	24	Lost_psI	0.4606745146216764
RASGEF_cat_dom	0.5014047192558218	1.4693266037026875	0.5551551155470388	1	32	Lost_psI	0.546383672012594
RASGEF_cat_dom_sf	0.5014047192558218	1.4693266037026875	0.5551551155470388	1	32	Lost_psI	0.546383672012594
RASSF7_RA	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RBD_dom	0.15960630336473663	6.513625817387964	2.703460844863677	1	8	Lost_psI	0.22189169004365825
RBD_domain_sf	0.028433165784935422	2.0454986534044766	1.0324525874692625	11	259	Lost_psI	0.09754155484554235
Rbsml_bL25/Gln-tRNA_synth_N	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
Rcat_RBR_CUL9	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RCMT	0.12226190780921063	9.119186147197487	3.1889050750704473	1	6	Lost_psI	0.18526804434892652
RCMT_NOP2	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RGPA/RALGAPB_N	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
RGS	0.18087937402638152	2.685003511047681	1.4249239747536175	2	36	Lost_psI	0.24570415426865022
RGS_sf	0.20434848209598175	2.467201208247307	1.3028753768879469	2	39	Lost_psI	0.2711230532374619
RGS_subdom1/3	0.323849453978415	2.6810895986692156	1.422819433194331	1	18	Lost_psI	0.37853708375548106
RGS_subdomain_2	0.1964844146491081	2.535681883789372	1.3423737622490275	2	38	Lost_psI	0.26162614780770727
RGS10/12/14-like	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
RGS12_RGS	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RH1	0.10297341967714367	11.401765886082718	3.5111853787332947	1	5	Lost_psI	0.16498011671516424
RH2	0.10297341967714367	11.401765886082718	3.5111853787332947	1	5	Lost_psI	0.16498011671516424
Rho_GEF_signaling-related	0.08326206777956274	15.190338731005676	3.925082135898749	1	4	Lost_psI	0.143148937876232
Rho_GTPase_activation_prot	0.14425272274159404	2.032419376017625	1.0231981232097334	4	94	Lost_psI	0.20755585932334208
Rho-GAP	0.08326206777956274	15.190338731005676	3.925082135898749	1	4	Lost_psI	0.143148937876232
RhoGAP_ARAP	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
RhoGAP_dom	0.663767428752817	1.340301728487014	0.4225578164969707	2	70	Lost_psI	0.7036504502229435
Rib_uL2_dom2	0.36656465352299045	2.278691954007018	1.188205906409088	1	21	Lost_psI	0.42079691442375816
RibonucZ/Hydroxyglut_hydro	0.007400223687397134	8.584629802549529	3.1017559218172215	3	19	Lost_psI	0.07509024955889737
Ribosomal_bL25/Gln-tRNA_synth	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
Ribosomal_eS21	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
Ribosomal_eS21_sf	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
Ribosomal_Rsm22-like	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
Ribosomal_S6_kinase	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
Ribosomal_Su5_D2-typ_SF	0.03609227489379479	4.4279858368255445	2.1466506075814733	3	34	Lost_psI	0.0995809813488375
Ribosomal_uS13-like_H2TH	0.08326206777956274	15.190338731005676	3.925082135898749	1	4	Lost_psI	0.143148937876232
Ribosome_recyc_fac	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
Ribosome_recyc_fac_dom	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
Ribsml_uS5_D2-typ_fold_subgr	0.36656465352299045	2.278691954007018	1.188205906409088	1	21	Lost_psI	0.42079691442375816
RING-HC_RBR_CUL9	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RLIG1	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RLR_Helicase	0.10297341967714367	11.401765886082718	3.5111853787332947	1	5	Lost_psI	0.16498011671516424
RMD1/Sad1-interacting	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RmlC_Cupin_sf	0.17767973698829845	5.699345864791639	2.5107963452815727	1	9	Lost_psI	0.24202331821384035
RmlC-like_jellyroll	0.10098952446588655	2.7990338435913187	1.4849289308858826	3	52	Lost_psI	0.16498011671516424
RMMBL	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
RNA_helicase_DEAD_Q_motif	0.03609227489379479	4.4279858368255445	2.1466506075814733	3	34	Lost_psI	0.0995809813488375
RNA_methyltr_E_TRM7	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RNA_methyltr_RlmE	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
RNA_MeTrfase_FtsJ_dom	0.10297341967714367	11.401765886082718	3.5111853787332947	1	5	Lost_psI	0.16498011671516424
RNA_pol_II_trans_fac_SIII_A	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
RNA_pol_III_Rpc82_C	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RNA_pol_III_RPC82-rel_HTH	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RNA_Proc_MBL-domain	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
RNA-helicase_DEAD-box_CS	0.019685930336872347	5.721304579156285	2.5163441496754064	3	27	Lost_psI	0.07509024955889737
RNase_H2_suA	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RNase_HII_hlx-loop-hlx_cap_dom	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RNase_HII/HIII	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RNase_HII/HIII_dom	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RNase_II/R	0.08326206777956274	15.190338731005676	3.925082135898749	1	4	Lost_psI	0.143148937876232
RNase_II/R_CS	0.08326206777956274	15.190338731005676	3.925082135898749	1	4	Lost_psI	0.143148937876232
RNase_III_dom	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
RNase_III_sf	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
RNaseH_sf	0.09662570781149965	2.8574806164972357	1.5147437120606948	3	51	Lost_psI	0.1642193795603698
RNaseH-like_sf	0.18532195605187354	2.076351594712079	1.0540507601690796	3	69	Lost_psI	0.2515083689275427
RNF123/RSPRY1-like	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
RNF213	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
Rossmann-like_a/b/a_fold	0.013422159935886973	4.7022208384978486	2.2333422963546146	4	43	Lost_psI	0.07509024955889737
RPC3	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RRF_sf	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RRM_dom	0.017687021062214845	2.330550713565397	1.2206709067465245	11	229	Lost_psI	0.07509024955889737
RRM_dom_euk	0.09333069060010277	4.1519663458389555	2.053794749840298	2	24	Lost_psI	0.15898400398776127
RRM2_I_PABPs	0.15960630336473663	6.513625817387964	2.703460844863677	1	8	Lost_psI	0.22189169004365825
rRNA-MeTfrase_E	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
Rrp43	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RsmB-like_ferredoxin	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RsmB/NOL1/NOP2-like_CS	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
RU2A	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
Run_dom	0.007400223687397134	8.584629802549529	3.1017559218172215	3	19	Lost_psI	0.07509024955889737
Run_dom_sf	0.007400223687397134	8.584629802549529	3.1017559218172215	3	19	Lost_psI	0.07509024955889737
RUN_RUSC1	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RUN1_DENND5A	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RUN2_DENND5A	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
RUSC1_2	0.001363523849906186	91.36065114984439	6.5135010280673615	2	3	Lost_psI	0.04821609938512586
RuvA_2-like	0.17767973698829845	5.699345864791639	2.5107963452815727	1	9	Lost_psI	0.24202331821384035
S22A4/5	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
S53_propep	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
SAM	0.4611424718969566	1.4875901836992167	0.5729771330469523	3	95	Lost_psI	0.5096294879577105
SAM_3	0.14113658314395244	7.600585107166876	2.926110484176725	1	7	Lost_psI	0.2040628450920366
SAM-dependent_MTases_sf	0.3721473547362177	1.4263197410697792	0.5122974299920625	4	132	Lost_psI	0.4268749069033085
SAM/pointed_sf	0.19978202167238185	1.8911700829175122	0.9192791183100139	5	126	Lost_psI	0.26577823709018844
SANT_dom	0.44408652868116216	1.7523470592519452	0.8092885346853941	1	27	Lost_psI	0.49372560803111953
SANT/Myb	0.9999999999999999	0.9683835059077505	-0.04634958819378495	1	48	Lost_psI	1
SBF1/SBF2	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
SCA7_dom	0.08326206777956274	15.190338731005676	3.925082135898749	1	4	Lost_psI	0.143148937876232
SCAN_dom	1.0000000000000007	0.7980901539220235	-0.32537636940495585	1	58	Lost_psI	1
SCAN_sf	1	0.8123827511862506	-0.2997684867676208	1	57	Lost_psI	1
SCAN-C2H2_zinc_finger	0.5528253317933746	1.2649681098309038	0.3391010146676191	1	37	Lost_psI	0.5958451939765681
SDS22/Internalin_LRR	0.12226190780921063	9.119186147197487	3.1889050750704473	1	6	Lost_psI	0.18526804434892652
SEA_dom	0.3935348678966451	2.0713475242798784	1.050569624776934	1	23	Lost_psI	0.4479406100021721
Sec2_N	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
SEC31-like	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
Sec7_C_sf	0.2782609200747074	3.2560903985150427	1.703140753559613	1	15	Lost_psI	0.33663892534752354
Sec7_dom	0.3089818000150816	2.848840622462989	1.510374912776567	1	17	Lost_psI	0.3637101093108427
Sec7_dom_sf	0.2937880012091687	3.0388800646030734	1.603539737177806	1	16	Lost_psI	0.3488732514358878
Sedolisin_dom	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
Sel1-like	0.14113658314395244	7.600585107166876	2.926110484176725	1	7	Lost_psI	0.2040628450920366
Semap_dom	0.14285742362746398	3.148729128192424	1.6547696538779497	2	31	Lost_psI	0.20594815351741402
Semap_dom_sf	0.14285742362746398	3.148729128192424	1.6547696538779497	2	31	Lost_psI	0.20594815351741402
Ser_caboxypep_his_AS	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
Ser_caboxypep_ser_AS	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
Ser-Thr/Tyr_kinase_cat_dom	0.26860420747360836	0.29586974748166867	-1.756965905585814	1	154	Lost_psI	0.3298023491929475
Ser/Thr_kinase_AS	0.046179923202778805	1.8504488574648106	0.887875263116387	12	311	Lost_psI	0.10693538466643467
Serine_Proteases_S1	0.19536536739538632	5.065907244926264	2.3408206620267338	1	10	Lost_psI	0.26037003100716055
SET_dom	0.10098952446588655	2.7990338435913187	1.4849289308858826	3	52	Lost_psI	0.16498011671516424
SET_dom_sf	0.10098952446588655	2.7990338435913187	1.4849289308858826	3	52	Lost_psI	0.16498011671516424
SET_KMT2D	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
SETD5_SET	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
Seven-hairpin_glycosidases	0.14113658314395244	7.600585107166876	2.926110484176725	1	7	Lost_psI	0.2040628450920366
SEZ6_CSMD_C4BPB_Regulators	0.24617757834437926	3.7992978758132265	1.9257328278522443	1	13	Lost_psI	0.30735903210309184
SF1_C_Upf1	0.2126714967757242	4.559283994929339	2.1888072765673168	1	11	Lost_psI	0.2745463050711004
Sfh1/SNF5	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
SGSM3_SH3	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
SGT	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
SGTA_dimer	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
SH2	0.30309127687164933	1.7242944589747133	0.7860061655102848	4	110	Lost_psI	0.359632724038258
SH2_dom_sf	0.3136778025184989	1.6612512911911563	0.7322703208223552	4	114	Lost_psI	0.3689448439146154
SH3_15	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
SH3_domain	0.15603961693111804	1.698736216071976	0.7644618446878637	8	224	Lost_psI	0.22189169004365825
SH3-like_dom_sf	0.14715685950371193	1.7647982401576272	0.8195032573989539	8	216	Lost_psI	0.2115290647764317
SH3BP2	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
SH3BP2_SH2	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
Sigma_54_int_dom_ATP-bd_1	0.06311860365583044	22.78417108057041	4.509959979176672	1	3	Lost_psI	0.1217991804921103
Sirtuin	0.00901385580075974	18.276851163285787	4.191945631234113	2	7	Lost_psI	0.07509024955889737
Sirtuin_cat_small_dom_sf	0.12226190780921063	9.119186147197487	3.1889050750704473	1	6	Lost_psI	0.18526804434892652
Ski3/TTC37	0.021497331537732554	Inf	Inf	1	1	Lost_psI	0.07509024955889737
SKP1/BTB/POZ_sf	0.44731582205383025	0.48183579582838637	-1.0533865187751186	2	190	Lost_psI	0.4965708226844767
Sm	0.44408652868116216	1.7523470592519452	0.8092885346853941	1	27	Lost_psI	0.49372560803111953
SM_dom_ATX	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
SMAD_FHA_dom_sf	0.31595323080244464	1.7885670752201015	0.8388042236017192	2	53	Lost_psI	0.37132647743792463
SMAD-like_dom_sf	0.2937880012091687	3.0388800646030734	1.603539737177806	1	16	Lost_psI	0.3488732514358878
Small_GTP-bd	0.4240935922286512	1.367011054529861	0.45102490955035596	5	172	Lost_psI	0.4772260468358854
Small_GTPase	1	0.9967086701684262	-0.0047562166655363055	3	140	Lost_psI	1
Small_GTPase_ARF	0.36656465352299045	2.278691954007018	1.188205906409088	1	21	Lost_psI	0.42079691442375816
Small_GTPase_ARF/SAR	0.5121403222932774	1.4233439483619605	0.5092843285101274	1	33	Lost_psI	0.5564457167438689
Small_GTPase_Rab	0.35263411804326855	2.398673869612164	1.2622370181242757	1	20	Lost_psI	0.4073295112549681
Small_GTPase_Ras-type	0.36656465352299045	2.278691954007018	1.188205906409088	1	21	Lost_psI	0.42079691442375816
SMARCC_C	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
SMARCC_N	0.042533577053855694	45.56979554737467	5.510005992693405	1	2	Lost_psI	0.0995809813488375
