class	label	comparison	n_UFM1_dependent_dPSI_negative	n_UFM1_independent_dPSI_negative	median_UFM1_dependent_dPSI_negative	median_UFM1_independent_dPSI_negative	delta_median	L1_bin_distance	perm_pvalue_L1	star
Inframe_CDS_change	Inframe_CDS_change	UFM1_dependent_dPSI_negative_vs_UFM1_independent_dPSI_negative	55	40	0.5027844073190135	0.3869408125601102	0.11584359475890332	0.3954545454545454	0.29270729270729273	ns
