class	label	comparison	n_UFM1_dependent_dPSI_negative	n_UFM1_independent_dPSI_negative	median_UFM1_dependent_dPSI_negative	median_UFM1_independent_dPSI_negative	delta_median	L1_bin_distance	perm_pvalue_L1	star
Start_Stop_disruption	Start_Stop_disruption	UFM1_dependent_dPSI_negative_vs_UFM1_independent_dPSI_negative	13	8	0.7236286919831224	0.5617559523809523	0.16187273960217008	0.44230769230769235	0.8551448551448552	ns
