class	label	comparison	n_UFM1_dependent_dPSI_positive	n_UFM1_independent_dPSI_positive	median_UFM1_dependent_dPSI_positive	median_UFM1_independent_dPSI_positive	delta_median	L1_bin_distance	perm_pvalue_L1	star
Inframe_CDS_change	Inframe_CDS_change	UFM1_dependent_dPSI_positive_vs_UFM1_independent_dPSI_positive	164	91	0.5539206164206165	0.6113554578168733	-0.057434841396256764	0.24095416778343606	0.3206793206793207	ns
