class	label	comparison	n_UFM1_dependent_dPSI_positive	n_UFM1_independent_dPSI_positive	median_UFM1_dependent_dPSI_positive	median_UFM1_independent_dPSI_positive	delta_median	L1_bin_distance	perm_pvalue_L1	star
Frameshift_NMD_likely	NMD_likely	UFM1_dependent_dPSI_positive_vs_UFM1_independent_dPSI_positive	5	3	0.6363636363636364	0.6259541984732825	0.010409437890353868	0.9333333333333333	0.7972027972027972	ns
