class	label	comparison	n_UFM1_dependent_dPSI_positive	n_UFM1_independent_dPSI_positive	median_UFM1_dependent_dPSI_positive	median_UFM1_independent_dPSI_positive	delta_median	L1_bin_distance	perm_pvalue_L1	star
Start_Stop_disruption	Start_Stop_disruption	UFM1_dependent_dPSI_positive_vs_UFM1_independent_dPSI_positive	48	30	0.6034244504901326	0.8814835844247608	-0.2780591339346282	0.7666666666666666	0.004995004995004995	**
