class	label	comparison	n_UFM1_dependent_dPSI_positive	n_UFM1_independent_dPSI_positive	median_UFM1_dependent_dPSI_positive	median_UFM1_independent_dPSI_positive	delta_median	L1_bin_distance	perm_pvalue_L1	star
CDS_neutral	CDS_neutral	UFM1_dependent_dPSI_positive_vs_UFM1_independent_dPSI_positive	209	109	0.5566065051635942	0.572463768115942	-0.015857262952347795	0.1329177823624951	0.7432567432567433	ns
