class	label	comparison	n_UFM1_dependent_dPSI_negative	n_UFM1_independent_dPSI_negative	median_UFM1_dependent_dPSI_negative	median_UFM1_independent_dPSI_negative	delta_median	L1_bin_distance	perm_pvalue_L1	star
CDS_neutral	CDS_neutral	UFM1_dependent_dPSI_negative_vs_UFM1_independent_dPSI_negative	70	50	0.493575792997184	0.48091738988046506	0.012658403116718953	0.3314285714285714	0.2947052947052947	ns
