class	label	comparison	bin_index	bin_start	bin_end	bin_center	n_UFM1_dependent_dPSI_negative_in_bin	n_UFM1_dependent_dPSI_negative_out_bin	n_UFM1_independent_dPSI_negative_in_bin	n_UFM1_independent_dPSI_negative_out_bin	odds_ratio_UFM1_dependent_dPSI_negative_vs_UFM1_independent_dPSI_negative	p_value	q_value	star	enriched_dataset
Start_Stop_disruption	Start_Stop_disruption	UFM1_dependent_dPSI_negative_vs_UFM1_independent_dPSI_negative	1	0.0	0.2	0.1	2	11	3	5	0.30303030303030304	0.3253722541648234	0.9999999999999986	ns	UFM1_independent_dPSI_negative
Start_Stop_disruption	Start_Stop_disruption	UFM1_dependent_dPSI_negative_vs_UFM1_independent_dPSI_negative	2	0.2	0.4	0.30000000000000004	2	11	0	8	inf	0.5047619047619043	0.9999999999999986	ns	NA
Start_Stop_disruption	Start_Stop_disruption	UFM1_dependent_dPSI_negative_vs_UFM1_independent_dPSI_negative	3	0.4	0.6000000000000001	0.5	2	11	1	7	1.2727272727272727	0.9999999999999986	0.9999999999999986	ns	UFM1_dependent_dPSI_negative
Start_Stop_disruption	Start_Stop_disruption	UFM1_dependent_dPSI_negative_vs_UFM1_independent_dPSI_negative	4	0.6000000000000001	0.8	0.7000000000000001	2	11	1	7	1.2727272727272727	0.9999999999999986	0.9999999999999986	ns	UFM1_dependent_dPSI_negative
Start_Stop_disruption	Start_Stop_disruption	UFM1_dependent_dPSI_negative_vs_UFM1_independent_dPSI_negative	5	0.8	1.0	0.9	5	8	3	5	1.0416666666666667	0.9999999999999983	0.9999999999999986	ns	UFM1_dependent_dPSI_negative
