class,intron_length,GC_intron,PPT_density,T_block_length,SRSF3_count,SRSF3_density,PCBP2_count,PCBP2_density,CpG_count,CpG_density
1,1435,0.6355400696864112,0.4666666666666667,4,5,3.484320557491289,34,23.693379790940767,68,47.386759581881535
1,241,0.6556016597510373,0.4,3,2,8.298755186721992,7,29.04564315352697,9,37.344398340248965
1,484,0.4214876033057851,0.4666666666666667,4,4,8.264462809917356,4,8.264462809917356,7,14.462809917355372
1,516,0.5717054263565892,0.26666666666666666,4,4,7.751937984496124,9,17.441860465116278,13,25.1937984496124
1,470,0.3638297872340426,0.4,7,3,6.382978723404256,0,0,3,6.382978723404256
1,2796,0.4899856938483548,0.5333333333333333,6,18,6.437768240343348,38,13.590844062947069,15,5.36480686695279
1,347,0.5446685878962536,0.3333333333333333,4,6,17.29106628242075,2,5.763688760806917,13,37.46397694524496
1,398,0.5552763819095478,0.4666666666666667,3,1,2.5125628140703515,5,12.562814070351758,10,25.125628140703515
1,259,0.528957528957529,0.4666666666666667,5,2,7.722007722007722,5,19.305019305019304,6,23.166023166023166
1,406,0.5221674876847291,0.2,4,1,2.463054187192118,2,4.926108374384236,13,32.01970443349754
1,3219,0.4358496427461945,0.4,11,15,4.659832246039143,26,8.07704255980118,36,11.183597390493942
1,567,0.564373897707231,0.3333333333333333,4,4,7.0546737213403885,16,28.218694885361554,11,19.40035273368607
1,240,0.48333333333333334,0.4,4,3,12.5,0,0,6,25
1,485,0.6350515463917525,0.4666666666666667,3,1,2.061855670103093,16,32.98969072164949,18,37.11340206185567
1,467,0.5995717344753747,0.4666666666666667,3,1,2.141327623126338,9,19.271948608137045,11,23.554603854389722
1,406,0.5935960591133005,0.26666666666666666,5,3,7.389162561576354,7,17.241379310344826,6,14.778325123152708
1,622,0.5610932475884244,0.8,4,2,3.215434083601286,10,16.077170418006432,7,11.254019292604502
1,427,0.6533957845433255,0.6,3,1,2.34192037470726,23,53.86416861826698,19,44.49648711943794
1,2955,0.39086294416243655,0.4666666666666667,7,15,5.0761421319796955,24,8.121827411167512,39,13.197969543147208
1,356,0.651685393258427,0.4666666666666667,4,5,14.04494382022472,9,25.280898876404496,29,81.46067415730337
1,334,0.5988023952095808,0.4,5,3,8.982035928143713,12,35.92814371257485,12,35.92814371257485
1,488,0.4672131147540984,0.5333333333333333,4,3,6.147540983606557,4,8.19672131147541,4,8.19672131147541
1,894,0.5749440715883669,0.4666666666666667,3,10,11.185682326621924,25,27.96420581655481,16,17.89709172259508
1,412,0.6796116504854369,0.5333333333333333,6,1,2.4271844660194177,9,21.844660194174757,33,80.09708737864078
1,260,0.5961538461538461,0.6,3,2,7.692307692307692,6,23.076923076923077,6,23.076923076923077
1,274,0.5693430656934306,0.4,3,1,3.64963503649635,4,14.5985401459854,6,21.8978102189781
1,556,0.5827338129496403,0.6,3,4,7.1942446043165464,18,32.374100719424455,14,25.17985611510791
1,336,0.625,0.26666666666666666,2,3,8.928571428571429,14,41.666666666666664,9,26.785714285714285
1,1632,0.4681372549019608,0.4666666666666667,4,11,6.740196078431373,15,9.191176470588236,40,24.50980392156863
1,405,0.5753086419753086,0.4,3,2,4.938271604938271,4,9.876543209876543,12,29.629629629629626
