class,intron_length,GC_intron,PPT_density,T_block_length,SRSF3_count,SRSF3_density,PCBP2_count,PCBP2_density,CpG_count,CpG_density
1,2880,0.38333333333333336,0.4666666666666667,11,15,5.208333333333334,21,7.291666666666667,25,8.680555555555555
1,1020,0.5666666666666667,0.4666666666666667,3,6,5.88235294117647,23,22.549019607843135,16,15.686274509803921
1,1518,0.5322793148880105,0.5333333333333333,6,10,6.587615283267457,22,14.492753623188406,64,42.16073781291173
1,371,0.4636118598382749,0.26666666666666666,4,2,5.390835579514825,2,5.390835579514825,5,13.477088948787062
1,784,0.4477040816326531,0.3333333333333333,10,4,5.1020408163265305,5,6.377551020408163,6,7.653061224489796
1,1915,0.404177545691906,0.2,8,7,3.6553524804177546,15,7.83289817232376,13,6.788511749347259
1,918,0.49564270152505446,0.4666666666666667,4,3,3.2679738562091503,8,8.714596949891067,19,20.697167755991284
1,452,0.6438053097345132,0.4,2,3,6.6371681415929205,14,30.973451327433626,11,24.336283185840706
1,372,0.6908602150537635,0.4,3,1,2.6881720430107525,13,34.946236559139784,24,64.51612903225806
1,451,0.7006651884700665,0.5333333333333333,2,4,8.869179600886918,16,35.47671840354767,34,75.3880266075388
1,544,0.5036764705882353,0.26666666666666666,3,5,9.191176470588236,8,14.705882352941176,18,33.088235294117645
1,390,0.5769230769230769,0.26666666666666666,3,5,12.82051282051282,3,7.692307692307692,21,53.84615384615385
1,1574,0.5330368487928844,0.4666666666666667,6,9,5.717916137229987,32,20.330368487928844,29,18.424396442185515
1,477,0.639412997903564,0.26666666666666666,2,4,8.385744234800839,8,16.771488469601678,17,35.63941299790356
1,384,0.3880208333333333,0.06666666666666667,4,1,2.6041666666666665,1,2.6041666666666665,3,7.8125
1,1045,0.6124401913875598,0.4,5,5,4.784688995215311,27,25.837320574162682,34,32.535885167464116
1,1045,0.6124401913875598,0.4,5,5,4.784688995215311,27,25.837320574162682,34,32.535885167464116
1,1016,0.5187007874015748,0.5333333333333333,4,6,5.905511811023622,18,17.716535433070867,15,14.763779527559056
1,539,0.62152133580705,0.6666666666666666,4,6,11.131725417439702,14,25.974025974025974,18,33.39517625231911
1,756,0.5026455026455027,0.2,4,3,3.9682539682539684,17,22.486772486772487,10,13.227513227513228
1,653,0.4992343032159265,0.4666666666666667,5,3,4.594180704441041,7,10.719754977029096,3,4.594180704441041
1,626,0.5447284345047924,0.4666666666666667,5,2,3.194888178913738,13,20.766773162939298,15,23.961661341853034
1,4086,0.34826235927557514,0.4,8,25,6.1184532550171316,33,8.076358296622614,33,8.076358296622614
1,1764,0.35034013605442177,0.26666666666666666,6,12,6.802721088435374,8,4.535147392290249,11,6.235827664399093
1,986,0.6470588235294118,0.3333333333333333,3,7,7.099391480730223,29,29.411764705882355,31,31.440162271805274
1,2522,0.436558287073751,0.2,6,25,9.912767644726408,27,10.705789056304521,23,9.119746233148296
1,2659,0.3606619029710417,0.26666666666666666,6,19,7.145543437382475,18,6.769462203836029,22,8.273787138021813
1,2659,0.3606619029710417,0.26666666666666666,6,19,7.145543437382475,18,6.769462203836029,22,8.273787138021813
1,910,0.5010989010989011,0.4,10,6,6.593406593406593,16,17.58241758241758,18,19.78021978021978
1,738,0.5799457994579946,0.26666666666666666,4,6,8.130081300813009,11,14.905149051490515,28,37.94037940379404
1,2022,0.44807121661721067,0.4666666666666667,6,19,9.396636993076163,25,12.363996043521267,22,10.880316518298715
1,1414,0.45756718528995755,0.6666666666666666,16,13,9.193776520509195,21,14.851485148514852,20,14.144271570014146
1,345,0.5246376811594203,0.3333333333333333,3,1,2.8985507246376816,2,5.797101449275363,17,49.275362318840585
1,615,0.5658536585365853,0.4,4,5,8.130081300813009,7,11.382113821138212,16,26.016260162601625
1,2707,0.5012929442186923,0.4666666666666667,8,23,8.496490579977836,59,21.79534540081271,57,21.05652013298855
1,383,0.5483028720626631,0.4666666666666667,5,1,2.6109660574412534,9,23.49869451697128,6,15.66579634464752
1,620,0.29354838709677417,0.3333333333333333,9,6,9.67741935483871,1,1.6129032258064517,4,6.451612903225807
1,526,0.6673003802281369,0.3333333333333333,3,2,3.8022813688212924,11,20.91254752851711,31,58.93536121673004
1,379,0.5461741424802111,0.4,5,2,5.277044854881266,4,10.554089709762533,4,10.554089709762533
1,1474,0.5203527815468114,0.5333333333333333,9,12,8.14111261872456,22,14.925373134328359,11,7.462686567164179
1,2621,0.4868370850820298,0.3333333333333333,9,12,4.578405188859214,33,12.590614269362838,65,24.799694772987408
1,1656,0.5066425120772947,0.3333333333333333,6,9,5.434782608695652,25,15.096618357487923,36,21.73913043478261
1,514,0.5369649805447471,0.4,5,3,5.836575875486381,3,5.836575875486381,14,27.237354085603112
1,609,0.6206896551724138,0.3333333333333333,3,5,8.210180623973727,20,32.84072249589491,21,34.48275862068966
1,813,0.45141451414514144,0.5333333333333333,5,4,4.920049200492005,12,14.760147601476016,10,12.300123001230013
1,881,0.5175936435868331,0.3333333333333333,5,7,7.945516458569807,17,19.296254256526673,12,13.620885357548241
1,3685,0.5443690637720489,0.6666666666666666,16,18,4.884667571234735,71,19.26729986431479,82,22.25237449118046
1,242,0.5289256198347108,0.3333333333333333,5,1,4.132231404958678,3,12.396694214876034,4,16.528925619834713
1,2221,0.47230977037370553,0.3333333333333333,5,14,6.3034669067987394,23,10.355695632597929,36,16.208914903196757
1,1547,0.4854557207498384,0.4,6,19,12.281835811247577,25,16.160310277957336,16,10.342598577892696
1,2340,0.5025641025641026,0.4,6,23,9.82905982905983,41,17.521367521367523,27,11.538461538461538
1,1045,0.5129186602870813,0.6666666666666666,5,5,4.784688995215311,17,16.267942583732058,16,15.311004784688997
1,1684,0.4317102137767221,0.26666666666666666,15,8,4.750593824228028,7,4.156769596199525,25,14.84560570071259
1,232,0.5689655172413793,0.26666666666666666,5,2,8.620689655172413,6,25.86206896551724,16,68.9655172413793
1,324,0.5030864197530864,0.26666666666666666,3,3,9.25925925925926,8,24.691358024691358,3,9.25925925925926
1,255,0.4117647058823529,0.4,3,1,3.9215686274509802,3,11.76470588235294,2,7.8431372549019605
1,437,0.5743707093821511,0.26666666666666666,4,1,2.288329519450801,6,13.729977116704806,11,25.17162471395881
1,262,0.6603053435114504,0.4666666666666667,3,6,22.900763358778626,3,11.450381679389313,22,83.96946564885496
1,411,0.5985401459854015,0.4,2,1,2.4330900243309004,7,17.0316301703163,18,43.79562043795621
1,267,0.5355805243445693,0.26666666666666666,3,2,7.49063670411985,7,26.217228464419474,6,22.47191011235955
1,650,0.48,0.3333333333333333,4,7,10.769230769230768,14,21.538461538461537,8,12.307692307692307
1,550,0.4890909090909091,0.2,5,6,10.909090909090908,11,20,11,20
1,654,0.5382262996941896,0.3333333333333333,6,2,3.058103975535168,8,12.232415902140673,20,30.581039755351682
1,263,0.4144486692015209,0.4666666666666667,5,2,7.604562737642585,0,0,2,7.604562737642585
1,389,0.4961439588688946,0.3333333333333333,5,1,2.570694087403599,7,17.994858611825194,8,20.565552699228792
1,328,0.5121951219512195,0.5333333333333333,3,5,15.24390243902439,7,21.341463414634145,1,3.048780487804878
1,484,0.5681818181818182,0.2,5,2,4.132231404958678,11,22.727272727272727,9,18.59504132231405
1,325,0.6615384615384615,0.6,3,6,18.46153846153846,7,21.538461538461537,32,98.46153846153845
1,327,0.44648318042813456,0.2,5,2,6.116207951070336,6,18.34862385321101,3,9.174311926605505
1,589,0.6078098471986417,0.4,3,3,5.093378607809847,17,28.862478777589136,15,25.466893039049236
1,1009,0.599603567888999,0.4,4,4,3.9643211100099114,28,27.75024777006938,27,26.7591674925669
1,516,0.5445736434108527,0.3333333333333333,3,2,3.875968992248062,9,17.441860465116278,8,15.503875968992247
1,335,0.5432835820895522,0.3333333333333333,4,3,8.955223880597014,6,17.91044776119403,8,23.88059701492537
1,2138,0.5505144995322732,0.26666666666666666,13,14,6.548175865294668,38,17.773620205799812,49,22.91861552853134
1,1837,0.4316820903647251,0.2,7,7,3.810560696788242,25,13.609145345672292,29,15.786608600979859
1,1404,0.3732193732193732,0.5333333333333333,23,12,8.547008547008547,7,4.985754985754986,8,5.698005698005699
1,2755,0.44900181488203267,0.4,6,17,6.170598911070781,24,8.711433756805809,26,9.437386569872958
1,269,0.4275092936802974,0.3333333333333333,3,4,14.869888475836431,2,7.434944237918216,2,7.434944237918216
1,431,0.6890951276102089,0.4,3,2,4.640371229698376,12,27.842227378190255,32,74.24593967517401
1,290,0.5482758620689655,0.4666666666666667,5,1,3.4482758620689657,3,10.344827586206897,3,10.344827586206897
1,391,0.5370843989769821,0.4,3,9,23.017902813299234,8,20.460358056265985,4,10.230179028132993
1,585,0.652991452991453,0.4666666666666667,4,4,6.837606837606838,12,20.512820512820515,22,37.60683760683761
1,491,0.6089613034623218,0.2,4,5,10.183299389002038,14,28.513238289205702,20,40.73319755600815
1,1003,0.31306081754735793,0.4666666666666667,8,9,8.973080757726821,0,0,7,6.979062811565305
1,288,0.6041666666666666,0.4,4,3,10.416666666666668,7,24.305555555555557,8,27.77777777777778
1,1695,0.34277286135693213,0.3333333333333333,6,10,5.899705014749262,8,4.71976401179941,8,4.71976401179941
1,4414,0.42274580879021295,0.3333333333333333,6,34,7.702763932940644,57,12.913457181694609,30,6.796556411418215
1,865,0.37341040462427744,0.4,5,6,6.936416184971098,11,12.716763005780347,9,10.404624277456648
1,343,0.597667638483965,0.2,4,1,2.9154518950437316,22,64.13994169096209,3,8.746355685131194
1,257,0.6070038910505836,0.5333333333333333,3,1,3.8910505836575875,11,42.80155642023346,2,7.782101167315175
1,550,0.7290909090909091,0.6666666666666666,3,1,1.8181818181818181,20,36.36363636363636,49,89.09090909090908
1,2385,0.5224318658280922,0.4,7,20,8.385744234800839,48,20.125786163522015,40,16.771488469601678
1,270,0.5296296296296297,0.4,3,1,3.7037037037037033,4,14.814814814814813,6,22.22222222222222
1,1122,0.3342245989304813,0.4666666666666667,9,9,8.0213903743315509,2,1.7825311942959,3,2.67379679144385
1,430,0.6162790697674418,0.26666666666666666,3,4,9.30232558139535,10,23.25581395348837,11,25.58139534883721
1,186,0.5967741935483871,0.4666666666666667,3,3,16.129032258064516,6,32.25806451612903,5,26.881720430107528
1,366,0.6994535519125683,0.3333333333333333,4,2,5.46448087431694,8,21.85792349726776,31,84.69945355191257
1,684,0.40789473684210525,0.26666666666666666,4,4,5.847953216374268,2,2.923976608187134,10,14.61988304093567
1,807,0.5675340768277571,0.4,5,4,4.956629491945477,13,16.1090458488228,19,23.543990086741015
1,237,0.39662447257383965,0.6,5,5,21.09704641350211,1,4.219409282700422,1,4.219409282700422
1,2251,0.47800977343402934,0.8666666666666667,6,13,5.775211017325633,32,14.215904042647713,24,10.661928031985784
1,328,0.4573170731707317,0.6,4,2,6.097560975609756,1,3.048780487804878,7,21.341463414634145
1,1415,0.384452296819788,0.26666666666666666,8,7,4.946996466431095,20,14.134275618374557,5,3.5335689045936394
1,555,0.6072072072072072,0.2,4,4,7.207207207207206,14,25.225225225225223,13,23.423423423423422
1,5925,0.4459071729957806,0.6,12,34,5.738396624472574,84,14.177215189873419,54,9.113924050632912
1,1354,0.48670605612998524,0.4666666666666667,6,9,6.646971935007385,9,6.646971935007385,22,16.24815361890694
1,779,0.4326059050064185,0.26666666666666666,10,2,2.5673940949935816,6,7.702182284980744,6,7.702182284980744
1,270,0.5407407407407407,0.4,4,2,7.4074074074074066,1,3.7037037037037033,2,7.4074074074074066
1,415,0.6481927710843374,0.4666666666666667,3,4,9.63855421686747,12,28.91566265060241,19,45.78313253012048
1,415,0.6481927710843374,0.4666666666666667,3,4,9.63855421686747,12,28.91566265060241,19,45.78313253012048
1,514,0.5953307392996109,0.4666666666666667,4,2,3.8910505836575875,9,17.509727626459142,11,21.40077821011673
1,2341,0.46048697137975225,0.4,13,15,6.407518154634771,29,12.38786843229389,20,8.543357539513028
1,973,0.5724563206577595,0.3333333333333333,10,6,6.166495375128469,23,23.638232271325798,25,25.693730729701954
1,525,0.52,0.26666666666666666,5,1,1.9047619047619047,7,13.333333333333332,27,51.42857142857142
1,502,0.5617529880478087,0.3333333333333333,4,4,7.968127490039841,9,17.92828685258964,11,21.91235059760956
1,1461,0.4216290212183436,0.2,4,10,6.844626967830253,8,5.475701574264202,21,14.37371663244353
1,1601,0.4478450968144909,0.4666666666666667,7,11,6.870705808869457,19,11.867582760774516,20,12.492192379762649
1,1951,0.38288057406458226,0.26666666666666666,7,6,3.0753459764223474,15,7.688364941055869,14,7.1758072783188105
1,1408,0.4900568181818182,0.4,5,11,7.812500000000001,11,7.812500000000001,18,12.78409090909091
1,2279,0.5796401930671347,0.4,5,12,5.265467310223783,59,25.888547608600263,47,20.623080298376482
1,634,0.6009463722397477,0.3333333333333333,3,2,3.1545741324921135,10,15.772870662460567,18,28.391167192429023
1,916,0.4683406113537118,0.6,8,6,6.550218340611353,9,9.825327510917031,21,22.925764192139738
1,667,0.41529235382308843,0.5333333333333333,5,3,4.497751124437781,6,8.995502248875562,9,13.493253373313342
1,989,0.4570273003033367,0.4,4,5,5.055611729019211,11,11.122345803842265,10,10.111223458038422
1,2189,0.3777980813156693,0.26666666666666666,6,12,5.481955230698949,10,4.568296025582458,15,6.852444038373687
1,537,0.3258845437616387,0.3333333333333333,6,6,11.1731843575419,1,1.8621973929236497,4,7.448789571694599
1,139,0.4748201438848921,0.5333333333333333,3,2,14.388489208633093,2,14.388489208633093,1,7.1942446043165464
1,935,0.6213903743315508,0.5333333333333333,3,3,3.2085561497326203,28,29.946524064171122,30,32.085561497326204
1,362,0.7044198895027625,0.3333333333333333,3,1,2.7624309392265194,13,35.91160220994475,45,124.30939226519338
1,516,0.5910852713178295,0.5333333333333333,3,3,5.813953488372093,16,31.007751937984494,16,31.007751937984494
1,360,0.5472222222222223,0.2,5,2,5.555555555555555,7,19.444444444444446,4,11.11111111111111
1,3360,0.48839285714285713,0.3333333333333333,6,24,7.142857142857143,60,17.857142857142858,43,12.797619047619047
1,689,0.6110304789550073,0.4,4,2,2.902757619738752,11,15.965166908563136,27,39.18722786647315
1,558,0.4767025089605735,0.2,5,1,1.7921146953405016,11,19.71326164874552,8,14.336917562724013
1,665,0.5383458646616541,0.5333333333333333,4,5,7.518796992481203,14,21.052631578947366,14,21.052631578947366
1,774,0.5839793281653747,0.13333333333333333,4,5,6.459948320413437,20,25.839793281653748,29,37.46770025839793
1,1935,0.41550387596899224,0.5333333333333333,9,22,11.369509043927648,17,8.785529715762273,23,11.886304909560723
1,449,0.576837416481069,0.4666666666666667,4,5,11.135857461024498,10,22.271714922048996,12,26.726057906458795
1,911,0.5071350164654226,0.4,5,6,6.586169045005488,14,15.367727771679473,12,13.172338090010976
1,1457,0.4310226492793411,0.6666666666666666,18,7,4.804392587508579,19,13.040494166094714,35,24.021962937542895
1,1016,0.3720472440944882,0.4,6,7,6.889763779527559,11,10.826771653543307,3,2.952755905511811
1,1498,0.5080106809078772,0.3333333333333333,4,12,8.01068090787717,23,15.353805073431241,29,19.359145527369826
1,1654,0.35308343409915355,0.7333333333333333,8,16,9.673518742442564,22,13.301088270858525,12,7.255139056831923
1,494,0.6052631578947368,0.4666666666666667,5,3,6.0728744939271255,8,16.194331983805668,23,46.558704453441294
1,1362,0.3223201174743025,0.5333333333333333,10,12,8.810572687224669,10,7.342143906020557,9,6.607929515418502
1,396,0.7146464646464646,0.4,2,1,2.525252525252525,22,55.55555555555555,39,98.48484848484848
1,1891,0.4405076679005817,0.4,14,12,6.345848757271285,18,9.518773135906928,30,15.864621893178212
1,522,0.35823754789272033,0.5333333333333333,6,5,9.578544061302681,1,1.9157088122605364,4,7.662835249042145
1,1333,0.5161290322580645,0.4,9,2,1.5003750937734435,17,12.753188297074269,42,31.50787696924231
1,180,0.6944444444444444,0.4,2,2,11.11111111111111,5,27.77777777777778,17,94.44444444444444
1,401,0.6683291770573566,0.3333333333333333,2,2,4.987531172069825,13,32.418952618453865,17,42.394014962593516
1,401,0.6683291770573566,0.3333333333333333,2,2,4.987531172069825,13,32.418952618453865,17,42.394014962593516
1,1472,0.6501358695652174,0.6,4,6,4.076086956521739,36,24.456521739130434,69,46.875
1,760,0.656578947368421,0.5333333333333333,5,2,2.6315789473684212,21,27.63157894736842,42,55.26315789473684
1,851,0.32784958871915393,0.26666666666666666,6,9,10.575793184488838,2,2.3501762632197414,8,9.400705052878966
1,682,0.5601173020527859,0.4666666666666667,4,3,4.39882697947214,22,32.25806451612903,11,16.129032258064516
1,830,0.5602409638554217,0.3333333333333333,5,5,6.024096385542169,18,21.686746987951807,20,24.096385542168676
1,679,0.6347569955817378,0.6,4,6,8.836524300441825,31,45.65537555228276,20,29.455081001472752
1,899,0.3692992213570634,0.13333333333333333,11,4,4.4493882091212456,5,5.561735261401557,12,13.348164627363737
1,899,0.3692992213570634,0.13333333333333333,11,4,4.4493882091212456,5,5.561735261401557,12,13.348164627363737
1,704,0.5113636363636364,0.5333333333333333,5,10,14.204545454545455,10,14.204545454545455,20,28.40909090909091
1,541,0.6432532347504621,0.5333333333333333,3,1,1.8484288354898335,18,33.271719038817004,28,51.756007393715336
1,520,0.5653846153846154,0.4666666666666667,3,6,11.538461538461538,11,21.153846153846153,16,30.769230769230766
1,3506,0.3476896748431261,0.4666666666666667,8,27,7.701083856246435,9,2.567027952082145,22,6.274957216200799
1,654,0.4892966360856269,0.4,3,12,18.34862385321101,10,15.290519877675841,7,10.703363914373089
1,551,0.5517241379310345,0.2,4,3,5.44464609800363,11,19.96370235934664,7,12.704174228675136
1,243,0.7119341563786008,0.4,2,1,4.11522633744856,9,37.03703703703704,25,102.88065843621399
1,472,0.625,0.4666666666666667,3,1,2.1186440677966103,11,23.305084745762713,15,31.779661016949156
1,541,0.3456561922365989,0.4666666666666667,5,3,5.545286506469501,2,3.696857670979667,6,11.090573012939002
1,305,0.5049180327868853,0.4666666666666667,6,1,3.278688524590164,6,19.672131147540984,5,16.39344262295082
1,206,0.32038834951456313,0.3333333333333333,4,1,4.8543689320388355,1,4.8543689320388355,1,4.8543689320388355
1,557,0.6373429084380611,0.4,3,4,7.181328545780969,17,30.520646319569117,19,34.1113105924596
1,209,0.631578947368421,0.5333333333333333,3,1,4.784688995215311,8,38.27751196172249,4,19.138755980861244
1,839,0.5125148986889154,0.4,4,5,5.959475566150179,7,8.34326579261025,14,16.6865315852205
1,839,0.5125148986889154,0.4,4,5,5.959475566150179,7,8.34326579261025,14,16.6865315852205
1,1074,0.521415270018622,0.4,4,5,4.655493482309124,10,9.310986964618248,18,16.75977653631285
1,3026,0.5175148711169861,0.3333333333333333,5,18,5.948446794448117,55,18.17580964970258,29,9.583608724388633
1,1178,0.5356536502546689,0.6,5,7,5.942275042444822,25,21.222410865874366,30,25.466893039049236
1,350,0.4542857142857143,0.3333333333333333,4,4,11.428571428571429,1,2.857142857142857,4,11.428571428571429
1,383,0.402088772845953,0.3333333333333333,5,4,10.443864229765014,3,7.83289817232376,5,13.054830287206267
1,923,0.48537378114842905,0.4666666666666667,6,12,13.001083423618635,19,20.58504875406284,7,7.583965330444204
1,923,0.48537378114842905,0.4666666666666667,6,12,13.001083423618635,19,20.58504875406284,7,7.583965330444204
1,570,0.543859649122807,0.6,3,2,3.5087719298245617,6,10.526315789473685,18,31.578947368421055
1,570,0.543859649122807,0.6,3,2,3.5087719298245617,6,10.526315789473685,18,31.578947368421055
1,835,0.5568862275449101,0.5333333333333333,4,9,10.778443113772456,22,26.347305389221557,13,15.568862275449103
1,1171,0.40905209222886424,0.3333333333333333,20,10,8.539709649871904,16,13.663535439795046,13,11.101622544833475
1,195,0.29743589743589743,0.3333333333333333,9,1,5.128205128205128,1,5.128205128205128,1,5.128205128205128
1,328,0.725609756097561,0.5333333333333333,3,1,3.048780487804878,9,27.4390243902439,34,103.65853658536585
1,1928,0.5653526970954357,0.4,5,8,4.149377593360996,43,22.302904564315355,56,29.04564315352697
1,3148,0.37293519695044475,0.4666666666666667,9,23,7.306226175349428,29,9.212198221092757,23,7.306226175349428
1,291,0.6323024054982818,0.6,2,3,10.309278350515465,6,20.61855670103093,14,48.10996563573883
1,423,0.6430260047281324,0.4666666666666667,2,2,4.7281323877068555,11,26.004728132387708,12,28.368794326241137
1,517,0.6479690522243714,0.8,3,4,7.736943907156673,21,40.61895551257253,24,46.42166344294004
1,1370,0.5912408759124088,0.4666666666666667,5,5,3.64963503649635,37,27.00729927007299,22,16.05839416058394
1,371,0.5741239892183289,0.5333333333333333,3,4,10.78167115902965,15,40.43126684636118,8,21.5633423180593
1,305,0.5967213114754099,0.6,3,4,13.114754098360656,14,45.90163934426229,10,32.78688524590164
1,5098,0.41369164378187523,0.3333333333333333,23,34,6.669282071400549,41,8.042369556688898,94,18.43860337387211
1,404,0.5891089108910891,0.7333333333333333,3,4,9.900990099009901,12,29.7029702970297,10,24.75247524752475
1,718,0.4428969359331476,0.5333333333333333,4,11,15.320334261838441,15,20.891364902506965,3,4.178272980501393
1,569,0.7082601054481547,0.26666666666666666,4,1,1.7574692442882252,24,42.1792618629174,25,43.93673110720563
1,2326,0.5202063628546861,0.4,17,12,5.159071367153913,43,18.486672398968185,58,24.935511607910577
1,1013,0.5419545903257651,0.4,17,6,5.923000987166832,24,23.692003948667328,20,19.74333662388944
1,807,0.6232961586121437,0.4666666666666667,5,3,3.717472118959108,21,26.022304832713754,28,34.696406443618336
1,414,0.6497584541062802,0.4666666666666667,3,4,9.66183574879227,6,14.492753623188406,20,48.309178743961354
1,1651,0.6384009691096305,0.6,4,10,6.0569351907934585,37,22.410660205935795,66,39.97577225923683
1,1445,0.48373702422145326,0.3333333333333333,5,14,9.688581314878892,16,11.07266435986159,21,14.532871972318338
1,413,0.612590799031477,0.26666666666666666,3,3,7.263922518159807,11,26.63438256658596,11,26.63438256658596
1,2864,0.4064245810055866,0.7333333333333333,16,20,6.983240223463687,34,11.871508379888269,39,13.617318435754191
1,261,0.31800766283524906,0.5333333333333333,4,1,3.8314176245210727,0,0,4,15.32567049808429
1,1270,0.5866141732283464,0.4666666666666667,5,10,7.874015748031496,37,29.133858267716533,16,12.598425196850393
1,1270,0.5866141732283464,0.4666666666666667,5,10,7.874015748031496,37,29.133858267716533,16,12.598425196850393
1,542,0.5571955719557196,0.26666666666666666,4,2,3.6900369003690034,5,9.225092250922508,9,16.605166051660515
1,6059,0.37464928205974585,0.4,12,39,6.436705727017659,36,5.94157451724707,39,6.436705727017659
1,666,0.42792792792792794,0.5333333333333333,5,4,6.006006006006006,8,12.012012012012011,7,10.51051051051051
1,542,0.5571955719557196,0.4666666666666667,3,2,3.6900369003690034,13,23.98523985239852,2,3.6900369003690034
1,328,0.5762195121951219,0.3333333333333333,3,1,3.048780487804878,5,15.24390243902439,16,48.78048780487805
1,1370,0.4678832116788321,0.26666666666666666,8,9,6.56934306569343,24,17.51824817518248,16,11.678832116788321
0,234,0.6282051282051282,0.4666666666666667,3,4,17.094017094017094,8,34.18803418803419,8,34.18803418803419
0,1667,0.611877624475105,0.4,5,7,4.199160167966407,52,31.193761247750448,56,33.593281343731256
0,4300,0.5076744186046511,0.4,9,37,8.604651162790699,90,20.930232558139537,49,11.395348837209303
0,1171,0.37233134073441504,0.4,5,9,7.685738684884714,3,2.561912894961571,20,17.079419299743808
0,419,0.6610978520286396,0.3333333333333333,3,1,2.3866348448687353,9,21.479713603818617,11,26.25298329355609
0,439,0.6287015945330297,0.4666666666666667,3,2,4.555808656036446,7,15.945330296127562,11,25.056947608200456
0,580,0.6275862068965518,0.4666666666666667,2,1,1.7241379310344829,15,25.862068965517242,13,22.413793103448278
0,363,0.68044077134986225,0.4,3,1,2.7548209366391188,14,38.56749311294766,14,38.56749311294766
0,2061,0.6438622028141678,0.5333333333333333,5,8,3.881610868510432,64,31.052886948083454,78,37.84570596797671
0,1896,0.6139240506329114,0.26666666666666666,4,9,4.746835443037975,56,29.535864978902953,53,27.953586497890296
0,2587,0.3908001546192501,0.26666666666666666,7,27,10.436799381522999,21,8.117510630073443,24,9.277155005798221
0,560,0.44285714285714284,0.5333333333333333,4,4,7.142857142857142,6,10.714285714285714,10,17.857142857142854
0,1242,0.6143317230273752,0.3333333333333333,3,19,15.297906602254429,72,57.971014492753625,31,24.9597423510467
0,326,0.6226993865030674,0.5333333333333333,3,3,9.202453987730062,9,27.607361963190183,9,27.607361963190183
0,1189,0.6156433978132885,0.3333333333333333,8,5,4.205214465937763,39,32.80067283431455,42,35.32380151387721
0,796,0.6168341708542714,0.3333333333333333,9,1,1.2562814070351758,20,25.125628140703515,37,46.482412060301506
0,1484,0.5606469002695418,0.8,8,5,3.3692722371967654,31,20.889487870619945,48,32.34501347708895
0,415,0.5734939759036145,0.4,4,3,7.228915662650603,6,14.457831325301205,15,36.144578313253014
0,989,0.5955510616784631,0.4666666666666667,5,6,6.066734074823054,19,19.211324570273003,30,30.33367037411527
0,453,0.6843267108167771,0.4666666666666667,4,1,2.2075055187637966,23,50.77262693156733,31,68.4326710816777
0,484,0.6342975206611571,0.4666666666666667,3,4,8.264462809917356,9,18.59504132231405,23,47.5206611570248
0,746,0.3485254691689008,0.5333333333333333,5,4,5.361930294906166,2,2.680965147453083,6,8.04289544235925
0,1846,0.356988082340195,0.6,14,16,8.66738894907909,15,8.125677139761647,14,7.583965330444204
0,178,0.6853932584269663,0.4666666666666667,2,1,5.617977528089888,7,39.325842696629216,5,28.08988764044944
0,940,0.6117021276595744,0.4666666666666667,4,2,2.127659574468085,13,13.829787234042554,25,26.595744680851066
0,652,0.4892638036809816,0.6,7,8,12.269938650306749,9,13.803680981595091,13,19.938650306748464
0,560,0.6535714285714286,0.4666666666666667,3,4,7.142857142857142,31,55.357142857142854,27,48.21428571428571
0,1020,0.5294117647058824,0.6,5,10,9.803921568627452,14,13.72549019607843,25,24.509803921568626
0,1086,0.6049723756906077,0.4666666666666667,4,4,3.6832412523020257,31,28.5451197053407,27,24.861878453038674
0,1595,0.5761755485893417,0.26666666666666666,5,10,6.269592476489028,30,18.808777429467085,30,18.808777429467085
0,389,0.7069408740359897,0.4666666666666667,2,1,2.570694087403599,13,33.419023136246786,39,100.25706940874036
0,284,0.6443661971830986,0.4,2,1,3.5211267605633805,17,59.85915492957747,6,21.126760563380284
0,308,0.7532467532467533,0.3333333333333333,2,1,3.2467532467532467,6,19.48051948051948,34,110.3896103896104
0,2590,0.40424710424710425,0.26666666666666666,19,12,4.633204633204634,28,10.81081081081081,22,8.494208494208495
0,916,0.6495633187772926,0.6,3,2,2.1834061135371177,22,24.017467248908297,26,28.38427947598253
0,754,0.6140583554376657,0.7333333333333333,5,3,3.9787798408488064,13,17.24137931034483,33,43.76657824933687
0,357,0.6470588235294118,0.3333333333333333,3,1,2.801120448179272,7,19.607843137254903,22,61.62464985994398
0,502,0.6215139442231076,0.4666666666666667,3,1,1.9920318725099602,20,39.8406374501992,8,15.936254980079681
0,787,0.41296060991105465,0.3333333333333333,7,5,6.353240152477763,3,3.8119440914866582,12,15.247776365946633
0,557,0.4111310592459605,0.3333333333333333,5,6,10.771992818671453,5,8.97666068222621,12,21.543985637342907
0,527,0.6584440227703985,0.4,3,3,5.692599620493358,18,34.15559772296015,29,55.02846299810246
0,1726,0.6315179606025493,0.26666666666666666,4,14,8.111239860950175,36,20.85747392815759,71,41.13557358053303
0,5558,0.44368477869737316,0.26666666666666666,6,41,7.376754228139619,73,13.134220942785175,40,7.196833393306945
0,2575,0.5953398058252427,0.4666666666666667,5,14,5.4368932038834945,56,21.747572815533978,94,36.50485436893204
0,600,0.5833333333333334,0.26666666666666666,5,5,8.333333333333334,9,15,22,36.66666666666667
0,849,0.5736160188457008,0.26666666666666666,5,5,5.889281507656066,13,15.312131919905772,29,34.157832744405184
0,1341,0.6129753914988815,0.3333333333333333,5,4,2.982848620432513,29,21.62565249813572,75,55.92841163310962
