cluster	type	pvalue	present_median	present_average	present_consistency	absent_median	absent_average	absent_consistency	pbc
I14_OG001953	not significant	0.09386	1.0	0.5454545454545454	0.5454545454545454	0.0	0.125	0.125	0.4524
I20_OG005167	not significant	0.86665	0	0.22727272727272727	0.2727272727272727	0.0	0.3125	0.3125	-0.0957
I14_OG003618	not significant	0.58653	1.0	0.7272727272727273	0.8181818181818181	0.5	0.5	0.5	0.2365
I14_OG009134	not significant	0.28021	1	0.5454545454545454	0.5454545454545454	0.0	0.25	0.25	0.3006
I14_OG001411	not significant	0.85335	0	0.2727272727272727	0.36363636363636365	0.0	0.1875	0.1875	0.1066
I60_OG000161	present_enriched	0.00019	1	0.5909090909090909	0.6363636363636364	0.0	0.34375	0.375	0.2541
I60_OG001794	not significant	0.92775	0	0.22727272727272727	0.2727272727272727	0.0	0.1875	0.1875	0.05
I14_OG001947	not significant	0.54142	1	0.9545454545454546	1.0	1.0	1.0	1.0	-0.2365
I60_OG001460	not significant	0.78766	0	0.18181818181818182	0.2727272727272727	0.0	0.09375	0.125	0.1484
I14_OG008840	not significant	0.49679	0	0.13636363636363635	0.18181818181818177	0.0	0.0625	0.0625	0.1327
I14_OG000988	not significant	0.84493	1.0	0.9090909090909091	0.9090909090909091	1.0	0.8125	0.8125	0.1336
I60_OG000001	not significant	0.01986	0	0.13636363636363635	0.18181818181818177	0.0	0.1875	0.1875	-0.0698
I14_OG001327	not significant	0.95536	1	0.8636363636363636	0.9090909090909091	1.0	0.84375	0.875	0.0298
I60_OG007372	not significant	0.7286	1	0.7272727272727273	0.7272727272727273	1.0	0.5625	0.5625	0.1677
I14_OG000698	not significant	0.155	1	0.9090909090909091	0.9090909090909091	1.0	0.6875	0.6875	0.2619
I14_OG001593	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG003432	not significant	0.19321	1	1.0	1.0	1.0	0.71875	0.75	0.3838
I60_OG002891	not significant	0.93022	0	0.22727272727272727	0.2727272727272727	0.0	0.1875	0.1875	0.05
I14_OG003170	not significant	0.7987	0	0.2727272727272727	0.2727272727272727	0.0	0.1875	0.1875	0.1007
I20_OG000415	not significant	0.18788	1	1.0	1.0	1.0	0.78125	0.8125	0.334
I20_OG000629	not significant	0.96479	1.0	0.7727272727272727	0.8181818181818181	1.0	0.75	0.75	0.0268
I14_OG000391	not significant	0.54332	0	0.3181818181818182	0.36363636363636365	0.0	0.15625	0.1875	0.2025
I20_OG003877	not significant	0.7353	0	0.09090909090909091	0.09090909090909094	0.0	0.21875	0.25	-0.1745
I14_OG000475	not significant	0.86721	1.0	0.5454545454545454	0.5454545454545454	0.5	0.5	0.5	0.0447
I14_OG002024	not significant	0.58542	1	1.0	1.0	1.0	0.90625	0.9375	0.2216
I14_OG005796	not significant	0.74072	1.0	0.5454545454545454	0.5454545454545454	0.0	0.40625	0.4375	0.1398
I60_OG000114	not significant	0.02165	1.0	0.6363636363636364	0.6363636363636364	0.0	0.4375	0.4375	0.1956
I20_OG003862	not significant	0.88275	0	0.13636363636363635	0.18181818181818177	0.0	0.1875	0.1875	-0.0698
I14_OG001370	not significant	0.99906	1.0	0.6818181818181818	0.7272727272727273	1.0	0.6875	0.6875	-0.0061
I14_OG004569	not significant	0.10402	0.0	0.45454545454545453	0.4545454545454546	0.0	0.125	0.125	0.3695
I20_OG000957	not significant	0.82984	1	0.9090909090909091	0.9090909090909091	1.0	0.8125	0.8125	0.1336
I14_OG000413	not significant	0.45287	0.0	0.4090909090909091	0.4545454545454546	0.0	0.25	0.25	0.172
I14_OG000808	not significant	0.07924	1.0	0.8636363636363636	0.9090909090909091	0.25	0.46875	0.5	0.4188
I14_OG000537	not significant	0.67997	0	0.36363636363636365	0.4545454545454546	1.0	0.5625	0.5625	-0.2032
I14_OG004115	not significant	0.91508	1.0	0.5909090909090909	0.6363636363636364	0.75	0.53125	0.5625	0.0613
I20_OG000658	not significant	0.6784	0	0.09090909090909091	0.09090909090909094	0.0	0.25	0.25	-0.2012
I14_OG001917	not significant	0.73125	1	0.7272727272727273	0.7272727272727273	1.0	0.5625	0.5625	0.1677
I20_OG002167	not significant	0.79652	0	0.36363636363636365	0.36363636363636365	0.0	0.25	0.25	0.1223
I14_OG001875	not significant	0.96631	1.0	0.7272727272727273	0.7272727272727273	1.0	0.75	0.75	-0.0255
I14_OG004606	not significant	0.23033	1	0.8181818181818182	0.8181818181818181	0.25	0.46875	0.5	0.3593
I20_OG002269	not significant	0.28858	0.5	0.5	0.5454545454545454	0.0	0.1875	0.1875	0.3379
I20_OG002902	not significant	0.68569	0	0.13636363636363635	0.18181818181818177	0.0	0.28125	0.3125	-0.1812
I14_OG001490	not significant	0.49582	1.0	0.9090909090909091	0.9090909090909091	1.0	0.6875	0.6875	0.2619
I14_OG000691	not significant	0.9833	1.0	0.8181818181818182	0.8181818181818181	1.0	0.8125	0.8125	0.0072
I20_OG000295	not significant	0.84488	0	0.22727272727272727	0.2727272727272727	0.0	0.125	0.125	0.1396
I60_OG000091	not significant	0.85715	1	0.9090909090909091	0.9090909090909091	1.0	0.8125	0.8125	0.1336
I14_OG004703	not significant	0.78434	0	0.3181818181818182	0.36363636363636365	0.0	0.375	0.375	-0.0597
I14_OG011059	not significant	0.31427	0.0	0.45454545454545453	0.4545454545454546	0.0	0.1875	0.1875	0.2874
I20_OG000299	not significant	0.57186	1	1.0	1.0	1.0	0.875	0.875	0.2345
I60_OG000024	present_depleted	0.00951	1	0.6363636363636364	0.6363636363636364	1.0	0.8125	0.8125	-0.1975
I60_OG000254	not significant	0.67993	1	0.9090909090909091	0.9090909090909091	1.0	0.75	0.75	0.2012
I60_OG000175	not significant	0.02529	1	0.9545454545454546	1.0	1.0	0.71875	0.75	0.3184
I14_OG001797	not significant	0.28154	1	1.0	1.0	1.0	0.75	0.75	0.3458
I14_OG001048	not significant	0.32953	1	0.9090909090909091	0.9090909090909091	1.0	0.625	0.625	0.3185
I14_OG000497	not significant	0.24674	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG000719	not significant	0.94564	0	0.09090909090909091	0.09090909090909094	0.0	0.125	0.125	-0.0533
I20_OG000763	not significant	0.90007	0	0.3181818181818182	0.36363636363636365	0.0	0.25	0.25	0.0766
I20_OG001421	not significant	0.86035	0.0	0.45454545454545453	0.4545454545454546	1.0	0.5625	0.5625	-0.1062
I20_OG000338	not significant	0.73463	1.0	0.7727272727272727	0.8181818181818181	1.0	0.75	0.75	0.0268
I14_OG004555	not significant	0.27701	0.5	0.5454545454545454	0.6363636363636364	0.0	0.3125	0.3125	0.2424
I60_OG010510	not significant	0.77312	0	0.3181818181818182	0.36363636363636365	0.0	0.25	0.25	0.0766
I20_OG004903	not significant	0.27925	0	0.0	0.0	0.0	0.15625	0.1875	-0.2808
I14_OG000737	not significant	0.93815	1	0.9090909090909091	0.9090909090909091	1.0	0.875	0.875	0.0533
I14_OG000393	not significant	0.54532	1	0.7727272727272727	0.8181818181818181	1.0	0.5625	0.5625	0.2208
I14_OG002487	not significant	0.05706	1.0	0.8181818181818182	0.8181818181818181	0.0	0.3125	0.3125	0.4973
I60_OG000265	not significant	0.13796	1	1.0	1.0	1.0	0.84375	0.875	0.2808
I14_OG001045	not significant	0.88033	1	0.9090909090909091	0.9090909090909091	1.0	0.84375	0.875	0.0998
I14_OG002904	not significant	0.82339	1	0.9090909090909091	0.9090909090909091	1.0	0.84375	0.875	0.0998
I60_OG001147	not significant	0.97831	1.0	0.7272727272727273	0.7272727272727273	1.0	0.71875	0.75	0.0096
I14_OG000615	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002519	not significant	0.81783	0.0	0.4090909090909091	0.4545454545454546	0.0	0.3125	0.3125	0.1015
I14_OG002041	not significant	1.0	0.5	0.5	0.5454545454545454	0.5	0.5	0.5	0.0
I14_OG009068	not significant	0.88221	0	0.2727272727272727	0.2727272727272727	0.0	0.21875	0.25	0.0637
I60_OG000002	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I20_OG000898	not significant	0.63101	1	0.9545454545454546	1.0	1.0	0.8125	0.8125	0.2169
I14_OG002278	not significant	0.59391	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG002754	not significant	0.61263	1.0	0.8181818181818182	0.8181818181818181	1.0	0.625	0.625	0.2079
I14_OG000918	not significant	0.27911	0	0.13636363636363635	0.18181818181818177	0.0	0.0	0.0	0.3223
I14_OG003923	not significant	0.96398	0.0	0.4090909090909091	0.4545454545454546	0.0	0.375	0.375	0.035
I14_OG004456	not significant	0.91327	0.0	0.4090909090909091	0.4545454545454546	0.0	0.375	0.375	0.035
I14_OG000707	not significant	0.85759	0	0.3181818181818182	0.36363636363636365	0.0	0.4375	0.4375	-0.1227
I20_OG000933	not significant	0.78886	0	0.3181818181818182	0.36363636363636365	0.0	0.1875	0.1875	0.1541
I20_OG000296	not significant	0.49415	0	0.36363636363636365	0.36363636363636365	0.0	0.1875	0.1875	0.1975
I20_OG001244	not significant	0.84314	0	0.22727272727272727	0.2727272727272727	0.0	0.125	0.125	0.1396
I20_OG000374	not significant	0.05825	0	0.36363636363636365	0.36363636363636365	0.0	0.125	0.125	0.282
I60_OG006883	not significant	0.43125	0	0.2727272727272727	0.2727272727272727	0.0	0.0625	0.0625	0.2908
I14_OG006181	not significant	0.78705	0	0.36363636363636365	0.36363636363636365	0.0	0.3125	0.3125	0.0533
I14_OG001935	not significant	0.22613	0	0.18181818181818182	0.18181818181818177	0.0	0.0	0.0	0.3411
I60_OG000071	not significant	0.07884	0.0	0.4090909090909091	0.4545454545454546	0.0	0.25	0.25	0.172
I14_OG001786	not significant	0.97334	0	0.13636363636363635	0.18181818181818177	0.0	0.125	0.125	0.0174
I20_OG001360	not significant	0.89795	1.0	0.7727272727272727	0.8181818181818181	1.0	0.6875	0.6875	0.0957
I14_OG000541	not significant	0.3037	0	0.2727272727272727	0.2727272727272727	0.0	0.0625	0.0625	0.2908
I20_OG000371	not significant	0.13187	0	0.18181818181818182	0.18181818181818177	0.0	0.0	0.0	0.3411
I14_OG002832	not significant	0.86833	1	0.8181818181818182	0.8181818181818181	1.0	0.75	0.75	0.0806
I14_OG002712	not significant	0.41163	1	1.0	1.0	1.0	0.84375	0.875	0.2808
I14_OG002205	not significant	0.82504	0.5	0.5	0.5454545454545454	0.0	0.375	0.375	0.1266
I14_OG001893	not significant	0.43584	1	1.0	1.0	1.0	0.84375	0.875	0.2808
I14_OG004487	not significant	0.09359	1.0	0.5909090909090909	0.6363636363636364	0.0	0.1875	0.1875	0.4238
I14_OG003396	not significant	0.08972	1	0.7727272727272727	0.8181818181818181	0.0	0.3125	0.3125	0.4609
I14_OG001905	not significant	0.89677	1	0.8181818181818182	0.8181818181818181	1.0	0.75	0.75	0.0806
I60_OG000595	not significant	0.95105	1.0	0.7272727272727273	0.7272727272727273	1.0	0.6875	0.6875	0.0428
I60_OG003254	not significant	0.37025	1	0.6818181818181818	0.7272727272727273	0.0	0.4375	0.4375	0.2454
I60_OG000043	not significant	0.04016	1.0	0.7272727272727273	0.7272727272727273	0.0	0.4375	0.4375	0.2865
I60_OG000032	not significant	0.66098	1	0.8181818181818182	0.8181818181818181	1.0	0.6875	0.6875	0.1465
I14_OG000850	not significant	0.36482	1.0	0.5909090909090909	0.6363636363636364	0.0	0.3125	0.3125	0.282
I14_OG005627	not significant	0.22544	1.0	0.5454545454545454	0.5454545454545454	0.0	0.3125	0.3125	0.233
I14_OG005360	not significant	0.02458	0	0.2727272727272727	0.2727272727272727	0.0	0.0	0.0	0.4264
I60_OG001301	not significant	0.8582	1.0	0.7272727272727273	0.7272727272727273	1.0	0.625	0.625	0.1066
I14_OG002452	not significant	0.14679	1	0.8181818181818182	0.8181818181818181	0.0	0.40625	0.4375	0.4173
I14_OG002186	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG000550	not significant	0.8134	1	0.5909090909090909	0.6363636363636364	0.0	0.4375	0.4375	0.1536
I20_OG000450	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG001795	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG001680	not significant	0.99486	1	0.8181818181818182	0.8181818181818181	1.0	0.8125	0.8125	0.0072
I14_OG003981	not significant	0.68259	0	0.4090909090909091	0.4545454545454546	0.0	0.28125	0.3125	0.1392
I14_OG000392	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I20_OG000292	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002842	not significant	0.72178	0	0.36363636363636365	0.4545454545454546	0.5	0.5	0.5	-0.1402
I20_OG000577	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I60_OG000398	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG000863	not significant	0.82524	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I60_OG000015	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I20_OG000676	not significant	0.1059	1	0.8181818181818182	0.8181818181818181	0.0	0.4375	0.4375	0.3807
I14_OG000622	not significant	0.65185	1.0	0.7727272727272727	0.8181818181818181	1.0	0.5625	0.5625	0.2208
I60_OG008451	not significant	0.86055	0	0.2727272727272727	0.2727272727272727	0.0	0.21875	0.25	0.0637
I20_OG000655	not significant	0.90737	0.5	0.5	0.5454545454545454	1.0	0.5625	0.5625	-0.0628
I14_OG004784	not significant	0.03814	1	0.6363636363636364	0.7272727272727273	0.0	0.21875	0.25	0.4479
I14_OG001834	not significant	0.63071	0	0.36363636363636365	0.36363636363636365	0.0	0.1875	0.1875	0.1975
I14_OG000648	not significant	0.94866	1.0	0.9090909090909091	0.9090909090909091	1.0	0.875	0.875	0.0533
I14_OG006679	not significant	0.64413	0	0.36363636363636365	0.36363636363636365	0.0	0.28125	0.3125	0.0891
I14_OG003828	not significant	0.45605	1.0	0.8181818181818182	0.8181818181818181	1.0	0.5625	0.5625	0.2665
I14_OG003412	not significant	0.43186	0	0.2727272727272727	0.2727272727272727	0.0	0.0625	0.0625	0.2908
I14_OG003348	not significant	0.97964	0	0.36363636363636365	0.36363636363636365	0.0	0.375	0.375	-0.0116
I14_OG003309	not significant	0.78177	0	0.2727272727272727	0.2727272727272727	0.0	0.15625	0.1875	0.1463
I14_OG003785	not significant	0.76205	1.0	0.5909090909090909	0.6363636363636364	0.5	0.5	0.5	0.0913
I14_OG000450	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG001365	not significant	0.87088	1.0	0.7727272727272727	0.8181818181818181	1.0	0.6875	0.6875	0.0957
I60_OG000037	present_enriched	6e-05	1	1.0	1.0	1.0	0.78125	0.8125	0.334
I14_OG005131	not significant	0.79081	0	0.09090909090909091	0.09090909090909094	0.0	0.125	0.125	-0.0533
I20_OG001848	not significant	0.91852	1.0	0.8636363636363636	0.9090909090909091	1.0	0.8125	0.8125	0.0698
I14_OG001622	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I20_OG000685	not significant	0.76418	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I20_OG000432	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I20_OG000250	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I20_OG001949	not significant	0.71684	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I14_OG004509	not significant	0.74737	1.0	0.6363636363636364	0.7272727272727273	1.0	0.5625	0.5625	0.0769
I14_OG000913	not significant	0.03913	1	1.0	1.0	1.0	0.71875	0.75	0.3838
I20_OG002150	not significant	0.61133	1.0	0.9090909090909091	0.9090909090909091	1.0	0.75	0.75	0.2012
I20_OG001883	not significant	0.43244	1	1.0	1.0	1.0	0.84375	0.875	0.2808
I14_OG001778	not significant	0.78782	1	0.8181818181818182	0.8181818181818181	1.0	0.6875	0.6875	0.1465
I20_OG001042	not significant	0.82147	1.0	0.9090909090909091	0.9090909090909091	1.0	0.96875	1.0	-0.141
I20_OG001711	not significant	0.54486	1	1.0	1.0	1.0	0.875	0.875	0.2345
I60_OG000067	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG010014	not significant	0.09956	1.0	0.8181818181818182	0.8181818181818181	0.0	0.375	0.375	0.4382
I14_OG001840	not significant	0.84037	1	0.7727272727272727	0.8181818181818181	1.0	0.6875	0.75	0.1007
I14_OG000926	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG000442	not significant	0.23788	1.0	0.6363636363636364	0.6363636363636364	0.0	0.40625	0.4375	0.2304
I14_OG001352	not significant	0.89395	0	0.18181818181818182	0.18181818181818177	0.0	0.125	0.125	0.0786
I14_OG000468	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I20_OG000239	not significant	0.78468	1.0	0.8181818181818182	0.8181818181818181	1.0	0.6875	0.6875	0.1465
I14_OG000804	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I60_OG002073	not significant	0.96184	0	0.22727272727272727	0.2727272727272727	0.0	0.25	0.25	-0.0268
I14_OG006246	not significant	0.85895	0	0.18181818181818182	0.18181818181818177	0.0	0.15625	0.1875	0.0349
I14_OG006435	not significant	0.04725	1.0	0.6363636363636364	0.6363636363636364	0.0	0.25	0.25	0.3864
I20_OG000414	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I20_OG001492	not significant	0.57855	1	0.7727272727272727	0.8181818181818181	1.0	0.5625	0.5625	0.2208
I14_OG000512	not significant	0.84693	1.0	0.8636363636363636	0.9090909090909091	1.0	0.75	0.75	0.1428
I60_OG000014	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I60_OG001697	not significant	0.51678	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG005022	not significant	0.28426	1	1.0	1.0	1.0	0.75	0.75	0.3458
I20_OG002321	not significant	0.57019	0	0.045454545454545456	0.09090909090909094	0.0	0.1875	0.1875	-0.2169
I14_OG000506	not significant	0.57387	1	0.7272727272727273	0.7272727272727273	0.5	0.5	0.5	0.2273
I14_OG007161	not significant	0.723	0	0.2727272727272727	0.2727272727272727	0.0	0.1875	0.1875	0.1007
I14_OG000821	not significant	0.68511	1	0.9090909090909091	0.9090909090909091	1.0	0.75	0.75	0.2012
I14_OG001655	not significant	0.27107	1	1.0	1.0	1.0	0.75	0.75	0.3458
I14_OG000583	not significant	0.85839	1	0.9090909090909091	0.9090909090909091	1.0	0.8125	0.8125	0.1336
I20_OG006752	not significant	0.98405	0	0.36363636363636365	0.36363636363636365	0.0	0.375	0.375	-0.0116
I14_OG000611	not significant	0.85255	1.0	0.7272727272727273	0.7272727272727273	1.0	0.59375	0.625	0.1403
I60_OG003000	not significant	0.52026	0	0.22727272727272727	0.2727272727272727	0.0	0.09375	0.125	0.1999
I20_OG002275	not significant	0.07685	1.0	0.6363636363636364	0.6363636363636364	0.0	0.1875	0.1875	0.4567
I14_OG006390	not significant	0.27844	1	0.8181818181818182	0.8181818181818181	0.5	0.5	0.5	0.3237
I60_OG000363	not significant	0.31242	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I14_OG003102	not significant	0.97419	1	0.6363636363636364	0.6363636363636364	1.0	0.65625	0.6875	-0.0209
I60_OG002853	not significant	0.67551	0	0.18181818181818182	0.18181818181818177	0.0	0.28125	0.3125	-0.1173
I60_OG000397	not significant	0.45564	1	0.9090909090909091	0.9090909090909091	1.0	0.6875	0.6875	0.2619
I14_OG002438	not significant	0.51147	1.0	0.6818181818181818	0.7272727272727273	0.0	0.4375	0.4375	0.2454
I14_OG004121	not significant	0.59459	1	0.7727272727272727	0.8181818181818181	1.0	0.59375	0.625	0.1948
I14_OG002036	not significant	0.72174	1.0	0.8181818181818182	0.8181818181818181	1.0	0.75	0.75	0.0806
I20_OG004940	not significant	0.19949	1	0.6363636363636364	0.6363636363636364	0.0	0.3125	0.3125	0.3202
I20_OG002220	not significant	0.19971	1	0.8636363636363636	0.9090909090909091	0.5	0.5	0.5	0.382
I20_OG000331	not significant	0.49297	0	0.13636363636363635	0.18181818181818177	0.0	0.25	0.25	-0.1428
I60_OG002440	not significant	0.21218	1	0.9545454545454546	1.0	1.0	0.65625	0.6875	0.3731
I60_OG002042	not significant	0.07364	1	0.8636363636363636	0.9090909090909091	0.0	0.40625	0.4375	0.476
I60_OG000007	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I60_OG002369	not significant	0.65037	1	0.7727272727272727	0.8181818181818181	1.0	0.59375	0.625	0.1948
I14_OG000420	not significant	0.8304	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I20_OG004371	not significant	0.30056	1.0	0.7272727272727273	0.7272727272727273	0.25	0.46875	0.5	0.2619
I60_OG000041	not significant	0.75947	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I14_OG000927	not significant	0.65846	1	0.8181818181818182	0.8181818181818181	1.0	0.625	0.625	0.2079
I14_OG005507	not significant	0.22114	0	0.3181818181818182	0.36363636363636365	0.0	0.125	0.125	0.2427
I14_OG000426	not significant	0.52302	1	1.0	1.0	1.0	0.875	0.875	0.2345
I20_OG000346	not significant	0.58416	1	1.0	1.0	1.0	0.875	0.875	0.2345
I60_OG000005	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I60_OG001334	not significant	0.84134	1	0.9090909090909091	0.9090909090909091	1.0	0.84375	0.875	0.0998
I20_OG001676	not significant	0.71672	1	0.5454545454545454	0.5454545454545454	0.0	0.375	0.375	0.1685
I14_OG000380	not significant	0.95351	0.0	0.45454545454545453	0.4545454545454546	0.0	0.4375	0.4375	0.0169
I14_OG001516	not significant	0.92475	1.0	0.7727272727272727	0.8181818181818181	1.0	0.8125	0.8125	-0.05
I14_OG001670	not significant	0.3235	1	0.9090909090909091	1.0	1.0	0.6875	0.6875	0.2772
I14_OG000597	not significant	0.59622	1	1.0	1.0	1.0	0.875	0.875	0.2345
I60_OG000105	not significant	0.04578	1	1.0	1.0	1.0	0.8125	0.8125	0.2932
I14_OG003849	not significant	0.59309	0.5	0.5	0.5454545454545454	0.0	0.3125	0.3125	0.1928
I14_OG002496	not significant	0.67108	1	0.5909090909090909	0.6363636363636364	1.0	0.75	0.75	-0.172
I14_OG001734	not significant	0.04762	1	0.8181818181818182	0.8181818181818181	0.0	0.3125	0.3125	0.4973
I14_OG000559	not significant	0.65318	1	0.9090909090909091	0.9090909090909091	1.0	0.75	0.75	0.2012
I14_OG002809	not significant	0.2456	1	1.0	1.0	1.0	0.75	0.75	0.3458
I14_OG006267	not significant	0.63268	0	0.22727272727272727	0.2727272727272727	0.0	0.3125	0.3125	-0.0957
I14_OG001094	not significant	0.84547	1.0	0.6818181818181818	0.7272727272727273	1.0	0.5625	0.5625	0.1227
I14_OG000857	not significant	0.27409	1.0	0.6363636363636364	0.6363636363636364	0.0	0.3125	0.3125	0.3202
I60_OG000009	not significant	0.02563	1	1.0	1.0	1.0	0.875	0.875	0.2345
I60_OG000006	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG003662	not significant	0.0849	1.0	0.8636363636363636	0.9090909090909091	0.0	0.4375	0.4375	0.4381
I60_OG000724	not significant	0.32928	1	0.9545454545454546	1.0	1.0	0.75	0.8125	0.3015
I14_OG005290	not significant	0.9243	0	0.2727272727272727	0.2727272727272727	0.0	0.25	0.25	0.0255
I60_OG000057	not significant	0.72402	0.0	0.4090909090909091	0.4545454545454546	1.0	0.5625	0.5625	-0.1536
I14_OG002700	not significant	0.60903	1.0	0.9090909090909091	0.9090909090909091	1.0	0.75	0.75	0.2012
I60_OG007233	not significant	0.39555	1.0	0.5454545454545454	0.5454545454545454	0.0	0.375	0.375	0.1685
I60_OG000066	not significant	0.23024	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG006270	not significant	0.03608	0	0.36363636363636365	0.36363636363636365	0.0	0.0625	0.0625	0.3809
I20_OG004463	not significant	0.68782	1.0	0.5909090909090909	0.6363636363636364	0.25	0.46875	0.5	0.1248
I60_OG000013	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I60_OG000053	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG000660	not significant	0.67333	1.0	0.8181818181818182	0.8181818181818181	1.0	0.625	0.625	0.2079
I14_OG003277	not significant	0.53676	1	0.6363636363636364	0.6363636363636364	0.0	0.375	0.375	0.257
I60_OG002226	not significant	0.84831	0	0.18181818181818182	0.18181818181818177	0.0	0.125	0.125	0.0786
I60_OG003388	not significant	0.14436	0	0.36363636363636365	0.36363636363636365	0.0	0.0625	0.0625	0.3809
I14_OG001067	not significant	0.02518	1.0	0.9090909090909091	0.9090909090909091	1.0	0.75	0.75	0.2012
I20_OG000238	not significant	0.21959	1	1.0	1.0	1.0	0.8125	0.8125	0.2932
I20_OG000626	not significant	0.63265	1	1.0	1.0	1.0	0.90625	0.9375	0.2216
I14_OG000544	not significant	0.01356	1	1.0	1.0	1.0	0.625	0.625	0.4432
I20_OG002005	not significant	0.61404	1.0	0.5909090909090909	0.6363636363636364	1.0	0.78125	0.8125	-0.2146
I14_OG000591	not significant	0.93213	0	0.22727272727272727	0.2727272727272727	0.0	0.25	0.25	-0.0268
I20_OG000818	not significant	0.09881	1	0.9090909090909091	0.9090909090909091	0.75	0.53125	0.5625	0.4086
I14_OG000882	not significant	0.89825	1	0.8181818181818182	0.8181818181818181	1.0	0.75	0.75	0.0806
I20_OG000721	not significant	0.5774	1	0.9545454545454546	1.0	1.0	1.0	1.0	-0.2365
I60_OG002254	not significant	0.07063	1	0.7272727272727273	0.7272727272727273	0.0	0.25	0.25	0.4719
I14_OG000528	not significant	0.57626	1	1.0	1.0	1.0	0.875	0.875	0.2345
I60_OG001218	not significant	0.11703	1	0.9545454545454546	1.0	1.0	0.65625	0.6875	0.3731
I14_OG003365	not significant	0.02934	1.0	0.5454545454545454	0.5454545454545454	0.0	0.125	0.125	0.4524
I60_OG000012	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG005038	not significant	0.79777	0	0.3181818181818182	0.36363636363636365	0.0	0.375	0.375	-0.0597
I14_OG008615	not significant	0.20386	0	0.22727272727272727	0.2727272727272727	0.5	0.5	0.5	-0.2804
I14_OG004920	not significant	0.53294	0	0.22727272727272727	0.2727272727272727	0.0	0.125	0.125	0.1396
I60_OG001495	not significant	0.37005	1	0.6818181818181818	0.7272727272727273	0.0	0.375	0.375	0.3073
I14_OG003531	not significant	0.83801	0	0.2727272727272727	0.36363636363636365	0.0	0.21875	0.25	0.0674
I60_OG000010	not significant	0.21785	1	0.8181818181818182	0.8181818181818181	1.0	0.8125	0.8125	0.0072
I20_OG002069	not significant	0.91574	0	0.22727272727272727	0.2727272727272727	0.0	0.1875	0.1875	0.05
I14_OG001916	not significant	0.83222	0	0.045454545454545456	0.09090909090909094	0.0	0.09375	0.125	-0.1061
I60_OG007982	not significant	0.18132	0	0.18181818181818182	0.18181818181818177	0.0	0.0	0.0	0.3411
I14_OG003709	not significant	0.7619	1.0	0.8636363636363636	0.9090909090909091	1.0	0.75	0.75	0.1428
I14_OG002565	not significant	0.85785	0	0.4090909090909091	0.4545454545454546	0.5	0.5	0.5	-0.0913
I60_OG000181	not significant	0.96461	0.0	0.4090909090909091	0.4545454545454546	0.0	0.375	0.375	0.035
I60_OG000335	not significant	0.39214	1	0.8181818181818182	0.8181818181818181	1.0	0.8125	0.8125	0.0072
I14_OG000586	not significant	0.89125	1	0.9090909090909091	0.9090909090909091	1.0	0.84375	0.875	0.0998
I20_OG001272	not significant	0.95124	1.0	0.8181818181818182	0.8181818181818181	1.0	0.84375	0.875	-0.0349
I14_OG004482	not significant	0.25724	0.5	0.5454545454545454	0.6363636363636364	0.0	0.21875	0.25	0.3587
