cluster	type	pvalue	present_median	present_average	present_consistency	absent_median	absent_average	absent_consistency	pbc
I14_OG002016	not significant	0.87673	1	0.5909090909090909	0.6363636363636364	0.5	0.5	0.5	0.0913
I14_OG002017	not significant	0.67643	1.0	0.6363636363636364	0.6363636363636364	0.0	0.4375	0.4375	0.1956
I14_OG002018	not significant	0.96396	0	0.22727272727272727	0.2727272727272727	0.0	0.25	0.25	-0.0268
I14_OG002021	not significant	0.56736	1	1.0	1.0	1.0	0.90625	0.9375	0.2216
I14_OG002022	not significant	0.71459	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I14_OG002023	not significant	0.81775	1	0.7272727272727273	0.8181818181818181	1.0	0.625	0.625	0.1113
I14_OG002025	not significant	0.22753	1	0.9090909090909091	0.9090909090909091	1.0	0.5625	0.5625	0.373
I14_OG002026	not significant	0.23	1.0	0.9090909090909091	0.9090909090909091	1.0	0.5625	0.5625	0.373
I14_OG002027	not significant	0.57212	1	1.0	1.0	1.0	0.90625	0.9375	0.2216
I14_OG002028	not significant	0.42669	1	1.0	1.0	1.0	0.8125	0.8125	0.2932
I14_OG002029	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002030	not significant	0.98856	1	0.8181818181818182	0.8181818181818181	1.0	0.8125	0.8125	0.0072
I14_OG002031	not significant	0.43973	1	1.0	1.0	1.0	0.84375	0.875	0.2808
I14_OG002032	not significant	0.39167	1	1.0	1.0	1.0	0.8125	0.8125	0.2932
I14_OG002033	not significant	0.88545	1	0.6818181818181818	0.7272727272727273	1.0	0.75	0.75	-0.0766
I14_OG002034	not significant	0.97388	1	0.7727272727272727	0.8181818181818181	1.0	0.75	0.75	0.0268
I14_OG002035	not significant	0.90021	1.0	0.5454545454545454	0.5454545454545454	0.25	0.46875	0.5	0.0768
I14_OG002040	not significant	0.06307	1	1.0	1.0	1.0	0.5625	0.5625	0.4905
I14_OG002042	not significant	0.71695	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I14_OG002043	not significant	0.64488	0	0.22727272727272727	0.2727272727272727	0.0	0.40625	0.4375	-0.1948
I14_OG002045	not significant	0.39205	1	1.0	1.0	1.0	0.8125	0.8125	0.2932
I14_OG002046	not significant	0.71546	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I14_OG002047	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002048	not significant	0.86176	1	0.8181818181818182	0.8181818181818181	1.0	0.75	0.75	0.0806
I14_OG002049	not significant	0.53899	1.0	0.9090909090909091	0.9090909090909091	1.0	1.0	1.0	-0.2365
I14_OG002050	not significant	0.53649	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG002051	not significant	0.16678	1.0	0.7272727272727273	0.7272727272727273	0.0	0.3125	0.3125	0.4079
I14_OG002052	not significant	0.71176	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I14_OG002053	not significant	0.76413	1	0.8181818181818182	0.8181818181818181	1.0	0.6875	0.6875	0.1465
I14_OG002054	not significant	0.76233	1.0	0.8181818181818182	0.8181818181818181	1.0	0.6875	0.6875	0.1465
I14_OG002055	not significant	0.98864	1.0	0.8181818181818182	0.8181818181818181	1.0	0.8125	0.8125	0.0072
I14_OG002056	not significant	0.88729	1	0.8636363636363636	0.9090909090909091	1.0	0.8125	0.8125	0.0698
I14_OG002059	not significant	0.88713	0	0.36363636363636365	0.36363636363636365	0.0	0.4375	0.4375	-0.0739
I14_OG002060	not significant	0.64079	1.0	0.9090909090909091	0.9090909090909091	1.0	0.75	0.75	0.2012
I14_OG002061	not significant	0.30807	1	0.9545454545454546	1.0	1.0	0.6875	0.6875	0.3355
I14_OG002063	not significant	0.87456	1	0.8181818181818182	0.8181818181818181	1.0	0.875	0.875	-0.0786
I14_OG002064	not significant	0.65987	1.0	0.9090909090909091	0.9090909090909091	1.0	0.75	0.75	0.2012
I14_OG002065	not significant	0.87529	1	0.5454545454545454	0.5454545454545454	1.0	0.625	0.625	-0.0795
I14_OG002072	not significant	0.52678	1	0.9090909090909091	0.9090909090909091	1.0	0.71875	0.75	0.2391
I14_OG002073	not significant	0.56273	1	1.0	1.0	1.0	0.90625	0.9375	0.2216
I14_OG002074	not significant	0.53821	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG002075	not significant	0.54044	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG002077	not significant	0.70796	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I14_OG002078	not significant	0.5377	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG002079	not significant	0.91601	1.0	0.7727272727272727	0.8181818181818181	1.0	0.8125	0.8125	-0.05
I14_OG002081	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002083	not significant	0.02499	1	0.5909090909090909	0.6363636363636364	0.0	0.125	0.125	0.5038
I14_OG002085	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002087	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002089	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002090	not significant	0.97324	1	0.8636363636363636	0.9090909090909091	1.0	0.875	0.875	-0.0174
I14_OG002091	not significant	0.7841	0.5	0.5	0.5454545454545454	1.0	0.625	0.625	-0.1266
I14_OG002092	not significant	0.91743	1.0	0.7727272727272727	0.8181818181818181	1.0	0.8125	0.8125	-0.05
I14_OG002093	not significant	0.98795	1	0.8181818181818182	0.8181818181818181	1.0	0.8125	0.8125	0.0072
I14_OG002094	not significant	0.5256	0	0.3181818181818182	0.36363636363636365	1.0	0.5625	0.5625	-0.2454
I14_OG002095	not significant	0.40769	1	1.0	1.0	1.0	0.8125	0.8125	0.2932
I14_OG002096	not significant	0.92445	1.0	0.9090909090909091	0.9090909090909091	1.0	0.875	0.875	0.0533
I14_OG002097	not significant	0.71213	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I14_OG002098	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002099	not significant	0.57676	1	1.0	1.0	1.0	0.90625	0.9375	0.2216
I14_OG002100	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002102	not significant	0.32808	1.0	0.8181818181818182	0.8181818181818181	0.5	0.5	0.5	0.3237
I14_OG002104	not significant	0.74608	1.0	0.9545454545454546	1.0	1.0	0.875	0.875	0.1429
I14_OG002105	not significant	0.60818	1.0	0.8181818181818182	0.8181818181818181	1.0	0.625	0.625	0.2079
I14_OG002107	not significant	0.85501	0	0.18181818181818182	0.2727272727272727	0.0	0.25	0.25	-0.0853
I14_OG002108	not significant	0.48101	1.0	0.8181818181818182	0.8181818181818181	1.0	0.5625	0.5625	0.2665
I14_OG002109	not significant	0.93058	0	0.09090909090909091	0.09090909090909094	0.0	0.0625	0.0625	0.0533
I14_OG002113	not significant	0.53754	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG002114	not significant	0.65238	1	0.8181818181818182	0.8181818181818181	1.0	0.9375	0.9375	-0.1866
I14_OG002115	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002116	not significant	0.63004	1.0	0.9090909090909091	0.9090909090909091	1.0	0.75	0.75	0.2012
I14_OG002118	not significant	0.99407	1.0	0.9090909090909091	0.9090909090909091	1.0	0.90625	0.9375	0.0051
I14_OG002120	not significant	0.22308	1	0.5454545454545454	0.5454545454545454	0.0	0.1875	0.1875	0.3731
I14_OG002121	not significant	0.78221	1.0	0.9090909090909091	0.9090909090909091	1.0	0.8125	0.8125	0.1336
I14_OG002125	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002126	not significant	0.74858	1.0	0.9090909090909091	0.9090909090909091	1.0	0.96875	1.0	-0.141
I14_OG002127	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002129	not significant	0.76729	1.0	0.7272727272727273	0.7272727272727273	1.0	0.59375	0.625	0.1403
I14_OG002130	not significant	0.65129	1	0.7272727272727273	0.8181818181818181	1.0	0.875	0.875	-0.1995
I14_OG002131	not significant	0.54143	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG002133	not significant	0.78392	0.5	0.5	0.5454545454545454	0.0	0.375	0.375	0.1266
I14_OG002135	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002136	not significant	0.76352	0	0.09090909090909091	0.09090909090909094	0.0	0.1875	0.1875	-0.1336
I14_OG002137	not significant	0.98112	0	0.36363636363636365	0.36363636363636365	0.0	0.375	0.375	-0.0116
I14_OG002139	not significant	0.91345	1.0	0.9090909090909091	0.9090909090909091	1.0	0.875	0.875	0.0533
I14_OG002140	not significant	0.90742	1	0.6818181818181818	0.7272727272727273	1.0	0.625	0.625	0.0597
I14_OG002142	not significant	0.77465	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I14_OG002146	not significant	0.74564	1.0	0.9090909090909091	0.9090909090909091	1.0	0.96875	1.0	-0.141
I14_OG002147	not significant	0.54427	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG002149	not significant	0.41801	1	1.0	1.0	1.0	0.8125	0.8125	0.2932
I14_OG002150	not significant	0.39592	1	0.9090909090909091	0.9090909090909091	1.0	0.65625	0.6875	0.2982
I14_OG002151	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002152	not significant	0.01432	1	0.5909090909090909	0.6363636363636364	0.0	0.09375	0.125	0.5604
I14_OG002153	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002154	not significant	0.70865	1	1.0	1.0	1.0	0.96875	1.0	0.1626
I14_OG002155	not significant	0.91126	1.0	0.9090909090909091	0.9090909090909091	1.0	0.875	0.875	0.0533
I14_OG002156	not significant	0.69543	1.0	0.7272727272727273	0.7272727272727273	1.0	0.5625	0.5625	0.1677
I14_OG002157	not significant	0.91543	1	0.7727272727272727	0.8181818181818181	1.0	0.8125	0.8125	-0.05
I14_OG002158	not significant	0.19295	1	0.6363636363636364	0.6363636363636364	0.0	0.25	0.25	0.3864
I14_OG002159	not significant	0.70565	1	1.0	1.0	1.0	0.96875	1.0	0.1626
I14_OG002160	not significant	0.70782	1	1.0	1.0	1.0	0.96875	1.0	0.1626
I14_OG002161	not significant	0.39202	1	1.0	1.0	1.0	0.8125	0.8125	0.2932
I14_OG002163	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002164	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002165	not significant	0.3364	1.0	0.6363636363636364	0.6363636363636364	0.0	0.3125	0.3125	0.3202
I14_OG002166	not significant	0.589	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG002167	not significant	0.11158	1	1.0	1.0	1.0	0.625	0.625	0.4432
I14_OG002168	not significant	0.53384	1	0.8181818181818182	0.8181818181818181	1.0	0.59375	0.625	0.2427
I14_OG002169	not significant	0.76911	1.0	0.9090909090909091	0.9090909090909091	1.0	0.8125	0.8125	0.1336
I14_OG002170	not significant	0.46405	1	0.5454545454545454	0.5454545454545454	0.0	0.28125	0.3125	0.2716
I14_OG002174	not significant	0.8034	1.0	0.9090909090909091	0.9090909090909091	1.0	0.8125	0.8125	0.1336
I14_OG002175	not significant	0.69666	1.0	0.7272727272727273	0.7272727272727273	1.0	0.5625	0.5625	0.1677
I14_OG002176	not significant	0.5677	1	1.0	1.0	1.0	0.90625	0.9375	0.2216
I14_OG002178	not significant	0.93733	1	0.6363636363636364	0.6363636363636364	1.0	0.59375	0.625	0.0438
I14_OG002179	not significant	0.82073	1	0.5454545454545454	0.5454545454545454	0.0	0.4375	0.4375	0.1062
I14_OG002180	not significant	0.59828	0.0	0.45454545454545453	0.4545454545454546	0.0	0.25	0.25	0.2132
I14_OG002182	not significant	0.28027	1	1.0	1.0	1.0	0.75	0.75	0.3458
I14_OG002187	not significant	0.7543	1.0	0.9090909090909091	0.9090909090909091	1.0	0.96875	1.0	-0.141
I14_OG002188	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002189	not significant	0.93112	0.0	0.45454545454545453	0.4545454545454546	0.5	0.5	0.5	-0.0447
I14_OG002190	not significant	0.82735	0.5	0.5909090909090909	0.7272727272727273	0.25	0.46875	0.5	0.1302
I14_OG002191	not significant	0.62962	1.0	0.9090909090909091	0.9090909090909091	1.0	0.75	0.75	0.2012
I14_OG002192	not significant	0.88931	1.0	0.8636363636363636	0.9090909090909091	1.0	0.8125	0.8125	0.0698
I14_OG002193	not significant	0.68136	1	0.6363636363636364	0.6363636363636364	0.0	0.4375	0.4375	0.1956
I14_OG002194	not significant	0.96255	0.0	0.4090909090909091	0.4545454545454546	0.0	0.4375	0.4375	-0.0288
I14_OG002197	not significant	0.28054	1	0.7272727272727273	0.7272727272727273	0.0	0.375	0.375	0.3464
I14_OG002199	not significant	0.91371	1.0	0.9090909090909091	0.9090909090909091	1.0	0.875	0.875	0.0533
I14_OG002200	not significant	0.77861	1	0.8636363636363636	0.9090909090909091	1.0	0.9375	0.9375	-0.1327
I14_OG002201	not significant	0.56299	1	1.0	1.0	1.0	0.90625	0.9375	0.2216
I14_OG002202	not significant	0.73562	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I14_OG002203	not significant	0.87542	0	0.45454545454545453	0.4545454545454546	0.0	0.375	0.375	0.0795
I14_OG002204	not significant	0.5825	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG002206	not significant	0.91203	1	0.9545454545454546	1.0	1.0	0.96875	1.0	-0.0533
I14_OG002207	not significant	0.4647	1	0.8181818181818182	0.8181818181818181	1.0	0.5625	0.5625	0.2665
I14_OG002208	not significant	0.31313	1	1.0	1.0	1.0	0.78125	0.8125	0.334
I14_OG002209	not significant	0.42895	0	0.2727272727272727	0.2727272727272727	0.0	0.0625	0.0625	0.2908
I14_OG002210	not significant	0.91521	1.0	0.9090909090909091	0.9090909090909091	1.0	0.875	0.875	0.0533
I14_OG002211	not significant	0.58362	0.0	0.45454545454545453	0.4545454545454546	0.0	0.25	0.25	0.2132
I14_OG002212	not significant	0.5892	1.0	0.9090909090909091	0.9090909090909091	1.0	1.0	1.0	-0.2365
I14_OG002214	not significant	0.75148	1.0	0.5454545454545454	0.5454545454545454	0.0	0.375	0.375	0.1685
I14_OG002215	not significant	0.39835	1	1.0	1.0	1.0	0.8125	0.8125	0.2932
I14_OG002217	not significant	0.43173	1	1.0	1.0	1.0	0.8125	0.8125	0.2932
I14_OG002218	not significant	0.61571	1.0	0.8181818181818182	0.8181818181818181	1.0	0.625	0.625	0.2079
I14_OG002220	not significant	0.30997	1	1.0	1.0	1.0	0.78125	0.8125	0.334
I14_OG002222	not significant	0.20219	1	1.0	1.0	1.0	0.71875	0.75	0.3838
I14_OG002223	not significant	0.53344	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG002225	not significant	0.46153	1.0	0.8181818181818182	0.8181818181818181	1.0	0.5625	0.5625	0.2665
I14_OG002226	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002227	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002228	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002229	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002230	not significant	0.47547	1.0	0.8181818181818182	0.8181818181818181	1.0	0.5625	0.5625	0.2665
I14_OG002231	not significant	0.70399	1	1.0	1.0	1.0	0.96875	1.0	0.1626
I14_OG002232	not significant	0.46969	1	0.6363636363636364	0.6363636363636364	0.0	0.375	0.375	0.257
I14_OG002233	not significant	0.75772	1	0.9090909090909091	0.9090909090909091	1.0	0.8125	0.8125	0.1336
I14_OG002234	not significant	0.63075	0.5	0.5	0.5454545454545454	0.0	0.3125	0.3125	0.1928
I14_OG002235	not significant	0.71565	1.0	0.9090909090909091	0.9090909090909091	1.0	0.78125	0.8125	0.1745
I14_OG002236	not significant	0.18066	1	1.0	1.0	1.0	0.6875	0.6875	0.3953
I14_OG002237	not significant	0.39801	1.0	0.9090909090909091	0.9090909090909091	1.0	0.65625	0.6875	0.2982
I14_OG002239	not significant	0.98554	0	0.3181818181818182	0.36363636363636365	0.0	0.3125	0.3125	0.0061
I14_OG002241	not significant	0.1166	1.0	0.8181818181818182	0.8181818181818181	0.0	0.375	0.375	0.4382
I14_OG002243	not significant	0.27884	0	0.3181818181818182	0.36363636363636365	0.0	0.0625	0.0625	0.3489
I14_OG002246	not significant	0.56468	1.0	0.5454545454545454	0.5454545454545454	0.0	0.3125	0.3125	0.233
I14_OG002247	not significant	0.13915	1	1.0	1.0	1.0	0.6875	0.6875	0.3953
I14_OG002248	not significant	0.77324	1	0.9090909090909091	0.9090909090909091	1.0	0.8125	0.8125	0.1336
I14_OG002249	not significant	0.70326	1	1.0	1.0	1.0	0.96875	1.0	0.1626
I14_OG002251	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002252	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002253	not significant	0.18373	1	1.0	1.0	1.0	0.6875	0.6875	0.3953
I14_OG002255	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002257	not significant	0.39449	1	1.0	1.0	1.0	0.8125	0.8125	0.2932
I14_OG002258	not significant	0.53199	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG002259	not significant	0.82044	1.0	0.9545454545454546	1.0	1.0	0.90625	0.9375	0.1061
I14_OG002260	not significant	0.83298	0	0.22727272727272727	0.2727272727272727	0.0	0.15625	0.1875	0.0959
I14_OG002262	not significant	0.85842	0	0.18181818181818182	0.18181818181818177	0.0	0.25	0.25	-0.0806
I14_OG002264	not significant	0.63511	0.0	0.45454545454545453	0.4545454545454546	0.0	0.25	0.25	0.2132
I14_OG002266	not significant	0.92021	1.0	0.9090909090909091	0.9090909090909091	1.0	0.9375	0.9375	-0.0533
I14_OG002267	not significant	0.9442	1.0	0.5909090909090909	0.6363636363636364	1.0	0.625	0.625	-0.035
I14_OG002269	not significant	0.61507	1.0	0.9090909090909091	0.9090909090909091	1.0	0.75	0.75	0.2012
I14_OG002270	not significant	0.10122	1	1.0	1.0	1.0	0.625	0.625	0.4432
I14_OG002273	not significant	0.77709	1.0	0.8181818181818182	0.8181818181818181	1.0	0.6875	0.6875	0.1465
I14_OG002274	not significant	0.90652	1	0.6818181818181818	0.7272727272727273	1.0	0.625	0.625	0.0597
I14_OG002275	not significant	0.29965	1	0.7272727272727273	0.8181818181818181	0.0	0.40625	0.4375	0.3356
I14_OG002276	not significant	0.39561	1	1.0	1.0	1.0	0.8125	0.8125	0.2932
I14_OG002277	not significant	0.27768	1	1.0	1.0	1.0	0.75	0.75	0.3458
I14_OG002279	not significant	0.39102	1	1.0	1.0	1.0	0.8125	0.8125	0.2932
I14_OG002280	not significant	0.53125	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG002281	not significant	0.86868	1	0.8181818181818182	0.8181818181818181	1.0	0.75	0.75	0.0806
I14_OG002282	not significant	0.91915	1.0	0.6363636363636364	0.6363636363636364	1.0	0.6875	0.6875	-0.0533
I14_OG002283	not significant	0.53108	1.0	0.9090909090909091	0.9090909090909091	1.0	1.0	1.0	-0.2365
I14_OG002285	not significant	0.59987	1.0	0.8181818181818182	0.8181818181818181	1.0	0.625	0.625	0.2079
I14_OG002286	not significant	0.70693	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I14_OG002287	not significant	0.76613	1.0	0.9090909090909091	0.9090909090909091	1.0	0.8125	0.8125	0.1336
I14_OG002288	not significant	0.85096	0	0.36363636363636365	0.36363636363636365	0.0	0.28125	0.3125	0.0891
I14_OG002289	not significant	0.46493	1.0	0.9090909090909091	0.9090909090909091	1.0	0.6875	0.6875	0.2619
I14_OG002290	not significant	0.47246	1.0	0.8181818181818182	0.8181818181818181	1.0	0.5625	0.5625	0.2665
I14_OG002293	not significant	0.40289	0	0.18181818181818182	0.18181818181818177	0.0	0.03125	0.0625	0.2706
I14_OG002296	not significant	0.6793	1	0.9090909090909091	0.9090909090909091	1.0	0.78125	0.8125	0.1745
I14_OG002297	not significant	0.71531	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I14_OG002298	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002299	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002300	not significant	0.30307	1	1.0	1.0	1.0	0.78125	0.8125	0.334
I14_OG002301	not significant	0.59797	1.0	0.8636363636363636	0.9090909090909091	1.0	0.6875	0.6875	0.2078
I14_OG002302	not significant	0.38683	1	1.0	1.0	1.0	0.8125	0.8125	0.2932
I14_OG002305	not significant	0.87916	1.0	0.8636363636363636	0.9090909090909091	1.0	0.8125	0.8125	0.0698
I14_OG002306	not significant	0.53295	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG002307	not significant	0.9125	1	0.7727272727272727	0.8181818181818181	1.0	0.8125	0.8125	-0.05
I14_OG002308	not significant	0.33806	1.0	0.9090909090909091	0.9090909090909091	1.0	0.625	0.625	0.3185
I14_OG002309	not significant	0.99018	1.0	0.8181818181818182	0.8181818181818181	1.0	0.8125	0.8125	0.0072
I14_OG002310	not significant	0.5877	1	0.9545454545454546	1.0	1.0	0.8125	0.8125	0.2169
I14_OG002311	not significant	0.79235	1	0.6818181818181818	0.7272727272727273	1.0	0.5625	0.5625	0.1227
I14_OG002312	not significant	0.9718	1.0	0.8636363636363636	0.9090909090909091	1.0	0.875	0.875	-0.0174
I14_OG002314	not significant	0.52033	1.0	0.8181818181818182	0.8181818181818181	1.0	0.59375	0.625	0.2427
I14_OG002315	not significant	0.47186	1.0	0.9090909090909091	0.9090909090909091	1.0	0.6875	0.6875	0.2619
I14_OG002316	not significant	0.95524	1	0.5909090909090909	0.6363636363636364	1.0	0.5625	0.5625	0.0288
I14_OG002317	not significant	0.42691	0	0.36363636363636365	0.36363636363636365	0.0	0.125	0.125	0.282
I14_OG002321	not significant	0.37058	1.0	0.8636363636363636	0.9090909090909091	1.0	0.59375	0.625	0.3042
I14_OG002323	not significant	0.5589	1	1.0	1.0	1.0	0.90625	0.9375	0.2216
I14_OG002325	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002327	not significant	0.95507	1.0	0.5909090909090909	0.6363636363636364	1.0	0.5625	0.5625	0.0288
I14_OG002328	not significant	0.71366	1	1.0	1.0	1.0	0.96875	1.0	0.1626
I14_OG002329	not significant	0.65178	1	0.6818181818181818	0.7272727272727273	0.5	0.5	0.5	0.1842
I14_OG002331	not significant	0.46473	1.0	0.9090909090909091	0.9090909090909091	1.0	0.6875	0.6875	0.2619
I14_OG002332	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002338	not significant	0.7071	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I14_OG002339	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002340	not significant	0.52688	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG002342	not significant	0.18214	1	1.0	1.0	1.0	0.6875	0.6875	0.3953
I14_OG002343	not significant	0.55184	1	0.9545454545454546	1.0	1.0	1.0	1.0	-0.2365
I14_OG002344	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002346	not significant	0.53482	1	0.9090909090909091	0.9090909090909091	1.0	0.71875	0.75	0.2391
I14_OG002347	not significant	0.52583	1.0	0.9090909090909091	0.9090909090909091	1.0	1.0	1.0	-0.2365
I14_OG002348	not significant	0.74648	1.0	0.5909090909090909	0.6363636363636364	0.0	0.4375	0.4375	0.1536
I14_OG002349	not significant	0.85352	1	0.8181818181818182	0.8181818181818181	1.0	0.75	0.75	0.0806
I14_OG002351	not significant	0.99206	1.0	0.6818181818181818	0.7272727272727273	1.0	0.6875	0.6875	-0.0061
I14_OG002352	not significant	0.57409	1	0.8181818181818182	0.9090909090909091	1.0	0.625	0.625	0.2178
I14_OG002354	not significant	0.98734	0	0.18181818181818182	0.18181818181818177	0.0	0.1875	0.1875	-0.0072
I14_OG002356	not significant	0.95413	0.0	0.4090909090909091	0.4545454545454546	0.0	0.4375	0.4375	-0.0288
I14_OG002361	not significant	0.56372	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG002362	not significant	0.8981	1	0.8181818181818182	0.8181818181818181	1.0	0.75	0.75	0.0806
I14_OG002363	not significant	0.56738	1	1.0	1.0	1.0	0.90625	0.9375	0.2216
I14_OG002365	not significant	0.5539	1	1.0	1.0	1.0	0.90625	0.9375	0.2216
I14_OG002366	not significant	0.76072	0	0.13636363636363635	0.18181818181818177	0.0	0.0625	0.0625	0.1327
I14_OG002367	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
I14_OG002368	not significant	0.64647	0.5	0.45454545454545453	0.5454545454545454	0.0	0.28125	0.3125	0.1903
I14_OG002369	not significant	0.70751	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I14_OG002370	not significant	0.48139	1.0	0.9090909090909091	0.9090909090909091	1.0	0.6875	0.6875	0.2619
I14_OG002371	not significant	0.46594	1	0.9090909090909091	0.9090909090909091	1.0	0.6875	0.6875	0.2619
I14_OG002373	not significant	0.51027	1	0.8181818181818182	0.8181818181818181	1.0	0.59375	0.625	0.2427
I14_OG002376	not significant	0.26348	1.0	0.9090909090909091	0.9090909090909091	1.0	0.59375	0.625	0.3542
I14_OG002378	not significant	0.51605	1	0.6818181818181818	0.7272727272727273	0.0	0.4375	0.4375	0.2454
I14_OG002380	not significant	0.8496	0	0.2727272727272727	0.2727272727272727	0.0	0.1875	0.1875	0.1007
I14_OG002385	not significant	0.39298	1	1.0	1.0	1.0	0.8125	0.8125	0.2932
I14_OG002386	not significant	0.85542	1	0.7272727272727273	0.8181818181818181	1.0	0.65625	0.6875	0.0805
I14_OG002387	not significant	0.22691	1	0.9090909090909091	0.9090909090909091	1.0	0.5625	0.5625	0.373
I14_OG002388	not significant	0.40826	1.0	0.7272727272727273	0.7272727272727273	0.0	0.4375	0.4375	0.2865
I14_OG002389	not significant	0.9904	1.0	0.9090909090909091	0.9090909090909091	1.0	0.90625	0.9375	0.0051
I14_OG002391	not significant	0.38897	1	1.0	1.0	1.0	0.8125	0.8125	0.2932
I14_OG002392	not significant	0.1974	1	1.0	1.0	1.0	0.71875	0.75	0.3838
I14_OG002394	not significant	0.10786	1	1.0	1.0	1.0	0.625	0.625	0.4432
I14_OG002395	not significant	0.52357	1.0	0.9090909090909091	0.9090909090909091	1.0	1.0	1.0	-0.2365
I14_OG002397	not significant	0.87678	0	0.13636363636363635	0.18181818181818177	0.0	0.1875	0.1875	-0.0698
I14_OG002398	not significant	0.61789	1	0.8636363636363636	0.9090909090909091	1.0	0.6875	0.6875	0.2078
I14_OG002399	not significant	0.39915	0	0.45454545454545453	0.4545454545454546	1.0	0.75	0.75	-0.3006
I14_OG002400	not significant	0.55381	1	1.0	1.0	1.0	0.90625	0.9375	0.2216
I14_OG002401	not significant	0.77365	0.5	0.5	0.5454545454545454	0.0	0.375	0.375	0.1266
I14_OG002402	not significant	0.69599	1	1.0	1.0	1.0	0.9375	0.9375	0.1626
I14_OG002404	not significant	0.92243	1	0.8181818181818182	0.8181818181818181	1.0	0.78125	0.8125	0.0464
I14_OG002405	not significant	0.82054	1.0	0.9090909090909091	0.9090909090909091	1.0	0.84375	0.875	0.0998
I14_OG002406	not significant	0.52663	1	1.0	1.0	1.0	0.875	0.875	0.2345
I14_OG002407	not significant	0.92355	1.0	0.9090909090909091	0.9090909090909091	1.0	0.875	0.875	0.0533
I14_OG002408	not significant	1.0	1	1.0	1.0	1.0	1.0	1.0	0
